ENSG1	ENSG2	Name1	Name2	Cofrac_PPI_score	In_Corum	Dm	Xl	Mm	Hs	Dd	Sp	Ce	Sc	Nv
ENSG00000086827	ENSG00000095002	ZW10	MSH2	0.074790779	0				ENSG00000086827--ENSG00000095002		SPU_004255--SPU_012887			
ENSG00000065054	ENSG00000167792	SLC9A3R2	NDUFV1	0.074789971	0		XB-GENE-865463--XB-GENE-495067		ENSG00000065054--ENSG00000167792			C01F6.6--C09H10.3		
ENSG00000117118	ENSG00000184983	SDHB	NDUFA6	0.074780963	0		XB-GENE-970197--XB-GENE-1002268		ENSG00000117118--ENSG00000184983			F42A8.2--Y57G11C.12		
ENSG00000015479	ENSG00000065978	MATR3	YBX1	0.074779993	0			ENSMUSG00000037236--ENSMUSG00000028639	ENSG00000015479--ENSG00000065978					
ENSG00000161547	ENSG00000111786	SRSF2	SRSF9	0.074777519	0		XB-GENE-481129--XB-GENE-866053		ENSG00000161547--ENSG00000111786		SPU_010623--SPU_024060 SPU_027004--SPU_024060	EEED8.7--Y111B2A.18		
ENSG00000213145	ENSG00000239900	CRIP1	ADSL	0.074758651	0				ENSG00000213145--ENSG00000239900			B0496.7--R06C7.5		
ENSG00000120549	ENSG00000143889	KIAA1217	HNRPLL	0.07475486	0				ENSG00000120549--ENSG00000143889		SPU_012612--SPU_004403			
ENSG00000143106	ENSG00000119285	PSMA5	HEATR1	0.074749808	0	FBgn0016697--FBgn0086451			ENSG00000143106--ENSG00000119285					
ENSG00000134684	ENSG00000138757	YARS	G3BP2	0.074747944	0				ENSG00000134684--ENSG00000138757	DDB_G0276721--DDB_G0277957	SPU_007595--SPU_017827			
ENSG00000168710	ENSG00000197170	AHCYL1	PSMD12	0.074745632	0	FBgn0035371--FBgn0028690			ENSG00000168710--ENSG00000197170		SPU_017727--SPU_001247			
ENSG00000106591	ENSG00000165283	MRPL32	STOML2	0.074737642	0				ENSG00000106591--ENSG00000165283			C30C11.1--F30A10.5		
ENSG00000164104	ENSG00000092201	HMGB2	SUPT16H	0.074734549	0	FBgn0011764--FBgn0002183	AAH44715--XB-GENE-979310 XB-GENE-1000251--XB-GENE-979310		ENSG00000164104--ENSG00000092201		SPU_005572--SPU_023048			
ENSG00000138430	ENSG00000167085	OLA1	PHB	0.074732021	0		XB-GENE-1015264--XB-GENE-977676		ENSG00000138430--ENSG00000167085			W08E3.3--Y37E3.9		
ENSG00000106682	ENSG00000152022	EIF4H	LIX1L	0.074731972	0			ENSMUSG00000040731--ENSMUSG00000049288	ENSG00000106682--ENSG00000152022					
ENSG00000136930	ENSG00000100504	PSMB7	PYGL	0.07471773	0		XB-GENE-946045--XB-GENE-865172		ENSG00000136930--ENSG00000100504			C47B2.4--T22F3.3		
ENSG00000014138	ENSG00000142186	POLA2	SCYL1	0.074715865	0	FBgn0005696--FBgn0260990			ENSG00000014138--ENSG00000142186					
ENSG00000109016	ENSG00000075785	DHRS7B	RAB7A	0.074713505	0				ENSG00000109016--ENSG00000075785			T25G12.7--W03C9.3		
ENSG00000140632	ENSG00000188976	GLYR1	NOC2L	0.074709565	0	FBgn0043456--FBgn0032925			ENSG00000140632--ENSG00000188976					
ENSG00000162613	ENSG00000182718	FUBP1	ANXA2	0.074707451	0		XB-GENE-6252996--XB-GENE-945322 XB-GENE-6252996--XB-GENE-6252603	ENSMUSG00000028034--ENSMUSG00000032231	ENSG00000162613--ENSG00000182718		SPU_004545--SPU_024188 SPU_004545--SPU_011106			
ENSG00000115942	ENSG00000198752	ORC2	CDC42BPB	0.074707304	0				ENSG00000115942--ENSG00000198752		SPU_010533--SPU_020069			
ENSG00000110696	ENSG00000242028	C11ORF58	C15ORF63	0.074704917	0		XB-GENE-6255507--XB-GENE-999056	ENSMUSG00000030663--ENSMUSG00000027245	ENSG00000110696--ENSG00000242028					
ENSG00000129084	ENSG00000120008	PSMA1	WDR11	0.074695391	0				ENSG00000129084--ENSG00000120008			CD4.6--Y110A7A.9		
ENSG00000138279	ENSG00000155657	ANXA7	TTN	0.074695255	0				ENSG00000138279--ENSG00000155657			T07C4.9--W06H8.8		
ENSG00000184508	ENSG00000155097	HDDC3	ATP6V1C1	0.074691213	0	FBgn0039650--FBgn0262511			ENSG00000184508--ENSG00000155097		SPU_016827--SPU_006308	ZK909.3--Y38F2AL.3		
ENSG00000143549	ENSG00000163399	TPM3	ATP1A1	0.074691207	0				ENSG00000143549--ENSG00000163399			Y105E8B.1--B0365.3		
ENSG00000119878	ENSG00000162384	CRIPT	C1ORF123	0.074680403	0	FBgn0032153--FBgn0033810			ENSG00000119878--ENSG00000162384					
ENSG00000086504	ENSG00000112996	MRPL28	MRPS30	0.074680156	0	FBgn0031660--FBgn0030692			ENSG00000086504--ENSG00000112996					
ENSG00000005194	ENSG00000095002	CIAPIN1	MSH2	0.074677869	0			ENSMUSG00000031781--ENSMUSG00000024151	ENSG00000005194--ENSG00000095002					
ENSG00000101557	ENSG00000147813	USP14	NAPRT1	0.074665775	0				ENSG00000101557--ENSG00000147813	DDB_G0271264--DDB_G0268472	SPU_013856--SPU_000172	C13B4.2--Y54G2A.17		
ENSG00000124383	ENSG00000130826	MPHOSPH10	DKC1	0.074656671	0	FBgn0032051--FBgn0259937			ENSG00000124383--ENSG00000130826	DDB_G0279245--DDB_G0281933		Y75B8A.7--K01G5.5	YJR002W--YLR175W	
ENSG00000116560	ENSG00000110619	SFPQ	CARS	0.074654648	0				ENSG00000116560--ENSG00000110619		SPU_015145--SPU_006853	F25B5.7--Y23H5A.7		
ENSG00000128059	ENSG00000176890	PPAT	TYMS	0.074653609	0		XB-GENE-972209--XB-GENE-1001390		ENSG00000128059--ENSG00000176890		SPU_003803--SPU_006852	T04A8.5--Y110A7A.4		jgi|Nemve1|248582|estExt_fgenesh1_pg.C_7050005--jgi|Nemve1|227987|fgenesh1_pm.scaffold_4000029
ENSG00000038274	ENSG00000086475	MAT2B	SEPHS1	0.074639532	0			ENSMUSG00000042032--ENSMUSG00000026662	ENSG00000038274--ENSG00000086475		SPU_003827--SPU_002295			
ENSG00000166794	ENSG00000118939	PPIB	UCHL3	0.074638741	0				ENSG00000166794--ENSG00000118939		SPU_013756--SPU_020933	F42G9.2--F46E10.8		
ENSG00000100138	ENSG00000165119	NHP2L1	HNRNPK	0.074638505	0	FBgn0015393--FBgn0015907	XB-GENE-963828--XB-GENE-6253918		ENSG00000100138--ENSG00000165119		SPU_017082--SPU_008011	M28.5--F26B1.2		
ENSG00000185359	ENSG00000165119	HGS	HNRNPK	0.074626144	0	FBgn0031450--FBgn0015907			ENSG00000185359--ENSG00000165119			C07G1.5--F26B1.2		
ENSG00000128951	ENSG00000156508	DUT	EEF1A1	0.074623289	0	FBgn0250837--FBgn0000556		ENSMUSG00000027203--ENSMUSG00000037742	ENSG00000128951--ENSG00000156508					
ENSG00000158417	ENSG00000145912	EIF5B	NHP2	0.074622845	0	FBgn0026259--FBgn0029148			ENSG00000158417--ENSG00000145912			Y54F10BM.2--Y48A6B.3		
ENSG00000145293	ENSG00000117592	ENOPH1	PRDX6	0.074614315	0	FBgn0037305--FBgn0031479	XB-GENE-954021--XB-GENE-6078052		ENSG00000145293--ENSG00000117592			F58H1.3--Y38C1AA.11		
ENSG00000146701	ENSG00000149257	MDH2	SERPINH1	0.074610007	0			ENSMUSG00000019179--ENSMUSG00000070436	ENSG00000146701--ENSG00000149257					
ENSG00000100028	ENSG00000104852	SNRPD3	SNRNP70	0.074604577	1	FBgn0023167--FBgn0016978	XB-GENE-1014508--XB-GENE-992825	ENSMUSG00000020180--ENSMUSG00000063511	ENSG00000100028--ENSG00000104852					
ENSG00000165494	ENSG00000132394	PCF11	EEFSEC	0.07460219	0	FBgn0022063--FBgn0034627			ENSG00000165494--ENSG00000132394					
ENSG00000086065	ENSG00000130956	CHMP5	HABP4	0.07459976	0	FBgn0036740--FBgn0024183			ENSG00000086065--ENSG00000130956		SPU_001515--SPU_009949			
ENSG00000105821	ENSG00000130816	DNAJC2	DNMT1	0.074597896	0				ENSG00000105821--ENSG00000130816		SPU_011848--SPU_023599			
ENSG00000142168	ENSG00000101146	SOD1	RAE1	0.074592652	0	FBgn0003462--FBgn0034646			ENSG00000142168--ENSG00000101146	DDB_G0290343--DDB_G0283835		C15F1.7--F10G8.3		
ENSG00000054118	ENSG00000105372	THRAP3	RPS19	0.07459265	0			ENSMUSG00000043962--ENSMUSG00000072528	ENSG00000054118--ENSG00000105372					
ENSG00000130939	ENSG00000135018	UBE4B	UBQLN1	0.074591693	0	FBgn0032467--FBgn0031057			ENSG00000130939--ENSG00000135018	DDB_G0292264--DDB_G0267452				
ENSG00000158825	ENSG00000121060	CDA	TRIM25	0.074590787	0				ENSG00000158825--ENSG00000121060			C47D2.2--F43C11.7		
ENSG00000049449	ENSG00000179091	RCN1	CYC1	0.074590616	0				ENSG00000049449--ENSG00000179091			M03F4.7--C54G4.8		
ENSG00000132141	ENSG00000117054	CCT6B	ACADM	0.074579473	0	FBgn0027329--FBgn0035811					SPU_019081--SPU_010247	F01F1.8--T08G2.3 F01F1.8--T25G12.5		
ENSG00000125691	ENSG00000198931	RPL23	APRT	0.074572612	0				ENSG00000125691--ENSG00000198931		SPU_028226--SPU_006261			
ENSG00000148606	ENSG00000183617	POLR3A	MRPL54	0.074571853	0				ENSG00000148606--ENSG00000183617			C42D4.8--F25H5.6		
ENSG00000023228	ENSG00000163399	NDUFS1	ATP1A1	0.074570883	0		XB-GENE-961235--XB-GENE-865506		ENSG00000023228--ENSG00000163399			Y45G12B.1--B0365.3		
ENSG00000143153	ENSG00000150768	ATP1B1	DLAT	0.074569799	0				ENSG00000143153--ENSG00000150768			C17E4.9--F23B12.5 F55F3.3--F23B12.5		
ENSG00000109919	ENSG00000072210	MTCH2	ALDH3A2	0.074565756	0		XB-GENE-997520--XB-GENE-942668		ENSG00000109919--ENSG00000072210			F43E2.7--T05H4.13		
ENSG00000073578	ENSG00000116459	SDHA	ATP5F1	0.0745643	0		XB-GENE-956949--XB-GENE-972913		ENSG00000073578--ENSG00000116459			C34B2.7--F35G12.10 C34B2.7--F02E8.1 C03G5.1--F02E8.1 C03G5.1--F35G12.10		
ENSG00000175166	ENSG00000141959	PSMD2	PFKL	0.074558279	0	FBgn0028695--FBgn0003071			ENSG00000175166--ENSG00000141959			T22D1.9--Y71H10A.1		
ENSG00000135974	ENSG00000138668	C2ORF49	HNRNPD	0.074551398	0		XB-GENE-939826--XB-GENE-988380	ENSMUSG00000010290--ENSMUSG00000000568	ENSG00000135974--ENSG00000138668					
ENSG00000071626	ENSG00000117448	DAZAP1	AKR1A1	0.07454273	0			ENSMUSG00000069565--ENSMUSG00000028692	ENSG00000071626--ENSG00000117448					
ENSG00000169251	ENSG00000091127	NMD3	PUS7	0.07454237	0						SPU_013093--SPU_025963	T25G3.3--B0024.11		
ENSG00000116473	ENSG00000166128	RAP1A	RAB8B	0.074533292	0				ENSG00000116473--ENSG00000166128	DDB_G0291237--DDB_G0280043		C27B7.8--D1037.4	YGR152C--YFL005W	jgi|Nemve1|187791|estExt_GenewiseH_1.C_1080165--jgi|Nemve1|166681|estExt_gwp.C_770030
ENSG00000173020	ENSG00000137513	ADRBK1	NARS2	0.07453213	0				ENSG00000173020--ENSG00000137513			W02B3.2--Y66D12A.23		
ENSG00000159377	ENSG00000126261	PSMB4	UBA2	0.074519514	0		XB-GENE-6253413--XB-GENE-977715		ENSG00000159377--ENSG00000126261		SPU_027932--SPU_021280	F39H11.5--W02A11.4		
ENSG00000104824	ENSG00000117543	HNRNPL	DPH5	0.074519134	0	FBgn0003435--FBgn0024558			ENSG00000104824--ENSG00000117543		SPU_004403--SPU_027420			
ENSG00000103194	ENSG00000189091	USP10	SF3B3	0.074513679	0			ENSMUSG00000031826--ENSMUSG00000033732	ENSG00000103194--ENSG00000189091					
ENSG00000116459	ENSG00000166224	ATP5F1	SGPL1	0.074510216	0	FBgn0019644--FBgn0010591	XB-GENE-972913--XB-GENE-997690		ENSG00000116459--ENSG00000166224			F02E8.1--Y66H1B.4 F35G12.10--Y66H1B.4		
ENSG00000173120	ENSG00000101972	KDM2A	STAG2	0.074507889	0				ENSG00000173120--ENSG00000101972		SPU_002864--SPU_017052 SPU_003593--SPU_017052			
ENSG00000082898	ENSG00000105576	XPO1	TNPO2	0.074504759	0		XB-GENE-993244--XB-GENE-968455		ENSG00000082898--ENSG00000105576			ZK742.1--R06A4.4		
ENSG00000116459	ENSG00000122367	ATP5F1	LDB3	0.074501653	0				ENSG00000116459--ENSG00000122367			F02E8.1--T11B7.4		
ENSG00000100796	ENSG00000147164	SMEK1	SNX12	0.074501348	0				ENSG00000100796--ENSG00000147164		SPU_020053--SPU_021342			
ENSG00000111716	ENSG00000093000	LDHB	NUP50	0.074501263	0	FBgn0001258--FBgn0033264	XB-GENE-5908692--XB-GENE-970400 XB-GENE-6254440--XB-GENE-970400		ENSG00000111716--ENSG00000093000					
ENSG00000164144	ENSG00000136068	ARFIP1	FLNB	0.074498469	0				ENSG00000164144--ENSG00000136068		SPU_011861--SPU_017634 SPU_024178--SPU_017634	F54C8.7--Y66H1B.2		
ENSG00000215021	ENSG00000100097	PHB2	LGALS1	0.074495725	0		XB-GENE-5844904--XB-GENE-971981		ENSG00000215021--ENSG00000100097			T24H7.1--Y55B1AR.1		
ENSG00000141556	ENSG00000167460	TBCD	TPM4	0.074495387	0				ENSG00000141556--ENSG00000167460		SPU_000084--SPU_000128			
ENSG00000130725	ENSG00000132680	UBE2M	KIAA0907	0.074495055	0		XB-GENE-1005530--XB-GENE-5958036	ENSMUSG00000005575--ENSMUSG00000028060	ENSG00000130725--ENSG00000132680					
ENSG00000091483	ENSG00000100522	FH	GNPNAT1	0.074491947	0				ENSG00000091483--ENSG00000100522		SPU_026226--SPU_026485			jgi|Nemve1|237597|estExt_fgenesh1_kg.C_4190001--jgi|Nemve1|107874|e_gw.88.252.1
ENSG00000164405	ENSG00000115159	UQCRQ	GPD2	0.074487952	0				ENSG00000164405--ENSG00000115159			F45H10.2--T25G3.4 R07E4.3--T25G3.4		
ENSG00000108039	ENSG00000124357	XPNPEP1	NAGK	0.074471433	0		XB-GENE-6252124--XB-GENE-6255209		ENSG00000108039--ENSG00000124357			W03G9.4--W06B4.2		
ENSG00000133731	ENSG00000109814	IMPA1	UGDH	0.074462757	0			ENSMUSG00000027531--ENSMUSG00000029201	ENSG00000133731--ENSG00000109814			F13G3.5--F29F11.1		
ENSG00000100097	ENSG00000108774	LGALS1	RAB5C	0.074462414	0			ENSMUSG00000068220--ENSMUSG00000019173	ENSG00000100097--ENSG00000108774			Y55B1AR.1--F26H9.6		
ENSG00000138448	ENSG00000150093	ITGAV	ITGB1	0.07445928	1				ENSG00000138448--ENSG00000150093			F54F2.1--ZK1058.2		
ENSG00000108106	ENSG00000134440	UBE2S	NARS	0.074458896	0			ENSMUSG00000060860--ENSMUSG00000024587	ENSG00000108106--ENSG00000134440					
ENSG00000197535	ENSG00000102024	MYO5A	PLS3	0.074458881	0				ENSG00000197535--ENSG00000102024			F36D4.3--Y104H12BR.1		
ENSG00000143106	ENSG00000178896	PSMA5	EXOSC4	0.074454088	0				ENSG00000143106--ENSG00000178896		SPU_002299--SPU_013722			
ENSG00000164091	ENSG00000120053	WDR82	GOT1	0.074453732	0	FBgn0032030--FBgn0001124			ENSG00000164091--ENSG00000120053			C33H5.7--T01C8.5		
ENSG00000120254	ENSG00000218823	MTHFD1L	PAPOLB	0.074451237	0						SPU_021979--SPU_021512	K07E3.4--Y32F6A.3		
ENSG00000100764	ENSG00000240065	PSMC1	PSMB9	0.074442114	0		XB-GENE-950584--XB-GENE-865433		ENSG00000100764--ENSG00000240065			F29G9.5--K08D12.1		
ENSG00000148484	ENSG00000148335	RSU1	METTL11A	0.074440356	0	FBgn0028546--FBgn0033457			ENSG00000148484--ENSG00000148335					
ENSG00000167658	ENSG00000172534	EEF2	HCFC1	0.074436436	0			ENSMUSG00000034994--ENSMUSG00000031386	ENSG00000167658--ENSG00000172534					
ENSG00000197771	ENSG00000215440	MCMBP	NPEPL1	0.07443546	0		XB-GENE-5898075--XB-GENE-5829523		ENSG00000197771--ENSG00000215440		SPU_002447--SPU_025459 SPU_002447--SPU_025520			jgi|Nemve1|160748|estExt_gwp.C_150238--jgi|Nemve1|103525|e_gw.69.37.1
ENSG00000047849	ENSG00000170860	MAP4	LSM3	0.07443327	0			ENSMUSG00000032479--ENSMUSG00000090846	ENSG00000047849--ENSG00000170860					
ENSG00000137710	ENSG00000180817	RDX	PPA1	0.07443204	0	FBgn0011661--FBgn0016687			ENSG00000137710--ENSG00000180817					
ENSG00000129559	ENSG00000126432	NEDD8	PRDX5	0.074431883	0	FBgn0032725--FBgn0038570	XB-GENE-6067604--XB-GENE-1006737	ENSMUSG00000010376--ENSMUSG00000024953	ENSG00000129559--ENSG00000126432					
ENSG00000159352	ENSG00000198954	PSMD4	KIAA1279	0.074428391	0	FBgn0015283--FBgn0031659			ENSG00000159352--ENSG00000198954					
ENSG00000117308	ENSG00000089159	GALE	PXN	0.07442676	0	FBgn0035147--FBgn0041789	XB-GENE-965034--XB-GENE-941410		ENSG00000117308--ENSG00000089159					
ENSG00000119125	ENSG00000133706	GDA	LARS	0.074418721	0	FBgn0261436--FBgn0053123			ENSG00000119125--ENSG00000133706			F38E11.3--R74.1		
ENSG00000059588	ENSG00000198356	TARBP1	ASNA1	0.074410907	0	FBgn0038953--FBgn0033191					SPU_010417--SPU_012250	T14B4.1--ZK637.5		
ENSG00000057608	ENSG00000239264	GDI2	TXNDC5	0.074407485	0				ENSG00000057608--ENSG00000239264		SPU_004785--SPU_027627			
ENSG00000067560	ENSG00000163382	RHOA	APOA1BP	0.074405218	0		XB-GENE-865846--XB-GENE-921974	ENSMUSG00000007815--ENSMUSG00000028070	ENSG00000067560--ENSG00000163382		SPU_011029--SPU_011305			
ENSG00000117984	ENSG00000136021	CTSD	SCYL2	0.074404546	0	FBgn0029093--FBgn0039623			ENSG00000117984--ENSG00000136021					
ENSG00000143889	ENSG00000157456	HNRPLL	CCNB2	0.074403299	0				ENSG00000143889--ENSG00000157456		SPU_004403--SPU_015285			
ENSG00000105953	ENSG00000131828	OGDH	PDHA1	0.074401929	0				ENSG00000105953--ENSG00000131828	DDB_G0288127--DDB_G0292994		T22B11.5--T05H10.6		
ENSG00000099901	ENSG00000138069	RANBP1	RAB1A	0.074398778	0		XB-GENE-866013--XB-GENE-865532	ENSMUSG00000005732--ENSMUSG00000020149	ENSG00000099901--ENSG00000138069	DDB_G0287391--DDB_G0283757			YDR002W--YFL038C	
ENSG00000099810	ENSG00000124207	MTAP	CSE1L	0.074397093	0		XB-GENE-971782--XB-GENE-5802416		ENSG00000099810--ENSG00000124207		SPU_009066--SPU_019794	B0228.7--Y48G1A.5		
ENSG00000138592	ENSG00000170142	USP8	UBE2E1	0.074396047	0	FBgn0038862--FBgn0015320		ENSMUSG00000027363--ENSMUSG00000021774	ENSG00000138592--ENSG00000170142					
ENSG00000120948	ENSG00000136068	TARDBP	FLNB	0.074393521	0				ENSG00000120948--ENSG00000136068		SPU_005628--SPU_017634	F44G4.4--Y66H1B.2		
ENSG00000120800	ENSG00000136045	UTP20	PWP1	0.074392721	0	FBgn0034734--FBgn0033562			ENSG00000120800--ENSG00000136045			F18C5.3--JC8.2		
ENSG00000141401	ENSG00000125877	IMPA2	ITPA	0.074388644	0			ENSMUSG00000024525--ENSMUSG00000074797	ENSG00000141401--ENSG00000125877			F13G3.5--ZC395.7		
ENSG00000116791	ENSG00000084070	CRYZ	SMAP2	0.074386386	0		XB-GENE-966825--AAH97800		ENSG00000116791--ENSG00000084070	DDB_G0271884--DDB_G0275603		F39B2.3--W09D10.1		
ENSG00000011304	ENSG00000099800	PTBP1	TIMM13	0.074378266	0	FBgn0011224--FBgn0083968		ENSMUSG00000006498--ENSMUSG00000020219	ENSG00000011304--ENSG00000099800					
ENSG00000044574	ENSG00000138594	HSPA5	TMOD3	0.074377476	0	FBgn0001218--FBgn0082582	XB-GENE-865337--XB-GENE-944522		ENSG00000044574--ENSG00000138594		SPU_008560--SPU_027778			
ENSG00000141522	ENSG00000167004	ARHGDIA	PDIA3	0.074374111	0		XB-GENE-6078325--XB-GENE-976334		ENSG00000141522--ENSG00000167004		SPU_025771--SPU_005691	F46H6.1--H06O01.1		
ENSG00000071626	ENSG00000158710	DAZAP1	TAGLN2	0.074372987	0	FBgn0004838--FBgn0035499		ENSMUSG00000069565--ENSMUSG00000026547	ENSG00000071626--ENSG00000158710					
ENSG00000167283	ENSG00000164466	ATP5L	SFXN1	0.074369452	0		XB-GENE-923065--XB-GENE-970150		ENSG00000167283--ENSG00000164466			K07A12.3--T04F8.1 C53B7.4--T04F8.1		
ENSG00000107949	ENSG00000241258	BCCIP	CRCP	0.074367542	0				ENSG00000107949--ENSG00000241258			ZK1127.4--M106.7		
ENSG00000182919	ENSG00000132581	C11ORF54	SDF2	0.074365868	0				ENSG00000182919--ENSG00000132581			C24B5.4--R12E2.13		
ENSG00000148834	ENSG00000135773	GSTO1	CAPN9	0.074365385	0				ENSG00000148834--ENSG00000135773		SPU_015497--SPU_023461 SPU_028633--SPU_023461	C29E4.7--Y39A3CL.5 C02D5.4--Y39A3CL.5		
ENSG00000082898	ENSG00000161847	XPO1	RAVER1	0.074364241	0			ENSMUSG00000020290--ENSMUSG00000010205	ENSG00000082898--ENSG00000161847					
ENSG00000130779	ENSG00000111642	CLIP1	CHD4	0.074363994	0	FBgn0020503--FBgn0262519	XB-GENE-1012950--XB-GENE-995852		ENSG00000130779--ENSG00000111642					
ENSG00000161850	ENSG00000186832	KRT82	KRT16	0.074363844	0			ENSMUSG00000049548--ENSMUSG00000053797	ENSG00000161850--ENSG00000186832					
ENSG00000110917	ENSG00000131795	MLEC	RBM8A	0.074354914	0				ENSG00000110917--ENSG00000131795			F44E2.10--R07E5.14		
ENSG00000100591	ENSG00000130985	AHSA1	UBA1	0.074353243	0	FBgn0032961--FBgn0023143	XB-GENE-1006919--XB-GENE-5874138 XB-GENE-1006919--XB-GENE-6254676	ENSMUSG00000021037--ENSMUSG00000001924	ENSG00000100591--ENSG00000130985	DDB_G0269712--DDB_G0270272		C01G10.8--C47E12.5		
ENSG00000148834	ENSG00000014216	GSTO1	CAPN1	0.074351053	0		XB-GENE-967233--XB-GENE-6540652 XB-GENE-5771598--XB-GENE-6540652				SPU_015497--SPU_023461 SPU_028633--SPU_023461	C29E4.7--Y39A3CL.5 C02D5.4--Y39A3CL.5		
ENSG00000139613	ENSG00000205413	SMARCC2	SAMD9	0.074350487	0				ENSG00000139613--ENSG00000205413		SPU_000801--SPU_005515 SPU_000801--SPU_023877			
ENSG00000101132	ENSG00000242372	PFDN4	EIF6	0.074349681	0				ENSG00000101132--ENSG00000242372		SPU_024985--SPU_012909	B0035.4--C47B2.5		jgi|Nemve1|174565|estExt_gwp.C_3130001--jgi|Nemve1|177965|estExt_GenewiseH_1.C_40689
ENSG00000163281	ENSG00000182551	GNPDA2	ADI1	0.074349676	0				ENSG00000163281--ENSG00000182551		SPU_019166--SPU_007129 SPU_021685--SPU_007129			
ENSG00000177889	ENSG00000198258	UBE2N	UBL5	0.07434637	0				ENSG00000177889--ENSG00000198258		SPU_018598--SPU_023887			
ENSG00000184752	ENSG00000184983	NDUFA12	NDUFA6	0.074342685	1				ENSG00000184752--ENSG00000184983			Y94H6A.8--Y57G11C.12		
ENSG00000070010	ENSG00000131236	UFD1L	CAP1	0.074338048	0		XB-GENE-963692--XB-GENE-5929770	ENSMUSG00000005262--ENSMUSG00000028656	ENSG00000070010--ENSG00000131236	DDB_G0271122--DDB_G0288769	SPU_023034--SPU_009423		YGR048W--YNL138W	jgi|Nemve1|189007|estExt_GenewiseH_1.C_1330057--jgi|Nemve1|161560|estExt_gwp.C_220207
ENSG00000172354	ENSG00000159720	GNB2	ATP6V0D1	0.074334768	0	FBgn0001105--FBgn0028665			ENSG00000172354--ENSG00000159720			F13D12.7--C30F8.2		jgi|Nemve1|105798|e_gw.79.138.1--jgi|Nemve1|128006|e_gw.245.22.1
ENSG00000138674	ENSG00000103363	SEC31A	TCEB2	0.074334415	0			ENSMUSG00000035325--ENSMUSG00000055839	ENSG00000138674--ENSG00000103363			T01G1.3--Y41C4A.10		
ENSG00000137124	ENSG00000168439	ALDH1B1	STIP1	0.074333845	0	FBgn0012036--FBgn0024352			ENSG00000137124--ENSG00000168439			F54D8.3--R09E12.3	YPL061W--YOR027W YOR374W--YOR027W	
ENSG00000131373	ENSG00000085449	HACL1	WDFY1	0.07432443	0	FBgn0034488--FBgn0032246			ENSG00000131373--ENSG00000085449		SPU_000939--SPU_013913	B0334.3--D2013.2		
ENSG00000138413	ENSG00000135932	IDH1	CAB39	0.074317703	0		XB-GENE-6255336--XB-GENE-976683		ENSG00000138413--ENSG00000135932	DDB_G0272210--DDB_G0284307		F59B8.2--Y53C12A.4 F59B8.2--R02E12.2		
ENSG00000113384	ENSG00000043093	GOLPH3	DCUN1D1	0.074316692	0	FBgn0010704--FBgn0036510			ENSG00000113384--ENSG00000043093		SPU_028375--SPU_015709			
ENSG00000145833	ENSG00000196262	DDX46	PPIA	0.074310354	0				ENSG00000145833--ENSG00000196262			F53H1.1--Y75B12B.5		
ENSG00000146731	ENSG00000163399	CCT6A	ATP1A1	0.074305036	0				ENSG00000146731--ENSG00000163399			F01F1.8--B0365.3		
ENSG00000138107	ENSG00000144231	ACTR1A	POLR2D	0.074298194	0				ENSG00000138107--ENSG00000144231		SPU_001366--SPU_010175			
ENSG00000116489	ENSG00000175220	CAPZA1	ARHGAP1	0.074297425	0	FBgn0034577--FBgn0036257			ENSG00000116489--ENSG00000175220		SPU_024912--SPU_022928			
ENSG00000137055	ENSG00000108039	PLAA	XPNPEP1	0.074290447	0		XB-GENE-1011443--XB-GENE-6252124		ENSG00000137055--ENSG00000108039		SPU_006040--SPU_006794			
ENSG00000165118	ENSG00000153406	C9ORF64	NMRAL1	0.07428599	0		XB-GENE-6254381--XB-GENE-5876906		ENSG00000165118--ENSG00000153406		SPU_004202--SPU_018518			
ENSG00000168883	ENSG00000168961	USP39	LGALS9	0.074285273	0				ENSG00000168883--ENSG00000168961		SPU_016699--SPU_006306	F09D1.1--W09H1.6		
ENSG00000101811	ENSG00000157349	CSTF2	DDX19B	0.074280309	0		XB-GENE-979050--XB-GENE-5903234		ENSG00000101811--ENSG00000157349		SPU_017830--SPU_028284			
ENSG00000128050	ENSG00000176974	PAICS	SHMT1	0.07427786	0	FBgn0020513--FBgn0029823	XB-GENE-965998--XB-GENE-966679	ENSMUSG00000029247--ENSMUSG00000020534	ENSG00000128050--ENSG00000176974		SPU_001584--SPU_022066	B0286.3--C05D11.11		
ENSG00000070756	ENSG00000120437	PABPC1	ACAT2	0.074273764	0	FBgn0261619--FBgn0035203			ENSG00000070756--ENSG00000120437		SPU_015317--SPU_004855 SPU_015317--SPU_004856			
ENSG00000111144	ENSG00000147813	LTA4H	NAPRT1	0.074259352	0			ENSMUSG00000015889--ENSMUSG00000022574	ENSG00000111144--ENSG00000147813	DDB_G0269148--DDB_G0268472	SPU_017726--SPU_000172	ZC416.6--Y54G2A.17		jgi|Nemve1|247046|estExt_fgenesh1_pg.C_2650010--jgi|Nemve1|89511|e_gw.21.259.1
ENSG00000146267	ENSG00000117054	FAXC	ACADM	0.074259316	0	FBgn0014163--FBgn0035811						Y57A10A.26--T08G2.3		
ENSG00000111667	ENSG00000198492	USP5	YTHDF2	0.074247373	0	FBgn0035402--FBgn0039261		ENSMUSG00000038429--ENSMUSG00000040025			SPU_002360--SPU_019512			
