	id	length	mass
73774	A0A590UJB2_HUMAN	645	73774
6190	Q7Z4Q0_HUMAN	53	6190
78374	A0A590UJC4_HUMAN	678	78374
98449	A0A590UJC5_HUMAN	879	98449
90335	A0A590UJC8_HUMAN	770	90335
8064	J3QRK7_HUMAN	76	8064
78350	A0A590UJD5_HUMAN	721	78350
65515	A0A590UJE1_HUMAN	554	65515
100609	A0A590UJE4_HUMAN	909	100609
11007	F8WEC4_HUMAN	100	11007
87389	A0A590UJF3_HUMAN	817	87389
80818	A0A590UJF4_HUMAN	687	80818
37995	A0A590UJF6_HUMAN	326	37995
87884	A0A590UJG1_HUMAN	748	87884
22453	B7ZBX6_HUMAN	195	22453
13437	J3QRF6_HUMAN	117	13437
98715	A0A590UJH1_HUMAN	846	98715
60061	A0A590UJH5_HUMAN	537	60061
3230	Q6RAY6_HUMAN	29	3230
229543	A0A590UJI0_HUMAN	2146	229543
98999	A0A590UJI1_HUMAN	893	98999
33210	A0A590UJI5_HUMAN	295	33210
53300	A0A590UJI7_HUMAN	481	53300
7591	Q96PF5_HUMAN	73	7591
5458	Q96PA1_HUMAN	47	5458
13611	F8WE52_HUMAN	123	13611
96901	A0A590UJK3_HUMAN	842	96901
22177	E7ETG3_HUMAN	201	22177
118303	Q59FV5_HUMAN	1121	118303
195367	A0A590UJL7_HUMAN	1780	195367
9155	O95612_HUMAN	79	9155
9129	A6ND33_HUMAN	81	9129
52178	Q8TCJ6_HUMAN	461	52178
4649	A0A590UJM4_HUMAN	42	4649
6455	H0Y9V8_HUMAN	56	6455
4417	Q8NFE8_HUMAN	38	4417
119737	A0A590UJN8_HUMAN	1072	119737
64523	A0A590UJP2_HUMAN	565	64523
16728	S4R3K5_HUMAN	157	16728
87767	A0A590UJP6_HUMAN	763	87767
32026	A0A590UJP7_HUMAN	276	32026
4502	K7EK98_HUMAN	39	4502
6253	Q8WYD1_HUMAN	51	6253
12893	Q5SBK3_HUMAN	116	12893
84572	A0A590UJR3_HUMAN	732	84572
90371	A0A590UJR4_HUMAN	819	90371
98193	B2R8B5_HUMAN	845	98193
10040	Q9UML9_HUMAN	92	10040
92825	J3KNC5_HUMAN	838	92825
8497	V5LDT4_HUMAN	72	8497
93603	A0A590UJS9_HUMAN	839	93603
90365	A0A590UJT1_HUMAN	770	90365
51870	A0A590UJT4_HUMAN	466	51870
64821	A0A590UJU0_HUMAN	578	64821
24058	F8VR84_HUMAN	213	24058
49731	A4FU97_HUMAN	447	49731
16845	E7ETF4_HUMAN	153	16845
61899	Q59EH4_HUMAN	541	61899
132430	A0A590UJV1_HUMAN	1169	132430
22200	K7EK77_HUMAN	207	22200
6129	Q65Z67_HUMAN	56	6129
122264	A0A590UJW0_HUMAN	1081	122264
56062	A0A590UJW3_HUMAN	498	56062
115560	A0A590UJW6_HUMAN	1086	115560
7509	V9GYB8_HUMAN	65	7509
75001	A0A590UJX6_HUMAN	725	75001
22627	Q6PHY4_HUMAN	213	22627
46838	A0A590UK00_HUMAN	451	46838
68931	B4DR76_HUMAN	640	68931
130902	A0A590UK03_HUMAN	1185	130902
4181	D6RGX1_HUMAN	36	4181
89012	A0A590UK11_HUMAN	761	89012
55588	A0A590UK17_HUMAN	512	55588
109104	A0A590UK19_HUMAN	938	109104
159636	A0A590UK20_HUMAN	1406	159636
6510	Q96JR7_HUMAN	56	6510
16701	A0A7I2YQA3_HUMAN	142	16701
60532	B4DXT9_HUMAN	554	60532
24436	Q8NH65_HUMAN	216	24436
83182	A0A590UK34_HUMAN	720	83182
78529	A0A590UK42_HUMAN	668	78529
90627	A0A590UK48_HUMAN	821	90627
33977	A0A8V8TQY5_HUMAN	305	33977
146819	A0A8I5QKR6_HUMAN	1322	146819
85221	A0A590UK68_HUMAN	759	85221
16504	H7C0P3_HUMAN	156	16504
7856	Q5JUS0_HUMAN	72	7856
34206	M0QXG8_HUMAN	297	34206
85428	A0A590UK81_HUMAN	772	85428
65974	A0A590UK85_HUMAN	564	65974
26432	F5H1Y0_HUMAN	235	26432
42815	A0A590UK91_HUMAN	368	42815
23247	A0A804HJC3_HUMAN	207	23247
13895	J3QL86_HUMAN	123	13895
9156	V5L5L5_HUMAN	79	9156
17434	A0A590UKA3_HUMAN	152	17434
45827	A0A590UKA6_HUMAN	391	45827
26646	O43408_HUMAN	246	26646
16171	Q8N9H7_HUMAN	153	16171
6468	Q9P1C8_HUMAN	57	6468
4615	Q75L81_HUMAN	43	4615
12548	Q9H4M2_HUMAN	109	12548
19952	X6RLR1_HUMAN	176	19952
9341	M0QXK6_HUMAN	79	9341
21316	H7C3S2_HUMAN	203	21316
21292	E5RIL5_HUMAN	184	21292
10206	Q29ZN9_HUMAN	90	10206
21357	C9JFR2_HUMAN	191	21357
25335	Q49AT5_HUMAN	224	25335
25732	E6ZCI7_HUMAN	222	25732
25468	C9JPM5_HUMAN	217	25468
25443	D6RHG4_HUMAN	226	25443
25293	H3BVB3_HUMAN	222	25293
25362	F8WCI0_HUMAN	216	25362
25283	S4R3P6_HUMAN	222	25283
10276	F8WCQ8_HUMAN	89	10276
25528	I3L3H0_HUMAN	219	25528
25472	B4DM96_HUMAN	216	25472
25360	A0A5A4M4C9_HUMAN	220	25360
25345	A0A8I5KNQ5_HUMAN	230	25345
3217	Q6KEG6_HUMAN	31	3217
12971	Q8IZE2_HUMAN	115	12971
12205	Q9BSL6_HUMAN	105	12205
36184	A0A5B8GVP4_HUMAN	317	36184
21484	K7EN56_HUMAN	193	21484
36442	I7G101_HUMAN	339	36442
3313	V9GZY9_HUMAN	28	3313
11069	Q6RK68_HUMAN	98	11069
25874	Q96RZ7_HUMAN	233	25874
7020	L8EB72_HUMAN	64	7020
25395	Q9UNG0_HUMAN	215	25395
24173	A0A8V8TPG2_HUMAN	221	24173
29167	B7Z8M1_HUMAN	263	29167
39403	A0A5C0NTE8_HUMAN	349	39403
38335	Q8WVD6_HUMAN	345	38335
25352	A0A5C1YVC7_HUMAN	220	25352
11969	M0R3H3_HUMAN	110	11969
11504	Q562T6_HUMAN	103	11504
11409	A0A5C2H1D3_HUMAN	111	11409
11773	Q8IUM8_HUMAN	104	11773
11798	Q5VZE7_HUMAN	109	11798
11566	Q562Q6_HUMAN	103	11566
11584	Q562P8_HUMAN	103	11584
12350	K7EJI1_HUMAN	102	12350
11538	E9PPE6_HUMAN	109	11538
11470	K7EIH9_HUMAN	99	11470
11687	E9PMA3_HUMAN	108	11687
12061	E5RFG5_HUMAN	109	12061
11876	H0YM99_HUMAN	104	11876
11607	H0YKG1_HUMAN	104	11607
11450	H0YBH0_HUMAN	99	11450
11812	Q6UFV3_HUMAN	105	11812
11575	Q2M1U5_HUMAN	94	11575
11524	Q562Y8_HUMAN	103	11524
12237	V9GZL3_HUMAN	112	12237
11482	Q3LR79_HUMAN	105	11482
11517	Q5T7I8_HUMAN	105	11517
11461	H0YMJ8_HUMAN	101	11461
12564	Q96FF1_HUMAN	114	12564
11698	Q59HE4_HUMAN	103	11698
11648	M0R2A7_HUMAN	103	11648
11684	Q8IY64_HUMAN	106	11684
11457	O77837_HUMAN	103	11457
12392	O19689_HUMAN	117	12392
11567	Q562M5_HUMAN	103	11567
11700	O60838_HUMAN	103	11700
11660	Q9BVU5_HUMAN	110	11660
11701	A0A5C2GZW6_HUMAN	112	11701
11447	Q30103_HUMAN	94	11447
11647	M0R2P3_HUMAN	100	11647
11591	Q3LIE6_HUMAN	101	11591
11734	A0A5C2H097_HUMAN	112	11734
11675	B4DJQ7_HUMAN	112	11675
11653	J3QLV4_HUMAN	103	11653
11508	G3V384_HUMAN	106	11508
11865	Q6WG69_HUMAN	106	11865
12494	Q7Z5Q7_HUMAN	110	12494
11677	Q49A74_HUMAN	109	11677
12689	K7ESA6_HUMAN	115	12689
11623	Q9HBC7_HUMAN	109	11623
11792	Q8TBP3_HUMAN	101	11792
11666	A0A5C2GMR9_HUMAN	107	11666
11410	Q0MTB9_HUMAN	111	11410
11898	A0A5C2GXF4_HUMAN	108	11898
11704	Q8TBR8_HUMAN	102	11704
11645	B1AN12_HUMAN	109	11645
11028	Q9Y347_HUMAN	100	11028
11639	J3QLS5_HUMAN	106	11639
11585	Q562T9_HUMAN	103	11585
11692	Q7Z7E0_HUMAN	106	11692
11683	Q9UHT5_HUMAN	105	11683
12360	Q96RW6_HUMAN	106	12360
11451	Q9P1H9_HUMAN	100	11451
11479	Q8TE63_HUMAN	110	11479
12018	H3BTK8_HUMAN	110	12018
11362	H0YBB0_HUMAN	103	11362
12057	B4DRD5_HUMAN	109	12057
11183	K7EMZ2_HUMAN	101	11183
11604	D6RBE3_HUMAN	109	11604
11782	Q8TBK1_HUMAN	117	11782
11573	A0A7T0LP37_HUMAN	106	11573
11489	Q562T5_HUMAN	103	11489
11582	Q71JB3_HUMAN	107	11582
11630	L8E9X0_HUMAN	98	11630
11521	Q562Y6_HUMAN	103	11521
11503	C9JNQ3_HUMAN	104	11503
11445	Q9UL82_HUMAN	107	11445
12149	H3BRA7_HUMAN	106	12149
11877	A0A5C2GP06_HUMAN	108	11877
11502	Q7Z3M2_HUMAN	108	11502
11821	Q96L48_HUMAN	109	11821
11484	Q562U2_HUMAN	103	11484
12408	Q6L9N8_HUMAN	112	12408
11646	Q9UL78_HUMAN	109	11646
11454	W8JJB1_HUMAN	104	11454
11605	Q69YT3_HUMAN	108	11605
11806	Q9UHU3_HUMAN	105	11806
11781	F5H2U7_HUMAN	116	11781
11859	D6RAQ8_HUMAN	107	11859
11787	Q9UL79_HUMAN	108	11787
11631	E9PI27_HUMAN	97	11631
11635	Q9P1N3_HUMAN	104	11635
11932	C9JTZ5_HUMAN	104	11932
12081	J3KT46_HUMAN	116	12081
11614	R4GNF5_HUMAN	106	11614
13528	A0A7S5C377_HUMAN	122	13528
11852	Q8WYY5_HUMAN	108	11852
12026	I3L1U4_HUMAN	114	12026
11650	H0YGE9_HUMAN	104	11650
11872	H7C5W0_HUMAN	105	11872
11746	A0A5C2H0L1_HUMAN	111	11746
12879	X6RHK1_HUMAN	112	12879
11766	Q6PD90_HUMAN	102	11766
12212	C9JYN8_HUMAN	112	12212
11274	J3KRH6_HUMAN	99	11274
11444	F5GYA7_HUMAN	102	11444
11554	A0A5C2GY14_HUMAN	107	11554
11481	Q562S5_HUMAN	103	11481
12460	F8WA74_HUMAN	120	12460
11881	J3QRZ8_HUMAN	105	11881
12075	Q9BUV4_HUMAN	101	12075
11693	H0YKN3_HUMAN	109	11693
11764	B3GUD3_HUMAN	105	11764
11822	Q6UW64_HUMAN	109	11822
12276	V9GYS5_HUMAN	107	12276
11644	J3QL84_HUMAN	105	11644
11494	G3V5T4_HUMAN	99	11494
12533	H7C5B7_HUMAN	113	12533
11760	Q5JWV3_HUMAN	106	11760
12409	Q9NZD7_HUMAN	108	12409
11903	Q5SV95_HUMAN	109	11903
11581	Q562U0_HUMAN	103	11581
11694	A0A5C2GNT5_HUMAN	107	11694
11628	H7C2F8_HUMAN	98	11628
13385	Q0ZCJ1_HUMAN	121	13385
11589	E9PD89_HUMAN	109	11589
11703	E9PLH1_HUMAN	105	11703
12438	H0Y4Y6_HUMAN	106	12438
11763	Q4G0Y2_HUMAN	111	11763
11857	A3KFI2_HUMAN	109	11857
11351	Q30094_HUMAN	94	11351
11726	A0A5C2H0U4_HUMAN	109	11726
12144	F8WEV5_HUMAN	110	12144
11360	H0YEE3_HUMAN	98	11360
11671	Q75MS7_HUMAN	107	11671
11943	J3KRZ6_HUMAN	107	11943
11463	Q5QPD1_HUMAN	106	11463
11664	Q6UXS3_HUMAN	108	11664
11643	E5RGZ8_HUMAN	107	11643
11326	F5H6P5_HUMAN	101	11326
11379	E5RJL8_HUMAN	100	11379
11473	A0A7I2YQM0_HUMAN	110	11473
11820	H0YM56_HUMAN	108	11820
11609	Q69YM4_HUMAN	110	11609
11099	Q9UPH8_HUMAN	101	11099
11871	L8EAA6_HUMAN	107	11871
11449	C9JY52_HUMAN	100	11449
11442	Q4F786_HUMAN	105	11442
11515	Q8IZP5_HUMAN	104	11515
12344	Q14229_HUMAN	110	12344
11757	Q8TC97_HUMAN	105	11757
11690	O95987_HUMAN	109	11690
11332	Q16524_HUMAN	97	11332
12180	I3L1P6_HUMAN	118	12180
12547	S4R3K9_HUMAN	109	12547
12162	H7BZQ9_HUMAN	111	12162
11804	A0A7T0LNI2_HUMAN	108	11804
11191	C9JNZ3_HUMAN	100	11191
11745	Q58FF9_HUMAN	101	11745
11887	I3L0X7_HUMAN	102	11887
12056	Q9H003_HUMAN	109	12056
11366	Q5GMH9_HUMAN	103	11366
11769	Q5JPB9_HUMAN	100	11769
11283	Q9NP27_HUMAN	103	11283
11592	Q9BY25_HUMAN	99	11592
11369	B3VCF8_HUMAN	103	11369
11976	A0A5C2G1U9_HUMAN	109	11976
11978	M0R0C3_HUMAN	104	11978
11408	Q9H3S9_HUMAN	101	11408
11555	Q562Z4_HUMAN	103	11555
11752	Q762C6_HUMAN	107	11752
11436	Q4VXW3_HUMAN	94	11436
11823	J3QS14_HUMAN	102	11823
12334	J3QRK3_HUMAN	103	12334
12555	Q16496_HUMAN	120	12555
11560	Q562Y4_HUMAN	103	11560
11977	Q9Y4Y3_HUMAN	106	11977
11736	B0QXZ4_HUMAN	101	11736
11641	E5RK15_HUMAN	106	11641
12142	C9JGS9_HUMAN	112	12142
12508	Q69YX3_HUMAN	108	12508
11476	Q562P9_HUMAN	103	11476
11480	K7EP83_HUMAN	104	11480
11942	M0R2M5_HUMAN	102	11942
13431	Q96K24_HUMAN	126	13431
11263	H0YJW6_HUMAN	99	11263
11549	Q4VY19_HUMAN	100	11549
11682	L8E7J2_HUMAN	106	11682
12116	E5RJ87_HUMAN	109	12116
11672	I0J176_HUMAN	109	11672
11519	Q562X6_HUMAN	103	11519
12621	Q8WZ02_HUMAN	115	12621
11486	Q562P0_HUMAN	103	11486
11874	E9PMM8_HUMAN	106	11874
11855	M0QXZ2_HUMAN	106	11855
11864	A0A5C2GWS3_HUMAN	110	11864
12136	Q9H2H5_HUMAN	107	12136
12498	Q7Z3J4_HUMAN	108	12498
11797	I3L440_HUMAN	105	11797
12404	A0A5C2G4V6_HUMAN	113	12404
11659	Q15559_HUMAN	102	11659
13466	E9PRZ4_HUMAN	114	13466
11741	M0R1B6_HUMAN	104	11741
11958	H0YD30_HUMAN	105	11958
11862	S4R3M1_HUMAN	102	11862
11860	F0X359_HUMAN	107	11860
11292	X6R9C8_HUMAN	102	11292
11649	H3BRX8_HUMAN	107	11649
11331	D6R971_HUMAN	93	11331
11651	Q6YL35_HUMAN	106	11651
11851	E5RK93_HUMAN	104	11851
11488	H0YDL4_HUMAN	104	11488
11055	A0A5C2FXL4_HUMAN	106	11055
12318	Q8TDC8_HUMAN	116	12318
12210	Q9H3E7_HUMAN	106	12210
11534	Q562T4_HUMAN	103	11534
11245	A0A5C2FZG0_HUMAN	110	11245
13560	B4DSM9_HUMAN	117	13560
11750	A0A5C2GTP2_HUMAN	109	11750
11892	I3L2N4_HUMAN	104	11892
13436	Q0ZCH9_HUMAN	121	13436
12581	H0YC27_HUMAN	107	12581
12178	H0YHH1_HUMAN	111	12178
11349	Q9NYD3_HUMAN	105	11349
12325	X6RBV8_HUMAN	108	12325
11119	Q6MZP9_HUMAN	97	11119
11571	K7EP45_HUMAN	99	11571
11100	A0A5C2FY97_HUMAN	103	11100
11755	J3KT20_HUMAN	103	11755
11799	Q9UNB8_HUMAN	105	11799
11174	Q1WIS0_HUMAN	104	11174
11426	Q6YL32_HUMAN	103	11426
11938	Q96C94_HUMAN	101	11938
11831	A0A5C2GZW1_HUMAN	109	11831
11281	Q8WZ25_HUMAN	106	11281
11744	Q562N3_HUMAN	103	11744
11879	D6RGX8_HUMAN	111	11879
11717	A0A5C2GMR0_HUMAN	107	11717
11229	A0A5C2GM12_HUMAN	106	11229
11712	E9PQ71_HUMAN	105	11712
12710	A0A5C2FYU0_HUMAN	114	12710
12522	M0R3B1_HUMAN	121	12522
12021	L8EC97_HUMAN	97	12021
12132	A0A7P0TBK7_HUMAN	107	12132
11352	W6JGU6_HUMAN	98	11352
11368	S4R3X3_HUMAN	107	11368
11189	B6VNT6_HUMAN	98	11189
11523	Q9BVT0_HUMAN	101	11523
11707	M0QX03_HUMAN	106	11707
11319	V9GY37_HUMAN	109	11319
11475	H0YNA1_HUMAN	101	11475
11286	A0A5C2FZ43_HUMAN	106	11286
11780	M0QXW4_HUMAN	103	11780
11377	D6RGH7_HUMAN	100	11377
11483	F5H8G6_HUMAN	98	11483
11980	H3BRX0_HUMAN	110	11980
11815	H0YEK6_HUMAN	106	11815
11467	Q57YV5_HUMAN	99	11467
11624	C9J0E8_HUMAN	103	11624
11971	Q659G8_HUMAN	114	11971
11924	Q8WWU8_HUMAN	106	11924
11317	Q8TDC6_HUMAN	107	11317
11152	A0A5C2FZQ6_HUMAN	106	11152
12317	M0R0Y0_HUMAN	113	12317
11960	D6REY0_HUMAN	99	11960
12423	C9IYC4_HUMAN	110	12423
11347	G3V238_HUMAN	104	11347
12723	D6REL7_HUMAN	111	12723
11608	H7C449_HUMAN	102	11608
11350	Q2PPL4_HUMAN	99	11350
11817	K7ELX6_HUMAN	102	11817
11912	K7EPZ8_HUMAN	102	11912
11239	M0R1Q1_HUMAN	103	11239
11492	K7ESE7_HUMAN	103	11492
11803	Q6TDT1_HUMAN	107	11803
12216	I6L976_HUMAN	108	12216
11371	V9HVZ3_HUMAN	99	11371
12319	Q7Z318_HUMAN	109	12319
11600	I3L2A5_HUMAN	109	11600
12711	H0YKB3_HUMAN	117	12711
12033	A0A5C2G0R0_HUMAN	111	12033
11837	F8WED7_HUMAN	104	11837
12288	Q6ZNZ3_HUMAN	122	12288
11182	A0A5C2G0T9_HUMAN	106	11182
11499	Q75MZ9_HUMAN	99	11499
12561	I3L0L4_HUMAN	115	12561
11163	B4E0G5_HUMAN	105	11163
12204	X6RDN0_HUMAN	101	12204
12380	Q5T6P2_HUMAN	111	12380
12539	V9GZ28_HUMAN	116	12539
11406	K7EKR9_HUMAN	101	11406
11535	Q562R6_HUMAN	103	11535
11288	A0A5C2GIW0_HUMAN	103	11288
12520	J3KP61_HUMAN	109	12520
11135	V9GYE2_HUMAN	96	11135
12486	J3QLH4_HUMAN	112	12486
11329	H0YJG1_HUMAN	106	11329
11391	V9H095_HUMAN	102	11391
12463	Q9UQL0_HUMAN	109	12463
11255	Q9P1K2_HUMAN	101	11255
11931	A0A5C2GC72_HUMAN	109	11931
11640	Q562S7_HUMAN	103	11640
12299	Q29726_HUMAN	102	12299
12485	F8WDL7_HUMAN	113	12485
11311	J3QQY8_HUMAN	99	11311
11725	Q59EK8_HUMAN	107	11725
11244	M0QZX7_HUMAN	97	11244
12807	Q5SBK0_HUMAN	116	12807
11889	C9JT74_HUMAN	104	11889
11996	Q8WWI0_HUMAN	110	11996
11900	J3QL95_HUMAN	103	11900
11092	Q9P1G0_HUMAN	103	11092
12428	Q7M4Q5_HUMAN	128	12428
12085	Q15200_HUMAN	110	12085
12327	A0A5C2GMB4_HUMAN	113	12327
12245	A0A5C2GIQ6_HUMAN	113	12245
12681	H0Y963_HUMAN	115	12681
12481	Q9NRW6_HUMAN	111	12481
12594	Q9BWG1_HUMAN	112	12594
11280	Q2N1I1_HUMAN	99	11280
12400	Q9NZK4_HUMAN	113	12400
12577	F8WES5_HUMAN	125	12577
11994	K7EMS1_HUMAN	118	11994
12197	A0A5C2GGM4_HUMAN	115	12197
12589	H0YEQ8_HUMAN	112	12589
11296	Q76LM9_HUMAN	106	11296
11930	H7C0D8_HUMAN	101	11930
12541	Q9UP43_HUMAN	114	12541
12370	Q6IB99_HUMAN	109	12370
12027	I3L4E1_HUMAN	108	12027
11915	Q3SWV1_HUMAN	99	11915
11922	A0A5C2H0Y4_HUMAN	111	11922
12170	Q8WWD3_HUMAN	105	12170
12516	E9PRR7_HUMAN	116	12516
11853	F5H191_HUMAN	110	11853
12501	Q9HBI2_HUMAN	111	12501
11231	Q569J8_HUMAN	102	11231
12034	Q14172_HUMAN	101	12034
11353	J3KSN1_HUMAN	105	11353
12652	Q9NZL0_HUMAN	115	12652
12147	H7BYA5_HUMAN	109	12147
13761	E7EV12_HUMAN	124	13761
13801	O19586_HUMAN	118	13801
12032	H7C353_HUMAN	103	12032
14061	Q8TCK3_HUMAN	120	14061
13388	A0A994J707_HUMAN	124	13388
13440	S4R449_HUMAN	113	13440
13771	E9PNY9_HUMAN	128	13771
12607	A0A7S5EYH8_HUMAN	115	12607
13324	Q0ZCI2_HUMAN	122	13324
12152	Q7Z678_HUMAN	108	12152
14521	L8E792_HUMAN	131	14521
13399	A0A7S5EV40_HUMAN	120	13399
13723	Q6ZSH9_HUMAN	130	13723
11214	A0A5C2GY84_HUMAN	109	11214
13303	I3L2A8_HUMAN	116	13303
14063	H3BU46_HUMAN	135	14063
13236	H0YD52_HUMAN	133	13236
13464	H0YMD6_HUMAN	121	13464
13836	Q9BZ63_HUMAN	124	13836
14025	F8WB84_HUMAN	126	14025
13368	H0YNC9_HUMAN	121	13368
13850	Q9BZ53_HUMAN	124	13850
13965	H7C582_HUMAN	128	13965
13642	B7ZGW9_HUMAN	127	13642
13699	Q7LC25_HUMAN	127	13699
13292	E9PPH3_HUMAN	120	13292
13339	Q96N45_HUMAN	125	13339
12745	Q6PIG1_HUMAN	111	12745
13612	H7C258_HUMAN	124	13612
13419	Q96LM4_HUMAN	121	13419
13334	I3L2J3_HUMAN	126	13334
12988	E7EV55_HUMAN	137	12988
13400	A0A7S5C239_HUMAN	122	13400
11205	Q71MH4_HUMAN	102	11205
13504	Q6GPH2_HUMAN	122	13504
14141	R4GNG6_HUMAN	130	14141
13879	Q8WYY0_HUMAN	131	13879
13729	Q6ZNV9_HUMAN	124	13729
14132	A0A7S5EXJ5_HUMAN	129	14132
13841	E9PQK6_HUMAN	123	13841
12173	U3KQP9_HUMAN	107	12173
14898	V9GYJ4_HUMAN	124	14898
13536	Q8WYJ3_HUMAN	118	13536
12842	M0QYK4_HUMAN	112	12842
12815	Q9UIR7_HUMAN	113	12815
13783	A0A5C2GUN3_HUMAN	122	13783
13858	F8WF99_HUMAN	122	13858
13471	B4DIH0_HUMAN	121	13471
13427	H3BRQ8_HUMAN	120	13427
13534	I3L1U2_HUMAN	120	13534
13827	F8VV53_HUMAN	125	13827
12860	Q9NSB0_HUMAN	123	12860
13244	R4GN85_HUMAN	116	13244
13791	Q05BG8_HUMAN	124	13791
13091	S4R3J5_HUMAN	106	13091
13814	Q9BZ64_HUMAN	124	13814
13689	Q68D70_HUMAN	131	13689
13576	K7ESA3_HUMAN	125	13576
12850	Q96HT6_HUMAN	120	12850
13653	F8WF92_HUMAN	119	13653
11201	Q6Y2L1_HUMAN	101	11201
13741	H3BP16_HUMAN	124	13741
14104	U3KPT1_HUMAN	125	14104
12391	Q96J99_HUMAN	113	12391
13720	H0Y2W6_HUMAN	122	13720
13283	Q2HQJ5_HUMAN	114	13283
13962	D6RBC3_HUMAN	119	13962
14820	X5D9I2_HUMAN	140	14820
12862	Q05835_HUMAN	114	12862
13327	S4R3Z3_HUMAN	112	13327
14146	F6RA56_HUMAN	127	14146
13382	Q8NF61_HUMAN	122	13382
13683	R4GMY6_HUMAN	123	13683
13263	K7ENT1_HUMAN	114	13263
12331	O95725_HUMAN	109	12331
13579	Q9UL84_HUMAN	122	13579
13915	J3KR21_HUMAN	121	13915
13478	E9PNC3_HUMAN	120	13478
13325	A0A7S5C1X1_HUMAN	122	13325
13960	H7C0K7_HUMAN	128	13960
12151	V9H0G6_HUMAN	105	12151
12138	C7SDG2_HUMAN	116	12138
13034	I3L2S9_HUMAN	117	13034
13958	Q9NWJ7_HUMAN	131	13958
12445	Q8WWN6_HUMAN	113	12445
13843	Q29672_HUMAN	116	13843
13925	K7EQ88_HUMAN	119	13925
11222	A0A5C2GUT3_HUMAN	103	11222
13845	A0A7S5C4P4_HUMAN	124	13845
14241	X6R7Q1_HUMAN	129	14241
14073	A0A7S5EWM9_HUMAN	126	14073
14064	Q6ZNY3_HUMAN	121	14064
13333	K7ELA0_HUMAN	115	13333
12185	H7BZP5_HUMAN	111	12185
14094	F4MHC4_HUMAN	126	14094
12899	A0A7S5ETC0_HUMAN	117	12899
12482	C9JAS4_HUMAN	110	12482
14451	O15199_HUMAN	134	14451
12930	Q8WYY4_HUMAN	118	12930
13878	H3BNF9_HUMAN	122	13878
13574	H7C1P5_HUMAN	122	13574
12156	H7C2S3_HUMAN	100	12156
12574	H0YGG8_HUMAN	109	12574
13621	H3BP27_HUMAN	120	13621
14165	Q2V8N0_HUMAN	126	14165
11188	Q8NI10_HUMAN	97	11188
13300	K7EJ66_HUMAN	114	13300
12401	J3KTI2_HUMAN	116	12401
13724	H7C514_HUMAN	119	13724
12083	K7ERS7_HUMAN	102	12083
13558	Q86SJ0_HUMAN	124	13558
12495	E5RH30_HUMAN	120	12495
13316	A0A7S5EX17_HUMAN	120	13316
14054	H0YMP5_HUMAN	130	14054
13463	A0A7S5EW87_HUMAN	122	13463
13572	K7EIT0_HUMAN	121	13572
14136	Q9NWW3_HUMAN	129	14136
14399	Q05D61_HUMAN	123	14399
13517	H7C5B0_HUMAN	117	13517
13515	A0A7S5C4D5_HUMAN	123	13515
14322	G3V2R5_HUMAN	125	14322
12702	Q8IZW4_HUMAN	116	12702
12949	H0Y6D1_HUMAN	119	12949
14586	Q6ZNS0_HUMAN	128	14586
12012	M0QZ79_HUMAN	112	12012
12364	I3L359_HUMAN	114	12364
13607	Q9P1N7_HUMAN	123	13607
14333	Q8WWP4_HUMAN	132	14333
12994	K7ENP7_HUMAN	123	12994
12183	A0A5C2GD06_HUMAN	112	12183
14247	Q8N9H5_HUMAN	126	14247
14175	H3BSG9_HUMAN	119	14175
13627	Q49AA3_HUMAN	118	13627
13050	K7EIJ7_HUMAN	118	13050
12442	V9GYE8_HUMAN	114	12442
13449	H0Y409_HUMAN	143	13449
13732	Q16393_HUMAN	119	13732
12168	C9JYW5_HUMAN	112	12168
13301	J3KRQ4_HUMAN	116	13301
13003	Q9Y4N6_HUMAN	110	13003
13467	C9JRM2_HUMAN	115	13467
11276	H0Y8S0_HUMAN	102	11276
13352	Q1RMF2_HUMAN	121	13352
13609	Q86U47_HUMAN	124	13609
13846	M0R365_HUMAN	122	13846
13968	Q6ZNR6_HUMAN	125	13968
13898	J7PW20_HUMAN	120	13898
13739	K7EIM9_HUMAN	125	13739
14336	Q0ZCH6_HUMAN	131	14336
14096	C9JBM3_HUMAN	126	14096
13662	Q5SQT8_HUMAN	121	13662
13893	Q9BXE4_HUMAN	124	13893
13591	F8WEM9_HUMAN	126	13591
14033	H0YD49_HUMAN	122	14033
14439	Q96NE0_HUMAN	134	14439
12531	A0A5C2GVG9_HUMAN	113	12531
11304	I7G293_HUMAN	102	11304
11983	L8E757_HUMAN	116	11983
12140	Q5RIB5_HUMAN	113	12140
13006	B4DRH9_HUMAN	116	13006
13883	Q6ZPA7_HUMAN	125	13883
13902	A0A7S5EXS2_HUMAN	125	13902
11824	B7ZBH1_HUMAN	108	11824
13497	H7C3Z9_HUMAN	119	13497
14156	H0YEC0_HUMAN	128	14156
13979	C9JYV0_HUMAN	124	13979
13605	Q96LP0_HUMAN	127	13605
13364	H7BY18_HUMAN	119	13364
13486	B7Z1X0_HUMAN	134	13486
13493	H3BM61_HUMAN	118	13493
13011	Q9BWU9_HUMAN	113	13011
14110	Q5UGI5_HUMAN	133	14110
13991	Q7Z761_HUMAN	126	13991
11807	E9PP66_HUMAN	103	11807
12475	W6AX83_HUMAN	111	12475
13245	M0QXT7_HUMAN	122	13245
14605	H0YMP6_HUMAN	132	14605
12373	Q29745_HUMAN	102	12373
