	ComplexID	ComplexName	GO ID	GO description	NumSubunits
2979	7932	ERBB3-ITGA6-ITGB4-NRG1 complex	GO:0007229	integrin-mediated signaling pathway	4
2980	7933	ERBB3-ITGAV-ITGB3-NRG1 complex	GO:0007229	integrin-mediated signaling pathway	4
2981	7934	GTF2I-PARP1-SFPQ complex	GO:0001764;GO:0005634	neuron migration;nucleus	3
2982	7935	Renin-PRR complex	GO:0002016;GO:0002018;GO:0070371	regulation of blood volume by renin-angiotensin;renin-angiotensin regulation of aldosterone production;ERK1 and ERK2 cascade	2
2983	7936	PSO4 complex	GO:0006397;GO:0005634	mRNA processing;nucleus	4
2984	7937	PSO4-WRN complex	GO:0005634;GO:0036297	nucleus;interstrand cross-link repair	5
2985	7938	CDC5L-PRP19 complex	GO:0005634;GO:0000398	nucleus;mRNA splicing, via spliceosome	7
2986	7939	CDC5L-PRP19 core complex	GO:0005634;GO:0000398	nucleus;mRNA splicing, via spliceosome	4
2987	7940	INSIG2-RNF139 complex	GO:0055088;GO:0017148;GO:0016567	lipid homeostasis;negative regulation of translation;protein ubiquitination	2
2988	7942	EXPH5-HDAC6-TM4SF5 complex	GO:0016192;GO:0031256;GO:0016477	vesicle-mediated transport;leading edge membrane;cell migration	3
2989	7943	TM4SF5-ITGA5-EGFR complex	GO:0005886;GO:0016477	plasma membrane;cell migration	3
2990	7944	TM4SF5-mTOR-SLC38A9 complex	GO:0031929;GO:0005765	TOR signaling;lysosomal membrane	3
2991	7945	ITGA3-ITGB1-CD151 complex	GO:0016477;GO:0007160	cell migration;cell-matrix adhesion	3
2992	7946	SIX3-LSD1-NuRD(MTA3) Complex	GO:0001837;GO:0005634;GO:0010468;GO:0006355;GO:0007224;GO:0016055	epithelial to mesenchymal transition;nucleus;regulation of gene expression;regulation of DNA-templated transcription;smoothened signaling pathway;Wnt signaling pathway	9
2993	7947	MBD3-NuRD complex	None	None	13
2994	7949	USH1G-USH2A-WHRN complex	GO:0007605;GO:0050953;GO:0032391;GO:0007601	sensory perception of sound;sensory perception of light stimulus;photoreceptor connecting cilium;visual perception	3
2995	7950	NFKB2(p49)-RELA-SP1 complex	GO:0010468	regulation of gene expression	3
2996	7952	IRF8-SPI1-STAT1 complex	GO:0005634;GO:0010628	nucleus;positive regulation of gene expression	3
2997	7953	IRF1-STAT1 complex	GO:0045893	positive regulation of DNA-templated transcription	2
2998	7954	BIF1-UVRAG-Beclin1 complex	GO:0006914;GO:0000045;GO:0042594	autophagy;autophagosome assembly;response to starvation	3
2999	7955	CREBBP-EP300-HDAC1-SP1-SP3 complex	GO:0006351	DNA-templated transcription	5
3000	7956	NRIP1-YWHAH complex	GO:0045893;GO:0005634;GO:0005737	positive regulation of DNA-templated transcription;nucleus;cytoplasm	2
3001	7957	CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex	GO:0006915	apoptotic process	5
3002	7958	Pyrin inflammasome	GO:0045087;GO:0002221;GO:0032731;GO:0061702;GO:0050729;GO:0042742;GO:0140447	innate immune response;pattern recognition receptor signaling pathway;positive regulation of interleukin-1 beta production;inflammasome complex;positive regulation of inflammatory response;defense response to bacterium;cytokine precursor processing	3
3003	7960	ER membrane protein complex (EMC8)	GO:0045048	protein insertion into ER membrane	9
3004	7961	ER membrane protein complex (EMC9)	GO:0045048	protein insertion into ER membrane	9
3005	7962	SMC5-6-NSMCE4A complex	GO:0005634;GO:0006281	nucleus;DNA repair	6
3006	7963	SMC5-6-EID3 complex	GO:0005634;GO:0006281	nucleus;DNA repair	6
3007	7964	NUBP1-NUBP2 complex	GO:0005829;GO:0055072;GO:0016049	cytosol;iron ion homeostasis;cell growth	2
3008	7965	DCTN1-DYNC1I1-NUDC-PLK1 complex	GO:0000910	cytokinesis	4
3009	7966	ALYREF-NXF1-RBM8A-UPF3A complex	GO:0005654;GO:0000184;GO:0051168	nucleoplasm;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;nuclear export	4
3010	7967	ALYREF-NXF1-RBM8A-UPF3B complex	GO:0005654;GO:0000184;GO:0051168	nucleoplasm;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;nuclear export	4
3011	7968	NXF1-NXT1 complex	GO:0006405;GO:0005634	RNA export from nucleus;nucleus	2
3012	7969	OTUB1-RNF128-USP8 complex	GO:0002667	regulation of T cell anergy	3
3013	7971	GIT1-MAT2B complex	GO:0007265;GO:0000165	Ras protein signal transduction;MAPK cascade	2
3014	7974	cBAF complex	GO:0006338;GO:0070603;GO:0006355	chromatin remodeling;SWI/SNF superfamily-type complex;regulation of DNA-templated transcription	14
3015	7975	PBAF complex	GO:0006338;GO:0006355;GO:0071565	chromatin remodeling;regulation of DNA-templated transcription;nBAF complex	14
3016	7976	SIX3-LSD1-MTA3 complex	GO:0001837;GO:0005634;GO:0010468;GO:0016055;GO:0007224;GO:0006355	epithelial to mesenchymal transition;nucleus;regulation of gene expression;Wnt signaling pathway;smoothened signaling pathway;regulation of DNA-templated transcription	3
3017	7977	cBAF complex	GO:0006338;GO:0071565;GO:0006355	chromatin remodeling;nBAF complex;regulation of DNA-templated transcription	14
3018	7978	PBAF complex	GO:0006338;GO:0071565;GO:0006355	chromatin remodeling;nBAF complex;regulation of DNA-templated transcription	14
3019	7979	WDTC1-DDB1-CUL4-ROC1 E3 ligase complex	GO:0060612;GO:0033522;GO:0010468	adipose tissue development;histone H2A ubiquitination;regulation of gene expression	5
3020	7980	ncBAF complex	GO:0006338;GO:0071565;GO:0006355	chromatin remodeling;nBAF complex;regulation of DNA-templated transcription	10
3021	7981	ncBAF complex	GO:0006338;GO:0071565;GO:0006355	chromatin remodeling;nBAF complex;regulation of DNA-templated transcription	10
3022	7984	Kallikrein 6-(alpha)1-antichymotrypsin complex	None	None	2
3023	7985	Prostate-specific antigen-(alpha)1-antichymotrypsin complex	GO:0071228	cellular response to tumor cell	2
3024	7986	Glandular kallikrein-(alpha)1-antichymotrypsin complex	GO:0071228	cellular response to tumor cell	2
3025	7987	FANCI-FANCD2 complex	GO:0006281;GO:0005634	DNA repair;nucleus	2
3026	7988	FANCG-BRCA2-FANCD2-XRCC3 complex	GO:0005634;GO:0006281;GO:0000725	nucleus;DNA repair;recombinational repair	4
3027	7990	NPM1-PA2G4 complex	GO:0042981;GO:0042127	regulation of apoptotic process;regulation of cell population proliferation	2
3028	7991	PTGDS-TTR complex	None	None	2
3029	7992	RNA polymerase III complex	GO:0006383;GO:0006386;GO:0006384	transcription by RNA polymerase III;termination of RNA polymerase III transcription;transcription initiation at RNA polymerase III promoter	15
3030	7994	B9D1-B9D2-MKS1 complex	GO:0060271;GO:0035869	cilium assembly;ciliary transition zone	3
3031	7995	E2F1-HDAC2-PA2G4-RB1 complex	GO:0005634;GO:0045892	nucleus;negative regulation of DNA-templated transcription	4
3032	7996	HSPA8-PA2G4-STUB1 complex	GO:0010498	proteasomal protein catabolic process	3
3033	7997	ILF3-PA2G4 complex	GO:0003729;GO:0010468	mRNA binding;regulation of gene expression	2
3034	7998	MEIG1-PACRG complex	GO:1905198;GO:0007288	manchette assembly;sperm axoneme assembly	2
3035	8000	BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex	GO:0006915;GO:0005764	apoptotic process;lysosome	5
3036	8002	Translin-Trax complex	GO:0003677;GO:0009749;GO:0005737;GO:0005634	DNA binding;response to glucose;cytoplasm;nucleus	2
3037	8004	Cathepsin A-beta-galactosidase complex	GO:0005764;GO:0065003;GO:0015925	lysosome;protein-containing complex assembly;galactosidase activity	2
3038	8005	Cathepsin A-beta-galactosidase-neuraminidase complex	GO:0005764;GO:0015925	lysosome;galactosidase activity	3
3039	8006	CTBP1-EP300-FOXO3 complex	GO:0006355;GO:0042981	regulation of DNA-templated transcription;regulation of apoptotic process	3
3040	8007	APC/C complex	GO:0007059;GO:0010458	chromosome segregation;exit from mitosis	7
3041	8008	APC/C complex, 1.5 MDa	GO:0000278;GO:0005634;GO:0031145;GO:0016567;GO:0007059;GO:0010458	mitotic cell cycle;nucleus;anaphase-promoting complex-dependent catabolic process;protein ubiquitination;chromosome segregation;exit from mitosis	11
3042	8009	GCP4-GCP5-GCP6 core complex	GO:0005737;GO:0005813;GO:0007020	cytoplasm;centrosome;microtubule nucleation	3
3043	8010	Aurora A-TPX2 complex	GO:0071228;GO:0000132	cellular response to tumor cell;establishment of mitotic spindle orientation	2
3044	8011	Aurora A-TPX2-NuMA complex	GO:0000132;GO:0071228	establishment of mitotic spindle orientation;cellular response to tumor cell	3
3045	8012	CTBP2-EP300-RUNX2 complex	GO:0006355;GO:0030278	regulation of DNA-templated transcription;regulation of ossification	3
3046	8013	EP300-RUNX2 complex	GO:0030278;GO:0006355	regulation of ossification;regulation of DNA-templated transcription	2
3047	8014	TULP3-Intraflagellar transport complex A	GO:0035720;GO:0005929;GO:0042073	intraciliary anterograde transport;cilium;intraciliary transport	7
3048	8015	CTLH complex, submodule of the IFT/lebercilin complex	GO:0043130;GO:0006511	ubiquitin binding;ubiquitin-dependent protein catabolic process	12
3049	8016	Dynein light chain complex (DYNLL1, DYNLL2)	GO:0060271	cilium assembly	2
3050	8018	RAD18-SETD1A complex	GO:0005634;GO:0006281	nucleus;DNA repair	2
3051	8019	PACSIN1-PICK1 complex	GO:0048471;GO:0006897;GO:0060292	perinuclear region of cytoplasm;endocytosis;long-term synaptic depression	2
3052	8020	PACSIN2-PICK1 complex	GO:0060292	long-term synaptic depression	2
3053	8021	PACSIN3-PICK1 complex	None	None	2
3054	8022	SRCAP-containing complex	GO:0005634;GO:0006338	nucleus;chromatin remodeling	7
3055	8028	CD4 receptor complex	GO:0042110;GO:0006955	T cell activation;immune response	9
3056	8029	MBL-I complex	GO:0045087;GO:0001867	innate immune response;complement activation, lectin pathway	3
3057	8034	MBL-II complex	GO:0001867;GO:0045087	complement activation, lectin pathway;innate immune response	3
3058	8043	SLC52A3-TMEM237 complex	GO:0032218	riboflavin transport	2
3059	8052	Tim-Tipin complex	GO:0042770	signal transduction in response to DNA damage	2
3060	8055	CRY2-TIM complex	GO:0007623	circadian rhythm	2
3061	8056	ATR-ATRIP-TIM complex	GO:0007623	circadian rhythm	3
3062	8057	Distal centriole complex	GO:0005814;GO:0060271;GO:1905353	centriole;cilium assembly;ciliary transition fiber assembly	3
3063	8058	MAP1LC3A-OFD1-PCM1 complex	GO:0060271;GO:0034451	cilium assembly;centriolar satellite	3
3064	8059	LYN-PAG1-STAT3 complex	GO:0045121;GO:0008219	membrane raft;cell death	3
3065	8060	LYN-PAG1 complex	GO:0045121;GO:0008283	membrane raft;cell population proliferation	2
3066	8061	CSK-FYN-PAG1 complex	GO:0002870	T cell anergy	3
3067	8062	FYN-PAG1-KHDRBS1-RASA1 complex	GO:0002870	T cell anergy	4
3068	8063	FYN-KHDRBS1-PAG1 complex	GO:0002870	T cell anergy	3
3069	8064	CSK-PAG1 complex	GO:0042110;GO:0045121	T cell activation;membrane raft	2
3070	8065	FYN-PAG1 complex	None	None	2
3071	8066	MSN-PAG1-SLC9A3R1 complex	GO:2000520;GO:0042110	regulation of immunological synapse formation;T cell activation	3
3072	8067	PAGR1-PAXIP1 complex	GO:0006281;GO:0010212	DNA repair;response to ionizing radiation	2
3073	8068	BRCA1-BRCA2-PALB2 complex	GO:0000724	double-strand break repair via homologous recombination	3
3074	8069	PALB2-RAD51 complex	GO:0006281	DNA repair	2
3075	8070	PALB2-RAD51AP1 complex	GO:0006281	DNA repair	2
3076	8071	PAN2-PAN3-PABPC1 complex	GO:0004535;GO:0005737	poly(A)-specific ribonuclease activity;cytoplasm	3
3077	8072	AHCYL1-CPSF complex	None	None	6
3078	8073	AHCYL1-FIP1L1-PAPOLA complex	GO:0043631	RNA polyadenylation	3
3079	8074	ARL3-RP2-UNC119 complex	GO:0003924;GO:0009881;GO:0097733;GO:0007601	GTPase activity;photoreceptor activity;photoreceptor cell cilium;visual perception	3
3080	8075	PARL-STOML2-YME1L1 complex	GO:0034982;GO:0035694;GO:0005739	mitochondrial protein processing;mitochondrial protein catabolic process;mitochondrion	3
3081	8076	KIF4A-KIF14-KIF20A-KIF23-PRC1 complex	GO:0000910	cytokinesis	5
3082	8078	AGO2-PARN complex	GO:0000289;GO:0005737;GO:0005634	nuclear-transcribed mRNA poly(A) tail shortening;cytoplasm;nucleus	2
3083	8079	CABLES1-TP53-TP73 complex	GO:0008219;GO:0051726	cell death;regulation of cell cycle	3
3084	8080	Outer dynein arm-docking complex	GO:0031514;GO:0003341	motile cilium;cilium movement	4
3085	8081	Interleukin-23	GO:0032609;GO:0061485;GO:0007259;GO:0006955;GO:0019221;GO:0038155	interferon-gamma production;memory T cell proliferation;receptor signaling pathway via JAK-STAT;immune response;cytokine-mediated signaling pathway;interleukin-23-mediated signaling pathway	2
3086	8082	Interleukin-12	GO:0032609;GO:0030101;GO:0006955;GO:0019221;GO:0035722;GO:0030217	interferon-gamma production;natural killer cell activation;immune response;cytokine-mediated signaling pathway;interleukin-12-mediated signaling pathway;T cell differentiation	2
3087	8083	IL-15Ralpha-IL-15 complex	GO:0061485;GO:0006955;GO:0019221;GO:0035723;GO:0001866;GO:0001787;GO:0031347	memory T cell proliferation;immune response;cytokine-mediated signaling pathway;interleukin-15-mediated signaling pathway;NK T cell proliferation;natural killer cell proliferation;regulation of defense response	2
3088	8084	IL-2Rbeta/gamma receptor-IL-15 complex	GO:0006955;GO:0019221;GO:0035723;GO:0032609;GO:0042098;GO:1900424;GO:0031347;GO:0070672	immune response;cytokine-mediated signaling pathway;interleukin-15-mediated signaling pathway;interferon-gamma production;T cell proliferation;regulation of defense response to bacterium;regulation of defense response;response to interleukin-15	3
3089	8085	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity	GO:0019221;GO:0042098;GO:0006955;GO:0038110;GO:0019976;GO:0070669	cytokine-mediated signaling pathway;T cell proliferation;immune response;interleukin-2-mediated signaling pathway;interleukin-2 binding;response to interleukin-2	4
3090	8086	IL-2Rbeta/gamma receptor-IL-2 complex, intermediate affinity	GO:0019221;GO:0006955;GO:0019976;GO:0038110;GO:0042098	cytokine-mediated signaling pathway;immune response;interleukin-2 binding;interleukin-2-mediated signaling pathway;T cell proliferation	3
3091	8087	FXN42-ISD11-ISCU-NFS1 complex	GO:0016226;GO:0005739	iron-sulfur cluster assembly;mitochondrion	4
3092	8090	IL-3Ralpha/beta receptor-IL-3 complex	GO:0019221;GO:0006955;GO:0038156;GO:0036015	cytokine-mediated signaling pathway;immune response;interleukin-3-mediated signaling pathway;response to interleukin-3	3
3093	8091	IL-5Ralpha/IL-3Rbeta receptor-IL-5 complex, high affinity	GO:0019221;GO:0030222;GO:0006955;GO:0038043	cytokine-mediated signaling pathway;eosinophil differentiation;immune response;interleukin-5-mediated signaling pathway	3
3094	8092	IL-20Ralpha/beta receptor-IL-20 complex	GO:0019221;GO:0006955	cytokine-mediated signaling pathway;immune response	3
3095	8094	IL-18Ralpha receptor-IL-18 complex	GO:0019221;GO:0035655;GO:0002250;GO:0045087;GO:0050727	cytokine-mediated signaling pathway;interleukin-18-mediated signaling pathway;adaptive immune response;innate immune response;regulation of inflammatory response	2
3096	8095	IL-18 receptor-IL-18 complex	GO:0019221;GO:0035655;GO:0045087;GO:0002250;GO:0050727	cytokine-mediated signaling pathway;interleukin-18-mediated signaling pathway;innate immune response;adaptive immune response;regulation of inflammatory response	3
3097	8097	Mt-MMP-1-TIMP-2 complex	GO:0030198	extracellular matrix organization	2
3098	8098	MT-MMP-1-TIMP2-proMMP-2 complex	GO:0030198	extracellular matrix organization	3
3099	8099	NIPBL-RAD21-SMC1A complex	GO:0000785	chromatin	3
3100	8100	EMC2-EMC8-WNK1 complex	GO:0007029	endoplasmic reticulum organization	3
3101	8101	EMC2-EMC5-EMC8 complex	GO:0007029	endoplasmic reticulum organization	3
3102	8102	IL-20Ralpha/beta receptor-IL-19 complex	GO:0019221;GO:0006955	cytokine-mediated signaling pathway;immune response	3
3103	8103	CAK-ERCC2 subcomplex	GO:0006351;GO:0005634;GO:0007049	DNA-templated transcription;nucleus;cell cycle	4
3104	8104	TFIIH transcription factor subcomplex, cdk7-specific	GO:0006355;GO:0005634	regulation of DNA-templated transcription;nucleus	6
3105	8105	TFIIH transcription factor subcomplex, p63-specific	GO:0006351;GO:0005634	DNA-templated transcription;nucleus	5
3106	8107	VTN-TAT complex	GO:0007596	blood coagulation	3
3107	8111	IGF1-IGFBP5 complex	GO:0008286	insulin receptor signaling pathway	2
3108	8112	IGF1-IGFBP5-ALS complex	GO:0008286	insulin receptor signaling pathway	3
3109	8113	IGF2-IGFBP5 complex	GO:0008286	insulin receptor signaling pathway	2
3110	8114	IGF2-IGFBP5-ALS complex	GO:0008286	insulin receptor signaling pathway	3
3111	8115	IL6R/IL6ST receptor-IL6 complex	GO:0019221;GO:0006955;GO:0070102;GO:0006953;GO:0031347	cytokine-mediated signaling pathway;immune response;interleukin-6-mediated signaling pathway;acute-phase response;regulation of defense response	3
3112	8117	PCID2-ENY2-GANP-SEM1-CETN2 complex	GO:0051028	mRNA transport	5
3113	8118	PCID2-ENY2-GANP-SEM1-CETN3 complex	GO:0051018	protein kinase A binding	5
3114	8121	PCGF1-RING1A complex	GO:0016567	protein ubiquitination	2
3115	8122	PCGF1-RING1B complex	GO:0016567	protein ubiquitination	2
3116	8123	PCGF2-RING1A complex	GO:0016567	protein ubiquitination	2
3117	8124	PCGF2-RING1B complex	GO:0016567	protein ubiquitination	2
3118	8125	PCGF3-RING1A complex	GO:0016567	protein ubiquitination	2
3119	8126	PCGF3-RING1B complex	GO:0016567	protein ubiquitination	2
3120	8127	PCGF4-RING1A complex	GO:0016567	protein ubiquitination	2
3121	8128	PCGF4-RING1B complex	GO:0016567	protein ubiquitination	2
3122	8129	PCGF5-RING1A complex	GO:0016567	protein ubiquitination	2
3123	8130	PCGF5-RING1B complex	GO:0016567	protein ubiquitination	2
3124	8131	PCGF6-RING1A complex	GO:0016567	protein ubiquitination	2
3125	8132	PCGF6-RING1B complex	GO:0016567	protein ubiquitination	2
3126	8133	PDCD4-RICTOR complex	GO:1903939	regulation of TORC2 signaling	2
3127	8134	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37A complex	GO:0015031	protein transport	6
3128	8135	TPA-PLG-TSP complex	GO:0031639	plasminogen activation	3
3129	8136	TPA-PLG-HRGP complex	GO:0031639	plasminogen activation	3
3130	8137	PLG-TSP complex	GO:0031639;GO:0072378	plasminogen activation;blood coagulation, fibrin clot formation	2
3131	8138	HRG-PLG complex	GO:0042730	fibrinolysis	2
3132	8140	CNTFRalpha-sorLA complex	GO:0019221	cytokine-mediated signaling pathway	2
3133	8142	CLC-CLF-CNTFR complex	GO:0019221;GO:0048666	cytokine-mediated signaling pathway;neuron development	3
3134	8143	Interleukin-27	GO:0019221;GO:0042110;GO:0035397;GO:0006955;GO:0070106	cytokine-mediated signaling pathway;T cell activation;helper T cell enhancement of adaptive immune response;immune response;interleukin-27-mediated signaling pathway	2
3135	8144	MAP2K1-NEK10-RAF1 complex	GO:0009411	response to UV	3
3136	8145	p28-CLF complex	GO:0030101;GO:0019221;GO:0097696;GO:0006955	natural killer cell activation;cytokine-mediated signaling pathway;receptor signaling pathway via STAT;immune response	2
3137	8147	CDC25C-cyclinA-CDK2 complex	GO:0007049	cell cycle	3
3138	8148	GMNN-MCIDAS complex	GO:0007346	regulation of mitotic cell cycle	2
3139	8151	Repairosome complex, XPA-specific	GO:0006289;GO:0006974	nucleotide-excision repair;cellular response to DNA damage stimulus	10
3140	8152	Repairosome sub-complex, XPA-specific	GO:0006289;GO:0006974	nucleotide-excision repair;cellular response to DNA damage stimulus	6
3141	8153	ADA-DPP4 complex	GO:0004000;GO:0006154	adenosine deaminase activity;adenosine catabolic process	2
3142	8154	Glycoprotein Ib-IX complex	GO:0030168	platelet activation	3
3143	8155	Glycoprotein Ib-IX-V complex	GO:0030168	platelet activation	4
3144	8156	RAN-RCC1 complex	GO:0000278	mitotic cell cycle	2
3145	8157	CXCR4-CXCL12 complex	GO:0070098	chemokine-mediated signaling pathway	2
3146	8158	HHR23B-XPC complex	GO:0006289;GO:0006974	nucleotide-excision repair;cellular response to DNA damage stimulus	2
3147	8159	Aposome complex	GO:0006915	apoptotic process	4
3148	8160	Microaposome complex	GO:0006915	apoptotic process	2
3149	8161	Procaspase 7-APAF1 complex	GO:0006915	apoptotic process	2
3150	8162	DNMT1-associated protein complex	GO:0006306;GO:0006511	DNA methylation;ubiquitin-dependent protein catabolic process	6
3151	8163	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37B complex	GO:0015031	protein transport	6
3152	8164	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37C complex	GO:0015031	protein transport	6
3153	8165	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37D complex	GO:0015031	protein transport	6
3154	8166	CD63-syntenin-1 complex	GO:0075502	endosome membrane permeabilization involved in viral entry into host cell	2
3155	8167	ZMYND10 complex, cytoplasmic	GO:0070286;GO:0060271;GO:0044458	axonemal dynein complex assembly;cilium assembly;motile cilium assembly	7
3156	8168	STAT1-STAT3 complex	GO:0007259	receptor signaling pathway via JAK-STAT	2
3157	8169	CD63-PDCD6IP-SDCBP complex	GO:0075733	intracellular transport of virus	3
3158	8170	IFNAR1-IFNAR2-TYK2 complex	GO:0060337;GO:0045087;GO:0046425;GO:0019221;GO:0051607	type I interferon signaling pathway;innate immune response;regulation of receptor signaling pathway via JAK-STAT;cytokine-mediated signaling pathway;defense response to virus	3
3159	8171	STRIPAK complex	GO:0035331;GO:1903358	negative regulation of hippo signaling;regulation of Golgi organization	11
3160	8173	PDCD6IP-SDCBP-SDC1 complex	GO:1903551	regulation of extracellular exosome assembly	3
3161	8174	IKBKG-PIDD1-RIPK1 complex	GO:0043122;GO:0006977	regulation of I-kappaB kinase/NF-kappaB signaling;DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	3
3162	8175	AKAP9-PDE4D-PRKACA complex	GO:0043949	regulation of cAMP-mediated signaling	3
3163	8176	AKAP9-CAMSAP2-PDE4DIPcomplex	GO:1903358	regulation of Golgi organization	3
3164	8177	MutSalpha complex	GO:0006298;GO:0005634;GO:0006281;GO:0006974	mismatch repair;nucleus;DNA repair;cellular response to DNA damage stimulus	2
3165	8178	MutSbeta complex	GO:0006298;GO:0005634;GO:0006974;GO:0006281	mismatch repair;nucleus;cellular response to DNA damage stimulus;DNA repair	2
3166	8179	EMX1-GLI3-WDR11 complex	GO:0007224;GO:0060271	smoothened signaling pathway;cilium assembly	3
3167	8180	GP130-JAK2-SOCS3 complex	GO:0070102;GO:0007259;GO:0019221;GO:0006955	interleukin-6-mediated signaling pathway;receptor signaling pathway via JAK-STAT;cytokine-mediated signaling pathway;immune response	3
3168	8181	GNB1-GNG2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3169	8182	GNB2-GNG3 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3170	8183	GNB2-GNG8 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3171	8184	GNG2-GNB4 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3172	8185	GNB5-RGS7 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3173	8186	GNB5-GNG2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3174	8187	GNG7-GNB2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3175	8188	GNB2-GNG12 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3176	8189	GNG2-GNB2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3177	8190	GNGT2-GNB2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3178	8191	GNB5-PDCL complex	GO:0008277	regulation of G protein-coupled receptor signaling pathway	2
3179	8192	GNB1-PDCL complex	GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity	2
3180	8193	GNB5-CCT5 complex	None	None	2
3181	8194	GNB1-CCT5 complex	GO:0008277	regulation of G protein-coupled receptor signaling pathway	2
3182	8195	GNB2-PDCL complex	GO:0008277	regulation of G protein-coupled receptor signaling pathway	2
3183	8196	PDCL-GNB4 complex	GO:0008277	regulation of G protein-coupled receptor signaling pathway	2
3184	8197	GNG4-GNB2 complex	GO:0007186	G protein-coupled receptor signaling pathway	2
3185	8198	PDCL-GNB5-CCT complex	GO:1902605	heterotrimeric G-protein complex assembly	3
3186	8199	KCNQ1-AKAP9-PDE4D3(isoform 2) complex	GO:0005249	voltage-gated potassium channel activity	3
3187	8202	CCNQ-CDK10 complex	GO:0097472;GO:0009790	cyclin-dependent protein kinase activity;embryo development	2
3188	8203	KIF17-RAB23-TNPO1 complex	GO:0042073;GO:0060271	intraciliary transport;cilium assembly	3
3189	8205	PAWR-PRKCZ-SQSTM1 complex	GO:0043067;GO:0043122	regulation of programmed cell death;regulation of I-kappaB kinase/NF-kappaB signaling	3
3190	8206	PAXX complex	GO:0006303;GO:0005634	double-strand break repair via nonhomologous end joining;nucleus	8
3191	8207	ACK1-GRB2-EGFR complex	None	None	3
3192	8208	ACK1-GRB2-PPDGFR complex	GO:0045859	regulation of protein kinase activity	3
3193	8209	ACK1-GBR2-AXL complex	GO:0045859	regulation of protein kinase activity	3
3194	8210	SPDL1-USP45 complex	GO:0016579;GO:0016477	protein deubiquitination;cell migration	2
3195	8211	ACK1-GRB2-ALK complex	GO:0045859	regulation of protein kinase activity	3
3196	8212	ACK1-GRB2-LTK1 complex	GO:0045859	regulation of protein kinase activity	3
3197	8213	MIG6-GRB2-EGFR complex	GO:0045859	regulation of protein kinase activity	3
3198	8214	MIG6-GRB2-PDGFR complex	GO:0045859	regulation of protein kinase activity	3
3199	8215	MIG6-GBR2-AXL complex	GO:0045859	regulation of protein kinase activity	3
3200	8216	ALK-GRB2-MIG6 complex	GO:0045859	regulation of protein kinase activity	3
3201	8217	GRB2--LTK-MIG6 complex	GO:0045859	regulation of protein kinase activity	3
3202	8218	HOXA9-MEIS1-PBX1 complex	GO:0003677;GO:0030218;GO:0005634;GO:0005737	DNA binding;erythrocyte differentiation;nucleus;cytoplasm	3
3203	8219	CNBP-PCBP2 complex	GO:0006417	regulation of translation	2
3204	8220	HOXA9-MEIS1-PBX3 complex	GO:0003677;GO:0030218;GO:0005634	DNA binding;erythrocyte differentiation;nucleus	3
3205	8221	LATS1-PCBP2-SAV1-STK3-STK4 complex	GO:0035330	regulation of hippo signaling	5
3206	8222	LATS1-PCBP1-SAV1-STK3-STK4 complex	None	None	5
3207	8223	RIL-TRIP6-PTP-BL complex	GO:0032956	regulation of actin cytoskeleton organization	3
3208	8224	PRKCD-PDPK1-PRG2 complex	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3
3209	8225	PRKCZ-PDPK1-PRG2 complex	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3
3210	8226	PEAK1-PPP1CA-SHC1 complex	None	None	3
3211	8227	PEAK1-PPP1CC-SHC1 complex	None	None	3
3212	8228	BDKRB2-GNAQ-PECAM1 complex	None	None	3
3213	8229	CDH5-KDR-PECAM1 complex	GO:0034405	response to fluid shear stress	3
3214	8230	PELI1-SMAD6 complex	GO:0008592	regulation of Toll signaling pathway	2
3215	8233	CLDN1-ESAM-OCLN-PECAM1 complex	GO:0061028;GO:0007043	establishment of endothelial barrier;cell-cell junction assembly	4
3216	8234	ESR1-PELP1-SRC complex	None	None	3
3217	8236	PPIH-PRPF3-PRPF4 complex	GO:0000398	mRNA splicing, via spliceosome	3
3218	8237	XAF1-XIAP complex	GO:0010498	proteasomal protein catabolic process	2
3219	8238	PTEN-PP1MA-SMAD2-SMAD3 complex	GO:0007179	transforming growth factor beta receptor signaling pathway	4
