Network	GO Branch	Term	Term name	P-value	Term_size	Intersection	Expected	Observed/Expected
IID	MF	GO:0003924	GTPase activity	3.40E-04	658	646	628.51	1.03
IID	MF	GO:0016874	ligase activity	4.09E-04	283	281	270.32	1.04
IID	MF	GO:0045182	translation regulator activity	2.19E-03	151	151	144.23	1.05
IID	MF	GO:0005198	structural molecule activity	2.79E-03	798	744	762.23	0.98
IID	MF	GO:0009975	cyclase activity	2.94E-03	277	274	264.58	1.04
IID	MF	GO:0016853	isomerase activity	5.51E-03	252	249	240.71	1.03
IID	MF	GO:0003774	cytoskeletal motor activity	1.07E-02	116	116	110.80	1.05
IID	MF	GO:0038024	cargo receptor activity	1.08E-02	117	117	111.76	1.05
IID	MF	GO:0003677	DNA binding	1.61E-02	2865	2761	2736.59	1.01
IID	MF	GO:0140104	molecular carrier activity	9.37E-02	105	104	100.29	1.04
IID	MF	GO:0048018	receptor ligand activity	1.02E-01	504	489	481.41	1.02
IID	MF	GO:0042393	histone binding	3.40E-01	237	230	226.38	1.02
InBio	MF	GO:0016740	transferase activity	2.17E-42	3074	2962	2777.09	1.07
InBio	MF	GO:0003723	RNA binding	1.35E-26	1679	1626	1516.83	1.07
InBio	MF	GO:0008092	cytoskeletal protein binding	5.01E-17	1023	992	924.19	1.07
InBio	MF	GO:0140096	"catalytic activity, acting on a protein"	2.01E-16	3198	3008	2889.12	1.04
InBio	MF	GO:0140657	ATP-dependent activity	4.09E-16	729	713	658.59	1.08
InBio	MF	GO:0016491	oxidoreductase activity	1.04E-14	888	861	802.23	1.07
InBio	MF	GO:0003677	DNA binding	1.08E-14	2865	2695	2588.28	1.04
InBio	MF	GO:0140110	transcription regulator activity	1.58E-14	2033	1927	1836.64	1.05
InBio	MF	GO:0140098	"catalytic activity, acting on RNA"	2.46E-10	417	409	376.72	1.09
InBio	MF	GO:0140097	"catalytic activity, acting on DNA"	7.62E-10	383	376	346.01	1.09
InBio	MF	GO:0003924	GTPase activity	1.19E-08	658	633	594.45	1.06
InBio	MF	GO:0008289	lipid binding	5.88E-08	836	797	755.25	1.06
InBio	MF	GO:0016829	lyase activity	1.23E-06	538	516	486.04	1.06
InBio	MF	GO:0045182	translation regulator activity	5.68E-06	151	150	136.42	1.10
InBio	MF	GO:0016874	ligase activity	1.04E-05	283	275	255.67	1.08
InBio	MF	GO:0016853	isomerase activity	3.50E-04	252	243	227.66	1.07
InBio	MF	GO:0042393	histone binding	1.18E-03	237	228	214.11	1.06
InBio	MF	GO:0140104	molecular carrier activity	1.23E-02	105	102	94.86	1.08
InBio	MF	GO:0009975	cyclase activity	1.36E-02	277	262	250.25	1.05
InBio	MF	GO:0003774	cytoskeletal motor activity	5.64E-02	116	111	104.80	1.06
InBio	MF	GO:0038024	cargo receptor activity	2.09E-01	117	110	105.70	1.04
InBio	MF	GO:0005215	transporter activity	2.31E-01	1462	1334	1320.79	1.01
InBio	MF	GO:0048018	receptor ligand activity	5.41E-01	504	460	455.32	1.01
InBio	MF	GO:0005198	structural molecule activity	9.51E-01	798	722	720.92	1.00
InnateDB All	MF	GO:0003723	RNA binding	1.34E-83	1679	1608	1346.32	1.19
InnateDB All	MF	GO:0016740	transferase activity	1.18E-64	3074	2785	2464.91	1.13
InnateDB All	MF	GO:0140096	"catalytic activity, acting on a protein"	8.16E-54	3198	2863	2564.35	1.12
InnateDB All	MF	GO:0003677	DNA binding	1.72E-39	2865	2542	2297.33	1.11
InnateDB All	MF	GO:0008092	cytoskeletal protein binding	6.87E-34	1023	955	820.30	1.16
InnateDB All	MF	GO:0140657	ATP-dependent activity	4.07E-26	729	684	584.56	1.17
InnateDB All	MF	GO:0140110	transcription regulator activity	3.32E-25	2033	1797	1630.18	1.10
InnateDB All	MF	GO:0140097	"catalytic activity, acting on DNA"	1.77E-22	383	371	307.11	1.21
InnateDB All	MF	GO:0003924	GTPase activity	4.01E-18	658	607	527.62	1.15
InnateDB All	MF	GO:0016491	oxidoreductase activity	4.59E-18	888	805	712.05	1.13
InnateDB All	MF	GO:0008289	lipid binding	4.09E-14	836	750	670.35	1.12
InnateDB All	MF	GO:0140098	"catalytic activity, acting on RNA"	6.52E-13	417	387	334.38	1.16
InnateDB All	MF	GO:0005198	structural molecule activity	7.23E-13	798	714	639.88	1.12
InnateDB All	MF	GO:0042393	histone binding	1.91E-11	237	226	190.04	1.19
InnateDB All	MF	GO:0045182	translation regulator activity	4.37E-10	151	147	121.08	1.21
InnateDB All	MF	GO:0016853	isomerase activity	2.57E-08	252	234	202.07	1.16
InnateDB All	MF	GO:0140104	molecular carrier activity	3.21E-06	105	101	84.20	1.20
InnateDB All	MF	GO:0016829	lyase activity	3.64E-06	538	472	431.40	1.09
InnateDB All	MF	GO:0016874	ligase activity	7.88E-06	283	255	226.93	1.12
InnateDB All	MF	GO:0003774	cytoskeletal motor activity	1.46E-03	116	106	93.02	1.14
InnateDB All	MF	GO:0009975	cyclase activity	2.26E-02	277	237	222.11	1.07
InnateDB All	MF	GO:0038024	cargo receptor activity	2.47E-01	117	99	93.82	1.06
InnateDB All	MF	GO:0005215	transporter activity	6.57E-01	1462	1166	1172.32	0.99
InnateDB All	MF	GO:0048018	receptor ligand activity	6.92E-01	504	408	404.14	1.01
InnateDB Curated	MF	GO:0003723	RNA binding	6.24E-119	1679	928	494.58	1.88
InnateDB Curated	MF	GO:0140096	"catalytic activity, acting on a protein"	3.04E-74	3198	1382	942.03	1.47
InnateDB Curated	MF	GO:0003677	DNA binding	8.71E-54	2865	1200	843.93	1.42
InnateDB Curated	MF	GO:0016740	transferase activity	1.97E-53	3074	1270	905.50	1.40
InnateDB Curated	MF	GO:0140110	transcription regulator activity	8.31E-49	2033	893	598.85	1.49
InnateDB Curated	MF	GO:0140097	"catalytic activity, acting on DNA"	1.35E-20	383	199	112.82	1.76
InnateDB Curated	MF	GO:0005198	structural molecule activity	5.41E-18	798	348	235.06	1.48
InnateDB Curated	MF	GO:0008092	cytoskeletal protein binding	7.77E-17	1023	423	301.34	1.40
InnateDB Curated	MF	GO:0140657	ATP-dependent activity	2.10E-15	729	314	214.74	1.46
InnateDB Curated	MF	GO:0003924	GTPase activity	4.65E-13	658	280	193.83	1.44
InnateDB Curated	MF	GO:0045182	translation regulator activity	7.75E-12	151	85	44.48	1.91
InnateDB Curated	MF	GO:0042393	histone binding	6.45E-09	237	112	69.81	1.60
InnateDB Curated	MF	GO:0048018	receptor ligand activity	4.79E-06	504	196	148.46	1.32
InnateDB Curated	MF	GO:0016853	isomerase activity	5.40E-06	252	108	74.23	1.45
InnateDB Curated	MF	GO:0005215	transporter activity	1.45E-05	1462	359	430.66	0.83
InnateDB Curated	MF	GO:0008289	lipid binding	1.59E-05	836	303	246.26	1.23
InnateDB Curated	MF	GO:0016874	ligase activity	5.65E-05	283	115	83.36	1.38
InnateDB Curated	MF	GO:0038024	cargo receptor activity	6.12E-05	117	55	34.46	1.60
InnateDB Curated	MF	GO:0140104	molecular carrier activity	3.57E-03	105	45	30.93	1.45
InnateDB Curated	MF	GO:0016491	oxidoreductase activity	1.03E-02	888	296	261.58	1.13
InnateDB Curated	MF	GO:0140098	"catalytic activity, acting on RNA"	2.26E-02	417	144	122.83	1.17
InnateDB Curated	MF	GO:0016829	lyase activity	2.70E-01	538	170	158.48	1.07
InnateDB Curated	MF	GO:0003774	cytoskeletal motor activity	6.84E-01	116	36	34.17	1.05
InnateDB Curated	MF	GO:0009975	cyclase activity	8.94E-01	277	80	81.60	0.98
IntAct	MF	GO:0016740	transferase activity	2.21E-37	3074	2917	2728.48	1.07
IntAct	MF	GO:0003723	RNA binding	2.21E-34	1679	1623	1490.28	1.09
IntAct	MF	GO:0140096	"catalytic activity, acting on a protein"	2.09E-28	3198	3007	2838.55	1.06
IntAct	MF	GO:0008092	cytoskeletal protein binding	2.58E-28	1023	1000	908.02	1.10
IntAct	MF	GO:0140657	ATP-dependent activity	8.89E-18	729	709	647.06	1.10
IntAct	MF	GO:0003677	DNA binding	5.68E-14	2865	2655	2542.98	1.04
IntAct	MF	GO:0140110	transcription regulator activity	6.61E-11	2033	1888	1804.49	1.05
IntAct	MF	GO:0016491	oxidoreductase activity	6.79E-11	888	843	788.19	1.07
IntAct	MF	GO:0003924	GTPase activity	1.43E-10	658	630	584.04	1.08
IntAct	MF	GO:0140097	"catalytic activity, acting on DNA"	9.93E-09	383	371	339.95	1.09
IntAct	MF	GO:0140098	"catalytic activity, acting on RNA"	2.60E-08	417	402	370.13	1.09
IntAct	MF	GO:0016874	ligase activity	6.26E-08	283	276	251.19	1.10
IntAct	MF	GO:0016853	isomerase activity	3.00E-07	252	246	223.68	1.10
IntAct	MF	GO:0008289	lipid binding	5.50E-07	836	784	742.03	1.06
IntAct	MF	GO:0045182	translation regulator activity	6.21E-06	151	149	134.03	1.11
IntAct	MF	GO:0042393	histone binding	1.73E-04	237	227	210.36	1.08
IntAct	MF	GO:0140104	molecular carrier activity	8.70E-04	105	103	93.20	1.11
IntAct	MF	GO:0016829	lyase activity	3.16E-02	538	493	477.53	1.03
IntAct	MF	GO:0003774	cytoskeletal motor activity	3.78E-02	116	110	102.96	1.07
IntAct	MF	GO:0038024	cargo receptor activity	7.72E-02	117	110	103.85	1.06
IntAct	MF	GO:0005215	transporter activity	1.01E-01	1462	1317	1297.67	1.01
IntAct	MF	GO:0048018	receptor ligand activity	5.20E-01	504	443	447.35	0.99
IntAct	MF	GO:0009975	cyclase activity	5.65E-01	277	243	245.87	0.99
IntAct	MF	GO:0005198	structural molecule activity	5.67E-01	798	714	708.31	1.01
iRefIndex	MF	GO:0008092	cytoskeletal protein binding	9.14E-05	1023	963	929.17	1.04
iRefIndex	MF	GO:0140096	"catalytic activity, acting on a protein"	1.23E-04	3198	2961	2904.66	1.02
iRefIndex	MF	GO:0016740	transferase activity	7.09E-04	3074	2841	2792.04	1.02
iRefIndex	MF	GO:0008289	lipid binding	7.23E-04	836	786	759.32	1.04
iRefIndex	MF	GO:0005198	structural molecule activity	8.62E-04	798	697	724.80	0.96
iRefIndex	MF	GO:0003723	RNA binding	1.20E-03	1679	1561	1524.99	1.02
iRefIndex	MF	GO:0016491	oxidoreductase activity	1.26E-03	888	833	806.55	1.03
iRefIndex	MF	GO:0140097	"catalytic activity, acting on DNA"	5.35E-03	383	363	347.87	1.04
iRefIndex	MF	GO:0048018	receptor ligand activity	1.52E-02	504	473	457.77	1.03
iRefIndex	MF	GO:0140657	ATP-dependent activity	1.83E-02	729	680	662.13	1.03
iRefIndex	MF	GO:0140098	"catalytic activity, acting on RNA"	2.04E-02	417	392	378.75	1.03
iRefIndex	MF	GO:0016874	ligase activity	3.76E-02	283	267	257.04	1.04
iRefIndex	MF	GO:0016829	lyase activity	6.84E-02	538	501	488.65	1.03
iRefIndex	MF	GO:0003774	cytoskeletal motor activity	7.46E-02	116	111	105.36	1.05
iRefIndex	MF	GO:0140110	transcription regulator activity	1.66E-01	2033	1864	1846.52	1.01
iRefIndex	MF	GO:0016853	isomerase activity	4.41E-01	252	233	228.89	1.02
iRefIndex	MF	GO:0005215	transporter activity	4.79E-01	1462	1336	1327.90	1.01
iRefIndex	MF	GO:0045182	translation regulator activity	4.81E-01	151	140	137.15	1.02
iRefIndex	MF	GO:0140104	molecular carrier activity	4.96E-01	105	98	95.37	1.03
iRefIndex	MF	GO:0038024	cargo receptor activity	5.18E-01	117	109	106.27	1.03
iRefIndex	MF	GO:0009975	cyclase activity	5.30E-01	277	255	251.59	1.01
iRefIndex	MF	GO:0042393	histone binding	7.34E-01	237	214	215.26	0.99
iRefIndex	MF	GO:0003924	GTPase activity	8.36E-01	658	600	597.64	1.00
iRefIndex	MF	GO:0003677	DNA binding	9.44E-01	2865	2601	2602.21	1.00
MatrixDB	MF	GO:0003723	RNA binding	8.58E-149	1679	1478	1017.68	1.45
MatrixDB	MF	GO:0140096	"catalytic activity, acting on a protein"	2.63E-87	3198	2424	1938.38	1.25
MatrixDB	MF	GO:0016740	transferase activity	1.89E-51	3074	2230	1863.22	1.20
MatrixDB	MF	GO:0008092	cytoskeletal protein binding	2.48E-51	1023	838	620.06	1.35
MatrixDB	MF	GO:0140657	ATP-dependent activity	7.86E-37	729	598	441.86	1.35
MatrixDB	MF	GO:0005198	structural molecule activity	1.77E-27	798	625	483.69	1.29
MatrixDB	MF	GO:0140097	"catalytic activity, acting on DNA"	4.11E-21	383	317	232.14	1.37
MatrixDB	MF	GO:0016874	ligase activity	5.72E-18	283	238	171.53	1.39
MatrixDB	MF	GO:0005215	transporter activity	4.86E-17	1462	734	886.15	0.83
MatrixDB	MF	GO:0042393	histone binding	3.76E-16	237	201	143.65	1.40
MatrixDB	MF	GO:0140098	"catalytic activity, acting on RNA"	4.91E-16	417	330	252.75	1.31
MatrixDB	MF	GO:0003924	GTPase activity	2.91E-11	658	479	398.83	1.20
MatrixDB	MF	GO:0016853	isomerase activity	3.45E-09	252	197	152.74	1.29
MatrixDB	MF	GO:0003774	cytoskeletal motor activity	2.87E-08	116	98	70.31	1.39
MatrixDB	MF	GO:0140104	molecular carrier activity	1.01E-07	105	89	63.64	1.40
MatrixDB	MF	GO:0045182	translation regulator activity	3.64E-07	151	121	91.52	1.32
MatrixDB	MF	GO:0008289	lipid binding	2.00E-06	836	572	506.72	1.13
MatrixDB	MF	GO:0003677	DNA binding	2.92E-06	2865	1849	1736.54	1.06
MatrixDB	MF	GO:0016491	oxidoreductase activity	8.98E-06	888	601	538.24	1.12
MatrixDB	MF	GO:0009975	cyclase activity	4.03E-04	277	139	167.90	0.83
MatrixDB	MF	GO:0048018	receptor ligand activity	2.64E-03	504	338	305.49	1.11
MatrixDB	MF	GO:0038024	cargo receptor activity	4.24E-03	117	86	70.92	1.21
MatrixDB	MF	GO:0140110	transcription regulator activity	2.24E-02	2033	1280	1232.25	1.04
MatrixDB	MF	GO:0016829	lyase activity	3.71E-01	538	316	326.09	0.97
Mentha	MF	GO:0016740	transferase activity	1.31E-44	3074	2921	2711.08	1.08
Mentha	MF	GO:0003723	RNA binding	3.23E-37	1679	1622	1480.77	1.10
Mentha	MF	GO:0140096	"catalytic activity, acting on a protein"	1.54E-30	3198	2999	2820.44	1.06
Mentha	MF	GO:0008092	cytoskeletal protein binding	3.53E-20	1023	984	902.22	1.09
Mentha	MF	GO:0140657	ATP-dependent activity	2.65E-17	729	706	642.93	1.10
Mentha	MF	GO:0003677	DNA binding	2.80E-16	2865	2651	2526.75	1.05
Mentha	MF	GO:0003924	GTPase activity	7.14E-14	658	634	580.32	1.09
Mentha	MF	GO:0140110	transcription regulator activity	1.74E-12	2033	1885	1792.98	1.05
Mentha	MF	GO:0140097	"catalytic activity, acting on DNA"	1.21E-11	383	374	337.78	1.11
Mentha	MF	GO:0140098	"catalytic activity, acting on RNA"	5.17E-11	417	405	367.77	1.10
Mentha	MF	GO:0016491	oxidoreductase activity	4.99E-10	888	837	783.16	1.07
Mentha	MF	GO:0008289	lipid binding	4.70E-08	836	784	737.30	1.06
Mentha	MF	GO:0016874	ligase activity	7.18E-08	283	275	249.59	1.10
Mentha	MF	GO:0016853	isomerase activity	1.62E-06	252	244	222.25	1.10
Mentha	MF	GO:0042393	histone binding	6.10E-06	237	229	209.02	1.10
Mentha	MF	GO:0045182	translation regulator activity	1.07E-04	151	147	133.17	1.10
Mentha	MF	GO:0016829	lyase activity	1.80E-04	538	501	474.48	1.06
Mentha	MF	GO:0140104	molecular carrier activity	3.74E-04	105	103	92.60	1.11
Mentha	MF	GO:0038024	cargo receptor activity	2.09E-02	117	111	103.19	1.08
Mentha	MF	GO:0003774	cytoskeletal motor activity	2.88E-02	116	110	102.30	1.08
Mentha	MF	GO:0048018	receptor ligand activity	2.07E-01	504	454	444.50	1.02
Mentha	MF	GO:0009975	cyclase activity	3.47E-01	277	250	244.30	1.02
Mentha	MF	GO:0005215	transporter activity	3.53E-01	1462	1301	1289.39	1.01
Mentha	MF	GO:0005198	structural molecule activity	4.00E-01	798	712	703.79	1.01
MINT	MF	GO:0003723	RNA binding	3.59E-178	1679	1359	819.54	1.66
MINT	MF	GO:0140096	"catalytic activity, acting on a protein"	1.48E-72	3198	2023	1560.99	1.30
MINT	MF	GO:0008092	cytoskeletal protein binding	7.45E-52	1023	732	499.34	1.47
MINT	MF	GO:0016740	transferase activity	2.73E-47	3074	1866	1500.46	1.24
MINT	MF	GO:0140657	ATP-dependent activity	2.45E-39	729	527	355.83	1.48
MINT	MF	GO:0042393	histone binding	5.32E-32	237	202	115.68	1.75
MINT	MF	GO:0140097	"catalytic activity, acting on DNA"	2.18E-26	383	288	186.95	1.54
MINT	MF	GO:0005198	structural molecule activity	2.95E-23	798	526	389.51	1.35
MINT	MF	GO:0003677	DNA binding	5.23E-22	2865	1636	1398.45	1.17
MINT	MF	GO:0045182	translation regulator activity	4.48E-16	151	122	73.71	1.66
MINT	MF	GO:0140098	"catalytic activity, acting on RNA"	1.04E-15	417	284	203.54	1.40
MINT	MF	GO:0048018	receptor ligand activity	1.92E-14	504	162	246.01	0.66
MINT	MF	GO:0016874	ligase activity	1.87E-13	283	199	138.14	1.44
MINT	MF	GO:0140110	transcription regulator activity	2.78E-11	2033	1134	992.34	1.14
MINT	MF	GO:0003924	GTPase activity	2.81E-07	658	386	321.18	1.20
MINT	MF	GO:0016853	isomerase activity	4.38E-07	252	163	123.00	1.33
MINT	MF	GO:0140104	molecular carrier activity	3.02E-06	105	75	51.25	1.46
MINT	MF	GO:0008289	lipid binding	1.30E-05	836	470	408.06	1.15
MINT	MF	GO:0003774	cytoskeletal motor activity	1.70E-04	116	77	56.62	1.36
MINT	MF	GO:0016491	oxidoreductase activity	2.31E-04	888	487	433.44	1.12
MINT	MF	GO:0005215	transporter activity	2.07E-03	1462	657	713.62	0.92
MINT	MF	GO:0009975	cyclase activity	5.45E-01	277	130	135.21	0.96
MINT	MF	GO:0016829	lyase activity	6.00E-01	538	269	262.61	1.02
MINT	MF	GO:0038024	cargo receptor activity	6.43E-01	117	60	57.11	1.05
MultiNet	MF	GO:0003723	RNA binding	2.61E-95	1679	1517	1179.22	1.29
MultiNet	MF	GO:0016740	transferase activity	2.59E-83	3074	2586	2158.98	1.20
MultiNet	MF	GO:0003677	DNA binding	1.71E-78	2865	2414	2012.19	1.20
MultiNet	MF	GO:0140110	transcription regulator activity	2.41E-55	2033	1717	1427.85	1.20
MultiNet	MF	GO:0140096	"catalytic activity, acting on a protein"	1.76E-52	3198	2593	2246.07	1.15
MultiNet	MF	GO:0140097	"catalytic activity, acting on DNA"	3.81E-24	383	350	268.99	1.30
MultiNet	MF	GO:0008092	cytoskeletal protein binding	6.13E-21	1023	846	718.49	1.18
MultiNet	MF	GO:0140657	ATP-dependent activity	6.34E-19	729	614	512.00	1.20
MultiNet	MF	GO:0140098	"catalytic activity, acting on RNA"	5.24E-18	417	367	292.87	1.25
MultiNet	MF	GO:0016491	oxidoreductase activity	4.84E-15	888	724	623.67	1.16
MultiNet	MF	GO:0008289	lipid binding	1.87E-10	836	667	587.15	1.14
MultiNet	MF	GO:0045182	translation regulator activity	1.62E-09	151	137	106.05	1.29
MultiNet	MF	GO:0016853	isomerase activity	9.19E-09	252	216	176.99	1.22
MultiNet	MF	GO:0005198	structural molecule activity	1.08E-08	798	631	560.46	1.13
MultiNet	MF	GO:0042393	histone binding	1.14E-08	237	204	166.45	1.23
MultiNet	MF	GO:0003924	GTPase activity	3.17E-08	658	524	462.14	1.13
MultiNet	MF	GO:0140104	molecular carrier activity	4.04E-08	105	97	73.75	1.32
MultiNet	MF	GO:0016874	ligase activity	3.89E-06	283	233	198.76	1.17
MultiNet	MF	GO:0016829	lyase activity	1.59E-05	538	422	377.86	1.12
MultiNet	MF	GO:0005215	transporter activity	2.01E-05	1462	954	1026.81	0.93
MultiNet	MF	GO:0003774	cytoskeletal motor activity	1.53E-01	116	89	81.47	1.09
MultiNet	MF	GO:0048018	receptor ligand activity	1.99E-01	504	341	353.98	0.96
MultiNet	MF	GO:0009975	cyclase activity	3.54E-01	277	202	194.55	1.04
MultiNet	MF	GO:0038024	cargo receptor activity	9.19E-01	117	83	82.17	1.01
PathwayCommons	MF	GO:0008092	cytoskeletal protein binding	1.72E-11	1023	1017	983.43	1.03
PathwayCommons	MF	GO:0003723	RNA binding	4.55E-10	1679	1656	1614.06	1.03
PathwayCommons	MF	GO:0003677	DNA binding	2.69E-08	2865	2804	2754.19	1.02
PathwayCommons	MF	GO:0016740	transferase activity	2.74E-07	3074	3003	2955.11	1.02
PathwayCommons	MF	GO:0140657	ATP-dependent activity	4.02E-07	729	723	700.80	1.03
PathwayCommons	MF	GO:0140096	"catalytic activity, acting on a protein"	9.32E-07	3198	3121	3074.31	1.02
PathwayCommons	MF	GO:0008289	lipid binding	5.21E-06	836	826	803.67	1.03
PathwayCommons	MF	GO:0140097	"catalytic activity, acting on DNA"	3.95E-04	383	380	368.19	1.03
PathwayCommons	MF	GO:0140110	transcription regulator activity	1.22E-03	2033	1980	1954.37	1.01
PathwayCommons	MF	GO:0016491	oxidoreductase activity	2.31E-03	888	870	853.65	1.02
PathwayCommons	MF	GO:0016829	lyase activity	4.38E-03	538	529	517.19	1.02
PathwayCommons	MF	GO:0045182	translation regulator activity	4.73E-03	151	151	145.16	1.04
PathwayCommons	MF	GO:0005215	transporter activity	1.32E-02	1462	1423	1405.45	1.01
PathwayCommons	MF	GO:0016853	isomerase activity	2.03E-02	252	249	242.25	1.03
PathwayCommons	MF	GO:0009975	cyclase activity	3.88E-02	277	273	266.29	1.03
PathwayCommons	MF	GO:0140098	"catalytic activity, acting on RNA"	7.12E-02	417	408	400.87	1.02
PathwayCommons	MF	GO:0042393	histone binding	8.83E-02	237	233	227.83	1.02
PathwayCommons	MF	GO:0003924	GTPase activity	9.83E-02	658	641	632.55	1.01
PathwayCommons	MF	GO:0003774	cytoskeletal motor activity	1.39E-01	116	115	111.51	1.03
PathwayCommons	MF	GO:0048018	receptor ligand activity	1.58E-01	504	491	484.51	1.01
PathwayCommons	MF	GO:0005198	structural molecule activity	1.59E-01	798	775	767.14	1.01
PathwayCommons	MF	GO:0140104	molecular carrier activity	1.95E-01	105	104	100.94	1.03
PathwayCommons	MF	GO:0038024	cargo receptor activity	3.32E-01	117	115	112.47	1.02
PathwayCommons	MF	GO:0016874	ligase activity	5.32E-01	283	270	272.05	0.99
Phosphosite	MF	GO:0140096	"catalytic activity, acting on a protein"	4.27E-140	3198	1020	508.60	2.01
Phosphosite	MF	GO:0016740	transferase activity	2.69E-120	3074	954	488.88	1.95
Phosphosite	MF	GO:0008092	cytoskeletal protein binding	4.30E-64	1023	378	162.69	2.32
Phosphosite	MF	GO:0003677	DNA binding	1.99E-61	2865	772	455.64	1.69
Phosphosite	MF	GO:0140110	transcription regulator activity	1.48E-46	2033	562	323.32	1.74
Phosphosite	MF	GO:0003723	RNA binding	1.92E-35	1679	457	267.02	1.71
Phosphosite	MF	GO:0140097	"catalytic activity, acting on DNA"	2.80E-30	383	153	60.91	2.51
Phosphosite	MF	GO:0003924	GTPase activity	6.05E-17	658	188	104.65	1.80
Phosphosite	MF	GO:0048018	receptor ligand activity	2.96E-16	504	22	80.15	0.27
Phosphosite	MF	GO:0042393	histone binding	5.52E-13	237	83	37.69	2.20
Phosphosite	MF	GO:0140657	ATP-dependent activity	6.02E-12	729	187	115.94	1.61
Phosphosite	MF	GO:0008289	lipid binding	8.77E-12	836	208	132.95	1.56
Phosphosite	MF	GO:0016874	ligase activity	2.67E-07	283	79	45.01	1.76
Phosphosite	MF	GO:0016829	lyase activity	3.07E-07	538	131	85.56	1.53
Phosphosite	MF	GO:0016853	isomerase activity	7.66E-06	252	68	40.08	1.70
Phosphosite	MF	GO:0045182	translation regulator activity	7.82E-05	151	43	24.01	1.79
Phosphosite	MF	GO:0016491	oxidoreductase activity	8.27E-04	888	178	141.22	1.26
Phosphosite	MF	GO:0009975	cyclase activity	8.96E-04	277	65	44.05	1.48
Phosphosite	MF	GO:0140104	molecular carrier activity	1.07E-01	105	23	16.70	1.38
Phosphosite	MF	GO:0005198	structural molecule activity	1.13E-01	798	143	126.91	1.13
Phosphosite	MF	GO:0005215	transporter activity	2.80E-01	1462	247	232.51	1.06
Phosphosite	MF	GO:0003774	cytoskeletal motor activity	3.72E-01	116	22	18.45	1.19
Phosphosite	MF	GO:0038024	cargo receptor activity	3.75E-01	117	22	18.61	1.18
Phosphosite	MF	GO:0140098	"catalytic activity, acting on RNA"	8.92E-01	417	67	66.32	1.01
PID2	MF	GO:0140096	"catalytic activity, acting on a protein"	8.09E-115	3198	865	431.21	2.01
PID2	MF	GO:0016740	transferase activity	3.17E-93	3074	797	414.49	1.92
PID2	MF	GO:0140110	transcription regulator activity	1.08E-73	2033	564	274.12	2.06
PID2	MF	GO:0003677	DNA binding	3.38E-59	2865	678	386.31	1.76
PID2	MF	GO:0003924	GTPase activity	1.51E-30	658	200	88.72	2.25
PID2	MF	GO:0048018	receptor ligand activity	7.43E-26	504	158	67.96	2.32
PID2	MF	GO:0140097	"catalytic activity, acting on DNA"	4.86E-25	383	130	51.64	2.52
PID2	MF	GO:0008092	cytoskeletal protein binding	5.95E-24	1023	255	137.94	1.85
PID2	MF	GO:0008289	lipid binding	1.65E-18	836	205	112.72	1.82
PID2	MF	GO:0016829	lyase activity	3.13E-13	538	135	72.54	1.86
PID2	MF	GO:0009975	cyclase activity	1.08E-10	277	78	37.35	2.09
PID2	MF	GO:0016853	isomerase activity	3.48E-07	252	64	33.98	1.88
PID2	MF	GO:0140098	"catalytic activity, acting on RNA"	9.63E-07	417	25	56.23	0.44
PID2	MF	GO:0005215	transporter activity	9.07E-05	1462	149	197.13	0.76
PID2	MF	GO:0016491	oxidoreductase activity	1.25E-03	888	153	119.73	1.28
PID2	MF	GO:0140657	ATP-dependent activity	3.99E-03	729	125	98.30	1.27
PID2	MF	GO:0042393	histone binding	7.03E-03	237	47	31.96	1.47
PID2	MF	GO:0005198	structural molecule activity	1.10E-02	798	132	107.60	1.23
PID2	MF	GO:0038024	cargo receptor activity	2.99E-02	117	24	15.78	1.52
PID2	MF	GO:0140104	molecular carrier activity	1.13E-01	105	20	14.16	1.41
PID2	MF	GO:0045182	translation regulator activity	4.01E-01	151	24	20.36	1.18
PID2	MF	GO:0016874	ligase activity	4.30E-01	283	33	38.16	0.86
PID2	MF	GO:0003723	RNA binding	4.54E-01	1679	216	226.39	0.95
PID2	MF	GO:0003774	cytoskeletal motor activity	4.96E-01	116	18	15.64	1.15
PIPs	MF	GO:0140096	"catalytic activity, acting on a protein"	3.84E-84	3198	1362	897.78	1.52
PIPs	MF	GO:0003677	DNA binding	1.44E-64	2865	1192	804.29	1.48
PIPs	MF	GO:0003723	RNA binding	2.85E-56	1679	761	471.35	1.61
PIPs	MF	GO:0140110	transcription regulator activity	8.45E-41	2033	835	570.73	1.46
PIPs	MF	GO:0016740	transferase activity	4.65E-38	3074	1164	862.97	1.35
PIPs	MF	GO:0009975	cyclase activity	3.81E-23	277	156	77.76	2.01
PIPs	MF	GO:0140097	"catalytic activity, acting on DNA"	8.22E-23	383	198	107.52	1.84
PIPs	MF	GO:0008092	cytoskeletal protein binding	3.60E-17	1023	409	287.19	1.42
PIPs	MF	GO:0003924	GTPase activity	1.60E-16	658	282	184.72	1.53
PIPs	MF	GO:0016829	lyase activity	1.77E-14	538	233	151.03	1.54
PIPs	MF	GO:0140657	ATP-dependent activity	6.76E-14	729	297	204.65	1.45
PIPs	MF	GO:0008289	lipid binding	9.99E-12	836	324	234.69	1.38
PIPs	MF	GO:0005198	structural molecule activity	2.81E-10	798	305	224.02	1.36
PIPs	MF	GO:0048018	receptor ligand activity	8.24E-09	504	201	141.49	1.42
