Gene Set Group	Gene Set Name	Source	Gene List (NCBI Gene IDs)	
Genetic	EFO_0004705	GWAS Catalog	"7173,3595,3084,9744,90134,83479,27161,4124,10783,100507173,3633,204851,60468,3643,10301,5695,105370177,3662,3663,26191,24145,9817,10846,53347,51300,145508,3690,27244,54896,113,51312,9844,6775,7297,4739,3716,8840,87178,80018,9881,6305,4772,6311,126129,128178,4790,84159,374470,6854,9415,10451,114904,5869,752,221937,2289,90355,5878,10494,440574,5890,64771,150280,2322,10010,100885789,221472,146212,814,105374540,100996941,339789,80726,9047,100506457,868,7015,8553,6506,4982,7038,10125,101928337,919,151963,10666,10154,8622,7098,8635,4026,56262,59338,337867,22989,23505,100131814,3559,2534,23533,5618"	
Genetic	EFO_0004710	GWAS Catalog	"1856,132,51621,83716,3614,11343,4016,92949,81846,151449,54361,2202,26585,6558"	
Genetic	EFO_0004723	GWAS Catalog	"132,1284,8074,57102,100048912,19,8854,4507,3486,2590,4643,11173,54957,8882,10933,400958,84159,85440,9032,338,2646,157273,4059,348,105369192,3818,746,3949,283377,54898,221692"	
Genetic	EFO_0004732	GWAS Catalog	"1793,64771,29956,267,158219,9489,80018,19,80790,55959,8854,5913,28,2590,7332,9388,949,283446,4023,51129,7227,85440,57794,84166,9415,1742,57678,146894,338,2646,134359,157273,3931,53345,57572,3172,7398,55013,23272,746,5360,64116,64757,8824"	
Genetic	EFO_0004741	GWAS Catalog	"10761,79370,85004,9229,3084,5136,7188,28,5150,10274,145957,54828,127138868,3643,1602,54856,2122,4175,100422737,4690,160851,2646,84059,5725,6239,26207,23648,1643,3185,54897,1653,125,26751,23169,58499,132,6792,2696,10891,652,3728,23185,80018,29842,29841,23187,1188,4772,4775,54957,3758,105378992,26291,222389,204474,4284,701,84159,23236,196,3269,8395,23548,79570,197335,2778,1756,79068,51422,100506334,54502,256764,5884,152831,80128,1284,100506885,7429,6927,51473,57619,23316,11030,22807,5915,8476,201501,493856,79139,144165,8493,22834,129852,7484,55621,57157,5447,2887,84812,80205,51535,22864,80724,1879,22874,11098,348,22877,54622,1373,284001,9570,8556,57708,7021,23411,11124,6517,445815,222584,1912,51068,896,64897,84870,10636,51090,5523,3480,151449,9123,64420,6565,55719,6569,79809,4036,283080,6091,56267,55757,11214,9679,6095,2001,55252,286676,59352,987,84959,55777,11234,84961,26084,10725,203238,85479,400359,23017,8170,54764,5613,83439,5618,222194,2549,3062,200185,51196,5629"	
Genetic	EFO_0004746	GWAS Catalog	"1952,401505,7941,81671,3949,84978,4018,8882,949,9429,7158,348"	
Genetic	EFO_0004748	GWAS Catalog	"255488,7173,1031,3084,5142,3607,5144,28,10783,100506658,54828,54842,3643,2113,255043,203859,7253,10846,4703,114786,105369187,145508,100129385,137835,112,115,56981,23189,23705,9369,55970,1187,5795,4774,5802,23211,54442,23213,29886,6338,6854,101101773,207,10451,2778,283358,84191,8416,2788,101929705,400618,400619,753,440574,7424,102723854,64784,338707,23321,5915,54558,6446,22834,308,50487,101928248,832,121665,169792,2889,51531,10572,149840,253782,196951,10584,29015,90459,350,55647,84318,1374,11124,1912,7038,440714,2957,5519,10129,101928337,63892,10644,51105,147372,8622,56243,948,4026,57787,149951,7104,7105,27079,55252,2004,5590,79840,5613,100129781,4091"	
Genetic	EFO_0004749	GWAS Catalog	"8994,25861,64170,221002,105377068,26476,729230,1232,79442,79443,729085"	
Genetic	EFO_0004761	GWAS Catalog	"100506113,5635,6660,202243,54790,9221,9736,23051,85004,3084,5136,2066,19,54805,83998,51232,10786,140836,145957,54822,54823,4649,3626,161835,54828,3632,79921,5174,23094,55867,3643,124989,54843,3131,57406,1602,100506691,2119,3146,2122,100422737,24149,2646,90,2651,92,6239,23136,8289,2146,23649,3172,654433,3174,3177,23660,27246,122481,115,64116,1653,124535,54904,2683,8315,728190,9855,2686,8834,57475,54920,134285,2191,100526737,80018,659,10906,53917,58528,9379,4772,342184,100507308,3251,182,5303,4790,2746,375484,387775,23235,118980,123591,4296,7369,2762,8395,23243,6655,25806,5834,5837,9429,9943,217,2778,9948,2780,51422,221,93408,79068,738,5871,169714,79603,80114,29945,90874,256764,4862,152831,80128,7422,64768,5891,51460,84230,81671,1800,54537,9482,55561,100506380,55567,10003,23316,2324,101927700,23317,29974,8476,56606,541471,220963,554279,79659,23341,5937,120114,7476,55604,10550,101928248,283450,84285,28992,22848,25921,57666,10050,2887,55114,83786,26959,80724,79703,105377623,8537,22874,57178,348,8029,54622,1373,5468,10599,221035,7021,9071,22895,9073,6514,126321,11124,116085,11126,7029,23418,57214,11136,145282,57733,84870,5000,101929353,7050,55690,59277,51085,5526,29079,3480,5017,6554,90523,23460,152485,6568,8110,6575,222643,6581,81846,7104,57794,4036,135112,11214,9679,26064,137682,80339,55252,85461,84959,5602,26084,10725,4580,9703,23017,8170,26091,2029,6642,2037,6646,3062,23030,283129,117245,348158,117247"	
Genetic	EFO_0004765	GWAS Catalog	"101926913,9735,54796,5137,2066,5143,3097,124446,150577,56893,4160,5184,576,1608,54858,157777,23635,9312,23139,23140,65125,54887,6251,100861552,115,64116,27253,253559,8312,58489,125,2696,9866,2186,137868,51341,100101267,57493,57497,9369,9378,5287,57512,23211,26289,57521,54970,5819,5310,27327,3777,5314,374470,221895,202,54986,645323,1742,64215,134359,353500,79068,744,55534,2802,29942,29945,23294,29951,9472,2309,1806,10003,101927700,102724373,3355,100505894,57648,11059,254263,221496,4927,64839,146760,23373,55118,80726,22871,158038,84315,5468,282973,729950,25953,342372,25970,6532,59269,84870,101669767,84871,64901,83851,55705,100287898,84894,9632,83873,8618,2475,441263,80309,255928,955,121793,26053,9671,131034,50650,10207,10725,203238,5607,23017,8683,3064"	
Genetic	EFO_0004771	GWAS Catalog	"2176,389,9734,7482,80310,4343,5081,23002,341019,5727"	
Genetic	EFO_0004792	GWAS Catalog	"105375622,406,4521,23209,23081,4782,100506930,79668,81844,6196,54456,8379,29886,5054,51271,338645,64864,8558,6513,26227,8821,4216"	
Genetic	EFO_0004799	GWAS Catalog	"221955,11015,158219,6927,57619,6555,158,6822,100505515,9516,1581,10430,7104,55107,23112,80339,23677,2646,157273,987,2524,2525,1373,79068,25953,3172,221035,221037,157680,64241,445815,5244,8189"	
Genetic	EFO_0004808	GWAS Catalog	"3075,3939,4814,9332,283316,2646,9846,23161,1435,28,23166"	
Genetic	EFO_0004819	GWAS Catalog	"3075,5325,5709,401264,63892,728724,56949,56729,199675,10908,1021"	
Genetic	EFO_0004832	GWAS Catalog	"7299,6403,26115,79750,651,652,100048912,8850,221458,10516,1305,341019,10395,5915,84125,56479,25890,7332,85415,220202,4140,54828,81839,646960,400945,84913,115123,7477,54715,11200,89795,4036,89796,105372360,2889,2762,23499,645323,27086,29775,64081,4052,22998,107985879,11095,473,55770,64220,140766,57188,51684,23143,63976,1000,2153,9201,26610,10867,55666,401014,51196,23037"	
Genetic	EFO_0004838	GWAS Catalog	"140803,152579,54790,124935,105369609,3082,3083,79370,51725,23054,51726,3087,10257,5139,54810,28,9247,9759,124906016,4130,55840,54828,222255,8751,51252,1591,6711,55353,54842,4154,135228,728637,23102,54847,6720,2625,5184,6205,54852,157769,3146,151636,2646,56920,157273,161882,54877,6239,10335,53345,84066,154214,100507240,54890,129642,27247,64116,2678,9846,9848,1145,200312,3707,3708,54910,9855,6786,23682,8836,84623,254102,81562,56987,9377,55970,26273,54437,81575,2217,54954,3241,57513,10413,3758,57523,3251,3257,57530,8890,118461,29886,10430,25797,374986,8395,256714,2767,9424,104266961,8402,83666,2260,213,3798,2776,2778,5339,51422,5345,1761,90342,550631,54502,55532,55024,2804,29941,25849,1788,3836,3839,80128,165631,57092,57605,1800,440584,5899,57102,55055,5906,57620,22818,1827,10019,23338,8491,254251,9515,6446,2863,2352,285489,79664,2869,22837,57655,79671,130872,84795,4926,729920,11072,22848,146754,833,57157,399687,9545,846,26959,57680,6484,9047,23383,94039,57178,132954,5468,1373,1889,867,26986,368,6513,6002,6521,894,55167,898,284546,11143,26504,904,84871,2444,51085,10636,109729174,80790,84888,441242,3483,6558,220064,1952,100128675,27044,23460,94121,147372,84909,2990,64943,942,114609,64430,255411,3516,55230,56261,5577,23499,284111,463,23505,5592,50650,8669,79841,84961,5608,84969,84456,490,730091,51177,27115,83439,1520,55793,3059,1021,5119"	
Genetic	EFO_0004844	GWAS Catalog	"54916,8200,6871,26059,54606,375790,377841,79858,56243,1301,158038,149047,9496,8603"	
Genetic	EFO_0004870	GWAS Catalog	"10114,6660,9477,25862,2068,5144,55705,4249,222235,57117,55582,340515,101927844,9254,23207,121256,23341,9646,80318,101927873,5702,6092,158158,157273,55002,93273,90459,26207,114786,55779,2533,9832,1004,84077,23279,4211,758,3190,4090"	
Genetic	EFO_0004872	GWAS Catalog	"64067,5159,712,101929705,2153,221037,6546,56884,5270,5046,28"	
Genetic	EFO_0004874	GWAS Catalog	"6787,55830,83478,55193,110175910,201134,64943,219578,5819,1600,10452,5592,348,64094,3697,26354,3700,440957,23166"	
Genetic	EFO_0004995	GWAS Catalog	"5122,8200,10249,5139,253461,101927957,129563,2587,7201,54822,79915,54832,55857,2099,7227,10301,2120,594,2646,127579,54881,8817,627,115,56952,91768,114818,58499,8835,2693,23704,153241,2202,23211,5295,176,2737,8897,27332,221895,5324,10454,10460,79068,23272,8943,5371,8448,2309,644873,1804,272,4883,57623,89887,22820,254251,57153,51523,3400,11083,1373,1889,8546,57188,11124,1910,1912,7033,57211,896,440714,9612,51085,55701,55705,55719,22955,6584,59338,5069,11214,22992,4052,9686,9692,8673,51170,266722,84456,23017,7157,4091,1021"	
Genetic	EFO_0005001	GWAS Catalog	"11169,10786,6568,3818,23325,79023,5053,368,5939,8501,1373"	
Genetic	EFO_0005002	GWAS Catalog	"11136,9057,4357,383,84138,10157,6542,283377,492307,133686,123096,7263"	
Genetic	EFO_0005035	GWAS Catalog	"146433,374786,23043,253827,2309,105369609,1803,6801,5906,26259,83989,375449,2202,80031,102682016,84900,643749,5157,90025,2737,23090,79794,100129716,84918,101929664,9024,81858,57282,57541,399818,64077,11214,9679,9423,117583,23245,23637,2009,5595,348,286046,8567,23648,11104,105369187,79718,100131814,55277,57459,4212,66037,23286,5110,7029,2555,6911"	
Genetic	EFO_0005036	GWAS Catalog	"7168,514,7171,26119,10767,10257,144406,28,10788,4650,79411,23095,400954,11329,53827,81,140885,10326,2646,157273,79961,342618,5214,23135,54879,23143,6251,8816,79987,9844,8821,9846,50807,91768,1145,79993,30845,81027,128646,8328,1161,142,553103,57488,6801,5270,23199,163,4778,1201,23218,91828,5814,9911,107985092,9927,23240,9415,10954,7372,6861,57551,9424,104266961,722,51411,283349,5336,26330,5339,153830,55024,7409,55030,4343,375033,4352,5899,8974,7450,6938,22818,10019,113444,25893,11046,8997,81704,5939,55604,57140,84790,57142,25914,830,79683,55619,8528,8019,80724,148823,57178,55139,867,7015,51564,221037,80762,10109,85377,22927,6547,55193,7066,101927323,2972,1950,5023,55711,79774,11176,10666,647087,84912,948,727993,10171,85440,222658,26052,8646,80339,114132,50650,11226,63976,10728,101927921,1523,6643,11252,9717"	
Genetic	EFO_0005047	GWAS Catalog	"375298,9736,10767,10260,7701,3098,28,23075,51251,6708,11322,7227,5693,5193,2639,10320,29781,53335,399959,3672,342618,3676,10347,51312,56952,64123,114818,8328,51341,8347,163,91300,7332,23205,6311,26284,54454,92346,7866,9921,716,83660,2766,104266961,2771,10963,5337,352990,8927,54498,84196,145645,5357,84717,6911,106660609,55553,440584,644873,84747,9997,541471,25893,164656,220980,10036,6455,50506,84811,9049,348,25959,92521,93550,128368,6513,55666,6006,6521,7036,7037,896,148870,147339,55692,84879,140688,5520,7068,6558,55219,948,55731,6584,94137,121274,10171,22978,8131,165324,8140,7145,3050,388588,493,221687,55289"	
Genetic	EFO_0005055	GWAS Catalog	"143872,1026,23042,23047,9736,3084,11278,5136,26133,83478,51232,387119,400950,4666,3131,10301,6732,88,161882,101929567,105369187,50805,10365,8842,10891,4774,51366,3752,140467,6331,4286,652991,6336,2241,64710,3784,6857,6345,104968399,9940,9941,54497,79586,51434,285419,101928687,4853,4862,6910,100506885,6938,57644,388403,348980,199990,9531,57659,23363,8522,845,80206,143187,857,222553,7514,84320,285025,9570,101928303,10611,11124,282996,10627,340359,133522,94103,3480,8609,138151,7086,26037,55735,26040,54715,5578,59343,93649,2009,83938,63976,93166,23022,23024,2034,9722,1021,4606,23039"	
Genetic	EFO_0005058	GWAS Catalog	"262,348174,7567,6927,5523,144406,4004,164,9784,91833,5053,221895,117247,9681,80339,91862,84059,1373,605,84961,3172,2534,10599,221037,283377,127"	
Genetic	EFO_0005059	GWAS Catalog	"115072896,114818,114569,84236,553103,728464,117145,56990,35,4772,85413,220963,390439,6583,23097,2110,1856,11332,9033,165324,1742,8528,100506457,8925,1376,100506082,10599,5481,8825"	
Genetic	EFO_0005088	GWAS Catalog	"1761,1062,7015,101927688,9673,27306,283659,7371,63978,8379,55729,55159,8888,5307,4254"	
Genetic	EFO_0005090	GWAS Catalog	"1029,64005,101928455,115727,26127,79890,3092,2581,206358,79895,7704,29,1053,100507679,2078,200734,7203,2595,51195,9256,4141,4144,8754,60468,54838,8763,10301,399939,54852,101929541,55876,23108,4170,4173,5709,10320,2131,596,3579,161882,8794,604,51291,3676,79966,5728,8288,92,9315,54887,6760,23149,113263,6261,56952,8826,92797,439934,6786,3717,9862,284805,8328,84106,5770,58513,23185,148113,728724,9368,1178,23199,2212,2215,2734,6319,25778,8372,53944,3772,285180,84167,4299,100289230,1232,104266961,5329,51411,79572,105376468,10970,5341,10477,54518,8439,763,4353,2308,81671,23313,2322,10003,23316,11031,8477,56606,541471,2334,5922,10019,5929,30008,825,344892,1859,55107,11078,22856,23370,51530,339789,10581,9559,148823,23383,90459,26973,861,25953,2920,7529,23401,57707,11113,9586,114548,80762,81796,5000,29072,140688,10139,1441,29091,101927844,421,85414,5029,121260,64429,945,948,10166,6583,4025,727993,5564,149950,85441,29125,5062,23495,1990,969,1997,9679,55248,4055,5591,170463,2528,102723557,84456,2029,3568,51185,3575,4602,3067,51196,1021"	
Genetic	EFO_0005093	GWAS Catalog	"23042,388228,2309,84870,253959,2696,8200,22795,54805,253461,6934,57623,26009,10906,9369,10393,8091,799,55327,9378,54822,23211,254251,90288,1586,22837,7227,4160,100289092,4175,26579,23129,348,2780,79068,29919,57188,54887,84456,23017,6249,487,6633,109,7021,7153,112755,11124,84083,91252,253559,115,2036,54901"	
Genetic	EFO_0005106	GWAS Catalog	"3714,81794,84870,8200,5139,253461,2070,2202,8091,256158,79915,254251,176,646576,22837,10301,5184,23233,7490,100113403,54984,51277,57678,80339,80726,2646,2264,89,2138,2139,348,5468,54622,127579,10714,93,79068,53345,57188,84456,116841,23274,64757,57211,125"	
Genetic	EFO_0005112	GWAS Catalog	"59269,60678,6919,400655,253461,411,101928478,389170,89780,85301,90167,54332,150468,3781,7881,93134,5587,2776,54361,84316,200424,111,56945,11124,284408"	
Genetic	EFO_0005116	GWAS Catalog	"4116,1558,26,28,33,10786,35,34,1577,1579,51755,51,6196,91703,133688,54346,5715,605,8801,283238,23660,114294,2678,26234,124,125061,196743,54922,80017,7840,26275,6822,347853,10965,9942,4833,200420,112869,55526,249,390916,1800,389396,54558,1312,2346,23341,30001,51512,84795,10050,9027,55114,254295,1373,26471,10599,8564,8574,11136,2946,57733,64902,6540,5524,410,90525,6051,6568,6580,54716,26056,978,3034,23518,23523,123876,142827,23549"	
Genetic	EFO_0005128	GWAS Catalog	"125058,150280,11273,393,9873,7187,22936,85021,1950,25780,4790,54715,1601,23495,9415,6480,1235,596,10198,115548,864,3554,256227,2029,55289,23164"	
Genetic	EFO_0005130	GWAS Catalog	"169792,10050,1733,100506885,10599,26280,1734,100996490,9611,84623,203447,115353,6906"	
Genetic	EFO_0005134	GWAS Catalog	"6539,6540,83449,7840,32,10274,374569,10617,2346,6196,22837,2746,283971,587,9429,2646,22877,5602,100506083,200420,3174,105369192,6517,5625,9466"	
Genetic	EFO_0005140	GWAS Catalog	"7297,7173,8840,5771,10125,2191,2065,2322,101928337,90134,10019,7332,6775,10666,57514,10154,126129,150962,60468,6584,4664,4026,3899,116028,10301,101928376,84159,2625,102723649,105370177,374470,59338,105374540,100996941,10318,3663,26191,23505,124626,10451,7038,114904,100506457,217,57178,399715,53347,100131814,3559,1512,84461,5869,1776,113,9844,5878,4982,125950"	
Genetic	EFO_0005193	GWAS Catalog	"2528,2530,51111,3912,8911,6480,54480,8434,22994,60468,124565,9145,10320,4248,3097,2683,861,6655"	
Genetic	EFO_0005210	GWAS Catalog	"55297,23043,6664,10761,56853,54805,84501,83989,124906016,55328,4133,8751,400945,9779,387640,56896,51274,344148,54870,399959,54874,5727,23139,1124,105369187,284260,23143,2670,64116,401014,8829,4734,2175,10371,3716,196740,91782,57480,4233,84107,10381,6801,728724,3732,8854,7319,10393,84125,118429,163486,285857,9891,81578,10418,3773,23233,2242,105377986,89795,89797,4299,23245,169166,9423,23248,6869,166614,5339,51422,55521,23281,65268,4343,23293,285441,5890,6913,2309,6405,1800,1290,1803,152330,8974,29966,8464,1809,221458,22800,10000,22801,7444,1808,84250,284,93986,10019,91942,7979,9520,120114,51512,30011,9024,91461,11078,11095,6491,348,8028,11105,57698,1902,11119,57710,284018,11124,55671,7545,440193,253827,51588,157574,57224,64919,60312,117154,83882,100129195,1462,55222,54716,23493,6092,27086,9679,466,100506581,85464,473,23002,2009,100505566,996,400359,5095,5099,55789,344558,23026,1016,2042"	
Genetic	EFO_0005213	GWAS Catalog	"1545,83468,253461,85021,101926941,10272,51232,10274,136227,127018,10283,10801,389177,596,401492,3673,101978719,54879,23137,1634,140901,27241,10349,439921,1140,401014,56952,57486,84627,10899,2200,2201,55454,10402,6310,27303,57512,64682,79023,2737,103689912,84159,170691,170692,84168,4306,79058,218,388324,84708,79083,80114,1277,1285,81671,1289,64778,1291,129804,1292,6925,1293,1296,6934,1303,6422,5913,541471,290,7477,3899,169792,22856,8522,151887,138065,8019,11095,79705,860,6497,51559,9577,1902,55666,7042,145282,4485,105370503,79751,2959,109729174,60312,441242,266655,23460,421,9637,11174,7082,8110,201134,4017,947,9140,11193,727993,85439,80326,56265,59338,4046,27086,11214,9679,3026,137682,4052,11226,128989,100505566,285668,730091,7150,4088"	
Genetic	EFO_0005230	GWAS Catalog	"92675,8708,9348,23558,23174,137868,9870,23314,54805,56853,23196,163486,9118,5664,6688,101929378,4774,100505894,79794,283571,11188,2357,283446,54838,203062,84148,54715,22978,253559,9671,5064,23166,645323,80335,11344,57685,158038,54106,104355292,6622,5727,8567,326625,79841,23264,5096,57706,23788,83694,10991,3697,627,3699,51319,9978,25981,9726"	
Genetic	EFO_0005243	GWAS Catalog	"4353,3075,9862,6184,54828,84941,55181,63892,728724,284759,22843,4925,6238"	
Genetic	EFO_0005271	GWAS Catalog	"6531,101927043,79109,25862,57479,137868,6925,1806,54927,5523,1813,5142,8729,56479,80031,101929378,93986,100129060,4133,196264,80169,150572,9901,140469,105371830,4149,7225,54715,8379,140733,283455,169792,1600,339263,51780,26053,51144,23113,25802,26059,4297,55116,5066,283856,10960,80336,100133205,2775,157273,84186,93145,8028,23261,201562,9567,401247,326625,5090,995,9698,79068,2915,5096,23657,6252,388336,55024,101927152,4211,64116,3062,50807,79864,4857,4090,55167"	
Genetic	EFO_0005318	GWAS Catalog	"650,7434,54805,56479,5923,646960,2741,7477,5949,3908,5959,54859,79698,57689,84319,125919,284654,6641,8312"	
Genetic	EFO_0005423	GWAS Catalog	"79875,10243,101928978,100132891,28,10267,391195,101928989,8226,40,2104,57413,51283,79956,401491,284757,2139,114788,53353,57451,57452,108,221294,4212,6263,120,132,80005,92293,57482,55435,57484,10392,647323,80028,80031,53407,4257,6307,51371,57522,185,407738,57532,57537,114884,104169671,57554,221395,84187,84190,57568,2272,100133091,51435,57580,55553,440585,55576,6424,57628,288,51493,131368,320,80206,4430,643414,22871,57689,282974,57705,375,4481,80262,55691,22926,55714,10659,10666,63917,256435,8631,29119,80323,51654,22982,22985,22986,8650,22999,10718,23007,8672,23012,491,641516,84460,23026,4604,23037,143872,23043,55816,55832,4638,8736,8738,414243,101927460,152100,10791,23090,101927480,2632,596,10840,100506207,23143,27241,55914,2674,10873,6786,2692,4745,137868,4753,8854,10903,8856,2720,4773,101927592,137902,2741,6854,221895,23240,23245,101927629,23247,105378516,64215,283358,56034,2786,10982,8943,23281,137970,6899,166647,23288,100506380,781,101929745,101927700,8986,64282,105370401,54064,832,283459,2888,2894,117583,9044,54103,100506457,863,23395,11113,4978,285555,4995,901,105370503,84893,2977,84899,11174,164781,56243,7093,7099,5071,23505,101927891,5077,64478,11234,5099,5101,1006,1012,91133,103695365,441355,171019,1036,11278,5142,5144,23583,23590,5169,343099,144453,23635,285780,5205,23639,64601,9315,1124,158866,728215,9378,25769,199857,91316,29886,101928132,29906,100506835,25814,5334,283867,79068,5345,56547,7402,25836,199920,5362,25849,9465,7421,9472,29970,105372950,100885789,64798,7453,9522,9534,7486,286016,50507,54606,9555,9568,7528,9586,25973,347516,1406,56704,91522,5522,5529,343450,93594,26010,400794,5547,54715,5580,5583,104355287,5593,50650,5597,1501,1515,91653,54796,9745,5649,9749,9758,9760,9764,642597,65065,128553,26156,9779,65084,1600,1607,3660,1630,56934,9836,3694,3696,5746,83592,728724,102467225,100507291,5789,56990,81570,3747,56998,5799,79582,79590,55016,1768,3824,83698,1793,1794,220929,55048,130827,57101,79632,1809,55068,91942,81704,100874028,134957,55092,1859,339788,10060,79698,128861,57188,5991,284525,79726,92017,10098,1909,1911,10106,57211,6014,81793,26507,3980,3990,221078,26524,1956,81832,79785,10154,81846,8131,647107,10186,161742,26578,2004,255967,10207,83938,112616,10225,55286,55289"	
Genetic	EFO_0005424	GWAS Catalog	"26115,6405,130827,84108,5519,11281,23314,5523,64919,10019,6444,127795,9779,2104,4286,9535,10564,284613,26053,130132,203238,729830,9577,83698,253559,1789"	
Genetic	EFO_0005524	GWAS Catalog	"4035,23075,9734,6311,57608,101928496,2321,64241,152273,3988,1909,4018,3570,5045,28,2335"	
Genetic	EFO_0005543	GWAS Catalog	"1956,23012,728294,7015,2893,100048912,389073,10000,23187,728724,7157,66002"	
Genetic	EFO_0005664	GWAS Catalog	"7840,8833,200420,25893,85413,1384,58510,5524,55770,1757"	
Genetic	EFO_0005665	GWAS Catalog	"440193,79746,1284,57480,51466,54800,2202,163486,7455,133923,65065,9644,51,85302,9148,2632,22984,201292,2125,55759,64978,81619,5586,51285,100506581,123099,348,286046,91107,4836,157285,4846,22905"	
Genetic	EFO_0005671	GWAS Catalog	"55553,64901,23174,84871,7690,26251,440970,54927,140688,5137,9722,403,2065,56853,5142,642968,3480,93210,100996635,146330,80031,5792,171425,339874,91942,25766,123688,388135,23338,64168,6326,57532,79038,27327,91584,150465,101926977,3658,57419,4684,6092,54858,7375,22986,23762,1620,284757,107985879,23261,1630,83943,497258,57451,5101,84717,221935,23536,1137,1136,118,283254,114042,27132"	
Genetic	EFO_0005677	GWAS Catalog	"55553,1795,124045,23054,9229,9745,406,3480,57113,2969,55070,26999,5154,27127,55719,40,23081,27306,23338,347689,389421,127138867,3131,53833,3662,2646,79068,55007,100506465,57448,105,55660,221037,100996590,101928687,60529,100129781,7799,79864,148345,100113403"	
Genetic	EFO_0005680	GWAS Catalog	"23042,158219,2444,51085,23051,6927,3083,19,3990,8854,146456,27161,3482,9755,28,1952,7332,23460,116519,6311,2217,9388,1071,8882,4018,6580,63925,22837,949,51129,5819,7227,85440,57794,283460,9415,8647,4299,3156,2646,55254,157273,5467,2524,348,23387,5340,53345,57572,3172,9701,746,23788,221037,22895,64241,4598,255738"	
Genetic	EFO_0005760	GWAS Catalog	"6820,54854,4680,653677,28,100996590,54097,1048,2523,2524,1628"	
Genetic	EFO_0005782	GWAS Catalog	"7299,132,92421,54536,360200,22795,101926926,2706,1299,23187,84501,2070,125336,60313,27161,1690,222235,105373853,64283,9892,37,4646,8871,4008,83892,6711,5048,64699,7739,375611,84159,113730,25794,3652,80323,11078,2887,64072,256714,1742,1488,105378386,118611,101927891,24149,286676,29781,644186,79068,10205,5597,22885,149483,7275,401262,645104,55666,80115,5747,89845,83959,57465,155006"	
Genetic	EFO_0005854	GWAS Catalog	"23168,9730,132612,919,28,2207,6817,8099,4773,6311,107075116,164781,60468,4790,7096,4026,121665,105370177,221895,339789,403150,6095,124626,7764,5334,473,2139,728294,23274,3696,319089,285045,246,3575,4088,8826,10111"	
Genetic	EFO_0005917	GWAS Catalog	"8631,114818,5187,9254,6695,79591,5099,10991,8943,7444,6262,80279,2555,54715,4317"	
Genetic	EFO_0005941	GWAS Catalog	"6913,5890,100506115,57188,6310,22891,109,11095,400945,100132594,259283,11124,596,406,5468,5592,2524"	
Genetic	EFO_0006312	GWAS Catalog	"10767,144406,9238,28,94239,10785,23075,257062,1071,199223,9792,1607,72,103695433,60488,5709,126549,10326,140885,3579,157273,161882,51291,10336,6240,100,4209,4731,23165,638,6786,81027,9862,2185,6794,64651,9361,728724,7321,2207,5794,79016,1716,7874,5316,2244,9927,57551,317649,5329,27349,2266,116444,116447,6372,55024,25851,4860,643837,554251,84749,29969,22818,292,55604,57140,27131,51517,328,56652,144717,55636,10581,55643,861,9572,401253,7015,2920,11113,7019,3949,221037,8558,100303728,3953,9586,55669,1398,57719,158584,284029,391,63892,7066,7067,55711,1441,83878,10666,647087,80305,948,4025,9146,727993,5564,10171,9667,26052,102725068,284110,101929423,59345,50650,11232,51684,3557,63976,449520,101927921,1523,10743,8698,55803,1021"	
Genetic	EFO_0006332	GWAS Catalog	"79683,23461,151176,50506,7018,10767,164656,10320,3570,55604,7036,10590"	
Genetic	EFO_0006334	GWAS Catalog	"10246,51560,2153,50506,7018,10767,164656,66000,100133205,7037,6238"	
Genetic	EFO_0006340	GWAS Catalog	"143872,1027,90637,5136,10769,54805,83478,4634,341019,101926941,2078,9759,23075,399909,4134,4650,10287,3632,10801,23090,1586,54838,400954,3643,390205,3141,583,79944,134728,2122,9807,24149,65110,64093,10846,81502,102723165,128611,2662,9320,4205,3693,57455,51312,54897,6259,112755,64116,401014,51319,58489,64641,23683,3207,57480,9351,197258,3217,80018,100101267,51347,5781,3221,1687,111216280,2201,8347,7325,5789,1185,5795,84133,4773,81575,6311,183,103689912,3767,204474,162494,27327,7871,3777,2242,5314,2250,645323,2765,84688,152273,217,84186,2778,440028,10461,79068,4836,144100,57580,4846,9457,4343,57597,23293,255743,55553,57602,79109,776,79628,783,101927697,4881,1299,23316,9497,84251,7453,10533,23335,254251,5420,134957,57139,220980,8502,283450,7482,829,28996,23365,57158,23371,84310,1879,5467,80731,6494,2917,7525,7015,133482,55147,51564,5493,6517,64375,445815,898,91012,59269,905,55689,9101,403,63892,80790,84890,5530,9628,1445,2983,4524,5045,80315,57787,57282,22978,65986,26053,5578,5581,4046,137682,26579,101927891,440275,10198,473,987,23516,102723548,5596,479,6625,7140,219621,63976,7145,490,2028,93166,23030,51196"	
