NCBI Gene ID A	NCBI Gene ID B	Network/Network Coverage	Analysis Set	Model Number	pTM	ipTM	Model Confidence
6598	7290	iRefIndex	Network Specific	2	0.38	0.18	0.22
6598	7290	iRefIndex	Network Specific	3	0.39	0.29	0.31
6598	7290	iRefIndex	Network Specific	4	0.39	0.25	0.278
11171	83732	iRefIndex	Network Specific	0	0.42	0.16	0.212
11171	83732	iRefIndex	Network Specific	1	0.43	0.19	0.238
11171	83732	iRefIndex	Network Specific	2	0.44	0.19	0.24
11171	83732	iRefIndex	Network Specific	3	0.42	0.16	0.212
11171	83732	iRefIndex	Network Specific	4	0.42	0.16	0.212
3675	7106	iRefIndex	Network Specific	0	0.61	0.36	0.41
3675	7106	iRefIndex	Network Specific	1	0.55	0.17	0.246
3675	7106	iRefIndex	Network Specific	2	0.56	0.18	0.256
3675	7106	iRefIndex	Network Specific	3	0.57	0.3	0.354
3675	7106	iRefIndex	Network Specific	4	0.54	0.26	0.316
64223	64798	iRefIndex	Network Specific	0	0.48	0.19	0.248
64223	64798	iRefIndex	Network Specific	1	0.49	0.21	0.266
64223	64798	iRefIndex	Network Specific	2	0.48	0.17	0.232
64223	64798	iRefIndex	Network Specific	3	0.48	0.2	0.256
64223	64798	iRefIndex	Network Specific	4	0.48	0.17	0.232
3315	9055	iRefIndex	Network Specific	0	0.43	0.24	0.278
3315	9055	iRefIndex	Network Specific	1	0.42	0.19	0.236
3315	9055	iRefIndex	Network Specific	2	0.43	0.25	0.286
3315	9055	iRefIndex	Network Specific	3	0.43	0.24	0.278
3315	9055	iRefIndex	Network Specific	4	0.46	0.21	0.26
1187	57536	iRefIndex	Network Specific	0	0.52	0.19	0.256
1187	57536	iRefIndex	Network Specific	1	0.48	0.16	0.224
1187	57536	iRefIndex	Network Specific	2	0.49	0.18	0.242
1187	57536	iRefIndex	Network Specific	3	0.49	0.21	0.266
1187	57536	iRefIndex	Network Specific	4	0.49	0.17	0.234
7525	9260	MatrixDB	Network Specific	0	0.46	0.17	0.228
7525	9260	MatrixDB	Network Specific	1	0.47	0.2	0.254
7525	9260	MatrixDB	Network Specific	2	0.44	0.18	0.232
7525	9260	MatrixDB	Network Specific	3	0.41	0.21	0.25
7525	9260	MatrixDB	Network Specific	4	0.43	0.37	0.382
5036	6158	MatrixDB	Network Specific	0	0.69	0.15	0.258
5036	6158	MatrixDB	Network Specific	1	0.69	0.17	0.274
5036	6158	MatrixDB	Network Specific	2	0.69	0.15	0.258
5036	6158	MatrixDB	Network Specific	3	0.7	0.18	0.284
5036	6158	MatrixDB	Network Specific	4	0.71	0.21	0.31
10469	116173	MatrixDB	Network Specific	0	0.34	0.19	0.22
10469	116173	MatrixDB	Network Specific	1	0.39	0.2	0.238
10469	116173	MatrixDB	Network Specific	2	0.35	0.18	0.214
10469	116173	MatrixDB	Network Specific	3	0.32	0.16	0.192
10469	116173	MatrixDB	Network Specific	4	0.34	0.23	0.252
224	84557	MatrixDB	Network Specific	0	0.76	0.15	0.272
224	84557	MatrixDB	Network Specific	1	0.76	0.14	0.264
224	84557	MatrixDB	Network Specific	2	0.76	0.14	0.264
224	84557	MatrixDB	Network Specific	3	0.76	0.17	0.288
224	84557	MatrixDB	Network Specific	4	0.76	0.12	0.248
144100	5358	MatrixDB	Network Specific	0	0.4	0.22	0.256
144100	5358	MatrixDB	Network Specific	1	0.39	0.25	0.278
144100	5358	MatrixDB	Network Specific	2	0.39	0.24	0.27
144100	5358	MatrixDB	Network Specific	3	0.39	0.22	0.254
144100	5358	MatrixDB	Network Specific	4	0.39	0.24	0.27
23011	6389	MatrixDB	Network Specific	0	0.67	0.19	0.286
23011	6389	MatrixDB	Network Specific	1	0.66	0.19	0.284
23011	6389	MatrixDB	Network Specific	2	0.67	0.21	0.302
23011	6389	MatrixDB	Network Specific	3	0.67	0.22	0.31
23011	6389	MatrixDB	Network Specific	4	0.67	0.2	0.294
10535	51105	MatrixDB	Network Specific	0	0.61	0.35	0.402
10535	51105	MatrixDB	Network Specific	1	0.63	0.25	0.326
10535	51105	MatrixDB	Network Specific	2	0.59	0.16	0.246
10535	51105	MatrixDB	Network Specific	3	0.61	0.21	0.29
10535	51105	MatrixDB	Network Specific	4	0.62	0.2	0.284
3837	9219	MatrixDB	Network Specific	0	0.51	0.21	0.27
3837	9219	MatrixDB	Network Specific	1	0.53	0.19	0.258
3837	9219	MatrixDB	Network Specific	2	0.52	0.26	0.312
3837	9219	MatrixDB	Network Specific	3	0.5	0.32	0.356
3837	9219	MatrixDB	Network Specific	4	0.51	0.21	0.27
10856	2885	MatrixDB	Network Specific	0	0.44	0.15	0.208
10856	2885	MatrixDB	Network Specific	1	0.45	0.11	0.178
10856	2885	MatrixDB	Network Specific	2	0.43	0.1	0.166
10856	2885	MatrixDB	Network Specific	3	0.5	0.14	0.212
10856	2885	MatrixDB	Network Specific	4	0.47	0.11	0.182
55362	6510	MatrixDB	Network Specific	0	0.52	0.17	0.24
55362	6510	MatrixDB	Network Specific	1	0.53	0.22	0.282
55362	6510	MatrixDB	Network Specific	2	0.55	0.21	0.278
55362	6510	MatrixDB	Network Specific	3	0.52	0.17	0.24
55362	6510	MatrixDB	Network Specific	4	0.56	0.24	0.304
285282	5599	MatrixDB	Network Specific	0	0.58	0.2	0.276
285282	5599	MatrixDB	Network Specific	1	0.58	0.2	0.276
285282	5599	MatrixDB	Network Specific	2	0.57	0.17	0.25
285282	5599	MatrixDB	Network Specific	3	0.55	0.16	0.238
285282	5599	MatrixDB	Network Specific	4	0.57	0.18	0.258
10097	6950	MatrixDB	Network Specific	0	0.51	0.15	0.222
10097	6950	MatrixDB	Network Specific	1	0.51	0.12	0.198
10097	6950	MatrixDB	Network Specific	2	0.5	0.13	0.204
10097	6950	MatrixDB	Network Specific	3	0.52	0.13	0.208
10097	6950	MatrixDB	Network Specific	4	0.51	0.15	0.222
3159	4772	MatrixDB	Network Specific	0	0.41	0.15	0.202
3159	4772	MatrixDB	Network Specific	1	0.29	0.11	0.146
3159	4772	MatrixDB	Network Specific	2	0.33	0.14	0.178
3159	4772	MatrixDB	Network Specific	3	0.36	0.17	0.208
3159	4772	MatrixDB	Network Specific	4	0.32	0.15	0.184
79149	90317	MatrixDB	Network Specific	0	0.21	0.17	0.178
79149	90317	MatrixDB	Network Specific	1	0.24	0.15	0.168
79149	90317	MatrixDB	Network Specific	2	0.21	0.16	0.17
79149	90317	MatrixDB	Network Specific	3	0.21	0.15	0.162
79149	90317	MatrixDB	Network Specific	4	0.22	0.16	0.172
122953	26145	MatrixDB	Network Specific	0	0.29	0.37	0.354
122953	26145	MatrixDB	Network Specific	1	0.29	0.11	0.146
122953	26145	MatrixDB	Network Specific	2	0.3	0.12	0.156
122953	26145	MatrixDB	Network Specific	3	0.29	0.13	0.162
122953	26145	MatrixDB	Network Specific	4	0.29	0.25	0.258
2861	575	MatrixDB	Network Specific	0	0.41	0.42	0.418
2861	575	MatrixDB	Network Specific	1	0.34	0.23	0.252
2861	575	MatrixDB	Network Specific	2	0.34	0.24	0.26
2861	575	MatrixDB	Network Specific	3	0.33	0.26	0.274
2861	575	MatrixDB	Network Specific	4	0.33	0.25	0.266
1327	1347	MatrixDB	Network Specific	0	0.24	0.08	0.112
1327	1347	MatrixDB	Network Specific	1	0.28	0.15	0.176
1327	1347	MatrixDB	Network Specific	2	0.22	0.11	0.132
1327	1347	MatrixDB	Network Specific	3	0.25	0.12	0.146
1327	1347	MatrixDB	Network Specific	4	0.23	0.11	0.134
3068	84271	MatrixDB	Network Specific	0	0.21	0.12	0.138
3068	84271	MatrixDB	Network Specific	1	0.19	0.08	0.102
3068	84271	MatrixDB	Network Specific	2	0.22	0.16	0.172
3068	84271	MatrixDB	Network Specific	3	0.19	0.08	0.102
3068	84271	MatrixDB	Network Specific	4	0.21	0.13	0.146
2307	64978	MatrixDB	Network Specific	0	0.42	0.14	0.196
2307	64978	MatrixDB	Network Specific	1	0.44	0.28	0.312
2307	64978	MatrixDB	Network Specific	2	0.42	0.12	0.18
2307	64978	MatrixDB	Network Specific	3	0.43	0.13	0.19
2307	64978	MatrixDB	Network Specific	4	0.42	0.12	0.18
2335	7791	MatrixDB	Network Specific	0	0.34	0.24	0.26
2335	7791	MatrixDB	Network Specific	1	0.31	0.15	0.182
2335	7791	MatrixDB	Network Specific	2	0.31	0.15	0.182
2335	7791	MatrixDB	Network Specific	3	0.29	0.18	0.202
2335	7791	MatrixDB	Network Specific	4	0.31	0.2	0.222
10598	2289	MatrixDB	Network Specific	0	0.72	0.57	0.6
10598	2289	MatrixDB	Network Specific	1	0.61	0.19	0.274
10598	2289	MatrixDB	Network Specific	2	0.6	0.18	0.264
10598	2289	MatrixDB	Network Specific	3	0.67	0.42	0.47
10598	2289	MatrixDB	Network Specific	4	0.73	0.63	0.65
1386	8880	MatrixDB	Network Specific	0	0.2	0.15	0.16
1386	8880	MatrixDB	Network Specific	1	0.2	0.14	0.152
1386	8880	MatrixDB	Network Specific	2	0.2	0.15	0.16
1386	8880	MatrixDB	Network Specific	3	0.19	0.14	0.15
1386	8880	MatrixDB	Network Specific	4	0.21	0.15	0.162
728568	9131	MatrixDB	Network Specific	0	0.72	0.14	0.256
728568	9131	MatrixDB	Network Specific	1	0.71	0.15	0.262
728568	9131	MatrixDB	Network Specific	2	0.69	0.16	0.266
728568	9131	MatrixDB	Network Specific	3	0.72	0.14	0.256
728568	9131	MatrixDB	Network Specific	4	0.72	0.15	0.264
10951	51592	MatrixDB	Network Specific	0	0.31	0.16	0.19
10951	51592	MatrixDB	Network Specific	1	0.31	0.22	0.238
10951	51592	MatrixDB	Network Specific	2	0.32	0.2	0.224
10951	51592	MatrixDB	Network Specific	3	0.31	0.17	0.198
10951	51592	MatrixDB	Network Specific	4	0.32	0.19	0.216
2289	57037	MatrixDB	Network Specific	0	0.49	0.19	0.25
2289	57037	MatrixDB	Network Specific	1	0.49	0.18	0.242
2289	57037	MatrixDB	Network Specific	2	0.48	0.18	0.24
2289	57037	MatrixDB	Network Specific	3	0.49	0.17	0.234
2289	57037	MatrixDB	Network Specific	4	0.49	0.17	0.234
1665	51639	MatrixDB	Network Specific	0	0.69	0.17	0.274
1665	51639	MatrixDB	Network Specific	1	0.69	0.19	0.29
1665	51639	MatrixDB	Network Specific	2	0.66	0.2	0.292
1665	51639	MatrixDB	Network Specific	3	0.7	0.31	0.388
1665	51639	MatrixDB	Network Specific	4	0.69	0.23	0.322
3024	627	MatrixDB	Network Specific	0	0.33	0.09	0.138
3024	627	MatrixDB	Network Specific	1	0.32	0.09	0.136
3024	627	MatrixDB	Network Specific	2	0.32	0.1	0.144
3024	627	MatrixDB	Network Specific	3	0.32	0.09	0.136
3024	627	MatrixDB	Network Specific	4	0.32	0.09	0.136
10491	64175	MatrixDB	Network Specific	0	0.79	0.84	0.83
10491	64175	MatrixDB	Network Specific	1	0.83	0.85	0.846
10491	64175	MatrixDB	Network Specific	2	0.83	0.85	0.846
10491	64175	MatrixDB	Network Specific	3	0.75	0.84	0.822
10491	64175	MatrixDB	Network Specific	4	0.82	0.85	0.844
4707	51026	MatrixDB	Network Specific	0	0.4	0.15	0.2
4707	51026	MatrixDB	Network Specific	1	0.45	0.25	0.29
4707	51026	MatrixDB	Network Specific	2	0.43	0.18	0.23
4707	51026	MatrixDB	Network Specific	3	0.47	0.18	0.238
4707	51026	MatrixDB	Network Specific	4	0.52	0.22	0.28
623	80762	MatrixDB	Network Specific	0	0.56	0.22	0.288
623	80762	MatrixDB	Network Specific	1	0.54	0.2	0.268
623	80762	MatrixDB	Network Specific	2	0.53	0.14	0.218
623	80762	MatrixDB	Network Specific	3	0.55	0.18	0.254
623	80762	MatrixDB	Network Specific	4	0.53	0.15	0.226
8945	994	MatrixDB	Network Specific	0	0.54	0.43	0.452
8945	994	MatrixDB	Network Specific	1	0.5	0.26	0.308
8945	994	MatrixDB	Network Specific	2	0.51	0.24	0.294
8945	994	MatrixDB	Network Specific	3	0.49	0.22	0.274
8945	994	MatrixDB	Network Specific	4	0.5	0.2	0.26
6840	80179	MatrixDB	Network Specific	0	0.5	0.15	0.22
6840	80179	MatrixDB	Network Specific	1	0.5	0.13	0.204
6840	80179	MatrixDB	Network Specific	2	0.46	0.12	0.188
6840	80179	MatrixDB	Network Specific	3	0.47	0.13	0.198
6840	80179	MatrixDB	Network Specific	4	0.51	0.14	0.214
23136	7533	MatrixDB	Network Specific	0	0.42	0.33	0.348
23136	7533	MatrixDB	Network Specific	1	0.43	0.45	0.446
23136	7533	MatrixDB	Network Specific	2	0.44	0.45	0.448
23136	7533	MatrixDB	Network Specific	3	0.42	0.5	0.484
23136	7533	MatrixDB	Network Specific	4	0.42	0.41	0.412
27097	8850	MatrixDB	Network Specific	0	0.34	0.29	0.3
27097	8850	MatrixDB	Network Specific	1	0.34	0.28	0.292
27097	8850	MatrixDB	Network Specific	2	0.34	0.17	0.204
27097	8850	MatrixDB	Network Specific	3	0.34	0.18	0.212
27097	8850	MatrixDB	Network Specific	4	0.34	0.16	0.196
3329	57129	MatrixDB	Network Specific	0	0.53	0.25	0.306
3329	57129	MatrixDB	Network Specific	1	0.52	0.14	0.216
3329	57129	MatrixDB	Network Specific	2	0.53	0.13	0.21
3329	57129	MatrixDB	Network Specific	3	0.55	0.31	0.358
3329	57129	MatrixDB	Network Specific	4	0.54	0.27	0.324
23344	9367	MatrixDB	Network Specific	0	0.42	0.27	0.3
23344	9367	MatrixDB	Network Specific	1	0.41	0.45	0.442
23344	9367	MatrixDB	Network Specific	2	0.41	0.19	0.234
23344	9367	MatrixDB	Network Specific	3	0.44	0.33	0.352
23344	9367	MatrixDB	Network Specific	4	0.41	0.32	0.338
11064	7798	MatrixDB	Network Specific	0	0.26	0.18	0.196
11064	7798	MatrixDB	Network Specific	1	0.26	0.19	0.204
11064	7798	MatrixDB	Network Specific	2	0.26	0.2	0.212
11064	7798	MatrixDB	Network Specific	3	0.27	0.27	0.27
11064	7798	MatrixDB	Network Specific	4	0.29	0.51	0.466
5252	7913	MatrixDB	Network Specific	0	0.45	0.18	0.234
5252	7913	MatrixDB	Network Specific	1	0.45	0.16	0.218
5252	7913	MatrixDB	Network Specific	2	0.45	0.17	0.226
5252	7913	MatrixDB	Network Specific	3	0.46	0.2	0.252
5252	7913	MatrixDB	Network Specific	4	0.45	0.17	0.226
51585	90378	MatrixDB	Network Specific	0	0.25	0.23	0.234
51585	90378	MatrixDB	Network Specific	1	0.25	0.2	0.21
51585	90378	MatrixDB	Network Specific	2	0.25	0.23	0.234
51585	90378	MatrixDB	Network Specific	3	0.27	0.29	0.286
51585	90378	MatrixDB	Network Specific	4	0.25	0.22	0.226
5335	84868	MatrixDB	Network Specific	0	0.39	0.15	0.198
5335	84868	MatrixDB	Network Specific	1	0.37	0.18	0.218
5335	84868	MatrixDB	Network Specific	2	0.38	0.16	0.204
5335	84868	MatrixDB	Network Specific	3	0.38	0.15	0.196
5335	84868	MatrixDB	Network Specific	4	0.38	0.15	0.196
26024	54998	MatrixDB	Network Specific	0	0.58	0.28	0.34
26024	54998	MatrixDB	Network Specific	1	0.58	0.32	0.372
26024	54998	MatrixDB	Network Specific	2	0.59	0.42	0.454
26024	54998	MatrixDB	Network Specific	3	0.6	0.47	0.496
26024	54998	MatrixDB	Network Specific	4	0.59	0.44	0.47
114049	4869	MatrixDB	Network Specific	0	0.46	0.16	0.22
114049	4869	MatrixDB	Network Specific	1	0.47	0.26	0.302
114049	4869	MatrixDB	Network Specific	2	0.45	0.15	0.21
114049	4869	MatrixDB	Network Specific	3	0.45	0.12	0.186
114049	4869	MatrixDB	Network Specific	4	0.45	0.13	0.194
9784	9859	MatrixDB	Network Specific	0	0.27	0.47	0.43
9784	9859	MatrixDB	Network Specific	1	0.28	0.35	0.336
9784	9859	MatrixDB	Network Specific	2	0.27	0.43	0.398
9784	9859	MatrixDB	Network Specific	3	0.27	0.36	0.342
9784	9859	MatrixDB	Network Specific	4	0.27	0.44	0.406
58504	79837	Mentha	Network Specific	0	0.4	0.44	0.432
58504	79837	Mentha	Network Specific	1	0.34	0.23	0.252
58504	79837	Mentha	Network Specific	2	0.38	0.29	0.308
58504	79837	Mentha	Network Specific	3	0.38	0.32	0.332
58504	79837	Mentha	Network Specific	4	0.34	0.2	0.228
4722	51026	Mentha	Network Specific	0	0.4	0.1	0.16
4722	51026	Mentha	Network Specific	1	0.4	0.15	0.2
4722	51026	Mentha	Network Specific	2	0.42	0.21	0.252
4722	51026	Mentha	Network Specific	3	0.41	0.11	0.17
4722	51026	Mentha	Network Specific	4	0.41	0.22	0.258
4093	4245	Mentha	Network Specific	0	0.46	0.17	0.228
4093	4245	Mentha	Network Specific	1	0.45	0.15	0.21
4093	4245	Mentha	Network Specific	2	0.45	0.15	0.21
4093	4245	Mentha	Network Specific	3	0.45	0.15	0.21
4093	4245	Mentha	Network Specific	4	0.46	0.18	0.236
54535	9342	Mentha	Network Specific	0	0.26	0.18	0.196
54535	9342	Mentha	Network Specific	1	0.24	0.14	0.16
54535	9342	Mentha	Network Specific	2	0.25	0.17	0.186
54535	9342	Mentha	Network Specific	3	0.25	0.17	0.186
54535	9342	Mentha	Network Specific	4	0.26	0.26	0.26
10580	10603	Mentha	Network Specific	0	0.25	0.18	0.194
10580	10603	Mentha	Network Specific	1	0.26	0.2	0.212
10580	10603	Mentha	Network Specific	2	0.25	0.18	0.194
10580	10603	Mentha	Network Specific	3	0.24	0.16	0.176
10580	10603	Mentha	Network Specific	4	0.26	0.2	0.212
10477	55743	Mentha	Network Specific	0	0.45	0.69	0.642
10477	55743	Mentha	Network Specific	1	0.37	0.68	0.618
10477	55743	Mentha	Network Specific	2	0.37	0.69	0.626
10477	55743	Mentha	Network Specific	3	0.37	0.69	0.626
10477	55743	Mentha	Network Specific	4	0.37	0.69	0.626
1326	7189	Mentha	Network Specific	0	0.4	0.16	0.208
1326	7189	Mentha	Network Specific	1	0.4	0.19	0.232
1326	7189	Mentha	Network Specific	2	0.43	0.28	0.31
1326	7189	Mentha	Network Specific	3	0.39	0.15	0.198
1326	7189	Mentha	Network Specific	4	0.39	0.13	0.182
57122	727851	Mentha	Network Specific	0	0.71	0.64	0.654
57122	727851	Mentha	Network Specific	1	0.6	0.5	0.52
57122	727851	Mentha	Network Specific	2	0.67	0.64	0.646
57122	727851	Mentha	Network Specific	3	0.64	0.57	0.584
57122	727851	Mentha	Network Specific	4	0.66	0.55	0.572
57819	9240	Mentha	Network Specific	0	0.37	0.14	0.186
57819	9240	Mentha	Network Specific	1	0.39	0.2	0.238
57819	9240	Mentha	Network Specific	2	0.34	0.18	0.212
57819	9240	Mentha	Network Specific	3	0.34	0.16	0.196
57819	9240	Mentha	Network Specific	4	0.36	0.13	0.176
1579	23533	Mentha	Network Specific	0	0.52	0.18	0.248
1579	23533	Mentha	Network Specific	1	0.57	0.4	0.434
1579	23533	Mentha	Network Specific	2	0.54	0.25	0.308
1579	23533	Mentha	Network Specific	3	0.51	0.18	0.246
1579	23533	Mentha	Network Specific	4	0.54	0.23	0.292
10318	337879	Mentha	Network Specific	0	0.21	0.13	0.146
10318	337879	Mentha	Network Specific	1	0.23	0.25	0.246
10318	337879	Mentha	Network Specific	2	0.24	0.2	0.208
10318	337879	Mentha	Network Specific	3	0.22	0.25	0.244
10318	337879	Mentha	Network Specific	4	0.22	0.12	0.14
85451	8667	Mentha	Network Specific	0	0.35	0.24	0.262
85451	8667	Mentha	Network Specific	1	0.35	0.22	0.246
85451	8667	Mentha	Network Specific	2	0.35	0.24	0.262
85451	8667	Mentha	Network Specific	3	0.33	0.18	0.21
85451	8667	Mentha	Network Specific	4	0.35	0.22	0.246
6133	83987	Mentha	Network Specific	0	0.32	0.11	0.152
6133	83987	Mentha	Network Specific	1	0.33	0.24	0.258
6133	83987	Mentha	Network Specific	2	0.3	0.14	0.172
6133	83987	Mentha	Network Specific	3	0.31	0.15	0.182
6133	83987	Mentha	Network Specific	4	0.32	0.13	0.168
2740	4246	Mentha	Network Specific	0	0.57	0.23	0.298
2740	4246	Mentha	Network Specific	1	0.51	0.16	0.23
2740	4246	Mentha	Network Specific	2	0.54	0.17	0.244
2740	4246	Mentha	Network Specific	3	0.53	0.18	0.25
2740	4246	Mentha	Network Specific	4	0.56	0.18	0.256
10946	8175	Mentha	Network Specific	0	0.3	0.13	0.164
10946	8175	Mentha	Network Specific	1	0.32	0.13	0.168
10946	8175	Mentha	Network Specific	2	0.32	0.14	0.176
10946	8175	Mentha	Network Specific	3	0.3	0.14	0.172
10946	8175	Mentha	Network Specific	4	0.3	0.12	0.156
51253	55720	Mentha	Network Specific	0	0.65	0.56	0.578
51253	55720	Mentha	Network Specific	1	0.53	0.23	0.29
51253	55720	Mentha	Network Specific	2	0.7	0.65	0.66
51253	55720	Mentha	Network Specific	3	0.52	0.17	0.24
51253	55720	Mentha	Network Specific	4	0.7	0.65	0.66
131920	219854	Mentha	Network Specific	0	0.31	0.27	0.278
131920	219854	Mentha	Network Specific	1	0.31	0.27	0.278
131920	219854	Mentha	Network Specific	2	0.32	0.29	0.296
131920	219854	Mentha	Network Specific	3	0.3	0.21	0.228
131920	219854	Mentha	Network Specific	4	0.3	0.24	0.252
23552	8243	Mentha	Network Specific	0	0.41	0.14	0.194
23552	8243	Mentha	Network Specific	1	0.42	0.17	0.22
23552	8243	Mentha	Network Specific	2	0.4	0.13	0.184
23552	8243	Mentha	Network Specific	3	0.41	0.13	0.186
23552	8243	Mentha	Network Specific	4	0.41	0.15	0.202
23710	4830	Mentha	Network Specific	0	0.54	0.11	0.196
23710	4830	Mentha	Network Specific	1	0.52	0.1	0.184
23710	4830	Mentha	Network Specific	2	0.53	0.1	0.186
23710	4830	Mentha	Network Specific	3	0.54	0.1	0.188
23710	4830	Mentha	Network Specific	4	0.54	0.09	0.18
10320	79968	Mentha	Network Specific	0	0.54	0.21	0.276
10320	79968	Mentha	Network Specific	1	0.54	0.23	0.292
10320	79968	Mentha	Network Specific	2	0.53	0.21	0.274
10320	79968	Mentha	Network Specific	3	0.53	0.22	0.282
10320	79968	Mentha	Network Specific	4	0.53	0.22	0.282
400916	9377	Mentha	Network Specific	0	0.35	0.12	0.166
400916	9377	Mentha	Network Specific	1	0.36	0.1	0.152
400916	9377	Mentha	Network Specific	2	0.37	0.14	0.186
400916	9377	Mentha	Network Specific	3	0.37	0.12	0.17
400916	9377	Mentha	Network Specific	4	0.35	0.13	0.174
56915	5966	Mentha	Network Specific	0	0.38	0.13	0.18
56915	5966	Mentha	Network Specific	1	0.37	0.16	0.202
56915	5966	Mentha	Network Specific	2	0.39	0.2	0.238
56915	5966	Mentha	Network Specific	3	0.39	0.16	0.206
56915	5966	Mentha	Network Specific	4	0.38	0.16	0.204
5589	6790	Mentha	Network Specific	0	0.4	0.22	0.256
5589	6790	Mentha	Network Specific	1	0.41	0.16	0.21
5589	6790	Mentha	Network Specific	2	0.4	0.16	0.208
5589	6790	Mentha	Network Specific	3	0.38	0.17	0.212
5589	6790	Mentha	Network Specific	4	0.39	0.17	0.214
2033	9439	Mentha	Network Specific	0	0.38	0.3	0.316
2033	9439	Mentha	Network Specific	1	0.39	0.24	0.27
2033	9439	Mentha	Network Specific	2	0.38	0.29	0.308
2033	9439	Mentha	Network Specific	3	0.39	0.27	0.294
2033	9439	Mentha	Network Specific	4	0.39	0.27	0.294
221184	3068	Mentha	Network Specific	0	0.59	0.13	0.222
221184	3068	Mentha	Network Specific	1	0.61	0.13	0.226
221184	3068	Mentha	Network Specific	2	0.57	0.18	0.258
221184	3068	Mentha	Network Specific	3	0.6	0.16	0.248
221184	3068	Mentha	Network Specific	4	0.58	0.13	0.22
4343	60496	Mentha	Network Specific	0	0.67	0.26	0.342
4343	60496	Mentha	Network Specific	1	0.66	0.2	0.292
4343	60496	Mentha	Network Specific	2	0.67	0.24	0.326
4343	60496	Mentha	Network Specific	3	0.66	0.22	0.308
4343	60496	Mentha	Network Specific	4	0.66	0.21	0.3
7316	79184	Mentha	Network Specific	0	0.43	0.68	0.63
7316	79184	Mentha	Network Specific	1	0.43	0.67	0.622
7316	79184	Mentha	Network Specific	2	0.42	0.66	0.612
7316	79184	Mentha	Network Specific	3	0.4	0.66	0.608
7316	79184	Mentha	Network Specific	4	0.4	0.65	0.6
2957	5757	Mentha	Network Specific	0	0.2	0.13	0.144
2957	5757	Mentha	Network Specific	1	0.23	0.15	0.166
2957	5757	Mentha	Network Specific	2	0.24	0.2	0.208
2957	5757	Mentha	Network Specific	3	0.3	0.15	0.18
2957	5757	Mentha	Network Specific	4	0.21	0.13	0.146
4172	4796	Mentha	Network Specific	0	0.37	0.24	0.266
4172	4796	Mentha	Network Specific	1	0.34	0.2	0.228
4172	4796	Mentha	Network Specific	2	0.38	0.41	0.404
4172	4796	Mentha	Network Specific	3	0.36	0.24	0.264
4172	4796	Mentha	Network Specific	4	0.36	0.21	0.24
10049	7846	Mentha	Network Specific	0	0.6	0.22	0.296
10049	7846	Mentha	Network Specific	1	0.64	0.56	0.576
10049	7846	Mentha	Network Specific	2	0.59	0.24	0.31
10049	7846	Mentha	Network Specific	3	0.61	0.32	0.378
10049	7846	Mentha	Network Specific	4	0.59	0.16	0.246
26239	85291	Mentha	Network Specific	0	0.1	0.08	0.084
26239	85291	Mentha	Network Specific	1	0.1	0.08	0.084
26239	85291	Mentha	Network Specific	2	0.1	0.09	0.092
26239	85291	Mentha	Network Specific	3	0.1	0.08	0.084
26239	85291	Mentha	Network Specific	4	0.09	0.07	0.074
140459	6923	Mentha	Network Specific	0	0.61	0.19	0.274
140459	6923	Mentha	Network Specific	1	0.63	0.21	0.294
140459	6923	Mentha	Network Specific	2	0.62	0.22	0.3
140459	6923	Mentha	Network Specific	3	0.63	0.2	0.286
140459	6923	Mentha	Network Specific	4	0.63	0.2	0.286
200523	337974	Mentha	Network Specific	0	0.15	0.12	0.126
200523	337974	Mentha	Network Specific	1	0.13	0.11	0.114
200523	337974	Mentha	Network Specific	2	0.14	0.11	0.116
200523	337974	Mentha	Network Specific	3	0.15	0.12	0.126
200523	337974	Mentha	Network Specific	4	0.15	0.1	0.11
7189	8915	Mentha	Network Specific	0	0.34	0.14	0.18
7189	8915	Mentha	Network Specific	1	0.35	0.17	0.206
7189	8915	Mentha	Network Specific	2	0.34	0.14	0.18
7189	8915	Mentha	Network Specific	3	0.34	0.13	0.172
7189	8915	Mentha	Network Specific	4	0.34	0.15	0.188
51646	80304	Mentha	Network Specific	0	0.51	0.42	0.438
51646	80304	Mentha	Network Specific	1	0.5	0.36	0.388
51646	80304	Mentha	Network Specific	2	0.48	0.21	0.264
51646	80304	Mentha	Network Specific	3	0.47	0.23	0.278
51646	80304	Mentha	Network Specific	4	0.48	0.26	0.304
351	83853	Mentha	Network Specific	0	0.33	0.21	0.234
351	83853	Mentha	Network Specific	1	0.31	0.18	0.206
351	83853	Mentha	Network Specific	2	0.32	0.22	0.24
351	83853	Mentha	Network Specific	3	0.34	0.3	0.308
351	83853	Mentha	Network Specific	4	0.32	0.19	0.216
11077	8543	Mentha	Network Specific	0	0.56	0.23	0.296
11077	8543	Mentha	Network Specific	1	0.56	0.23	0.296
11077	8543	Mentha	Network Specific	2	0.56	0.2	0.272
11077	8543	Mentha	Network Specific	3	0.56	0.2	0.272
11077	8543	Mentha	Network Specific	4	0.57	0.23	0.298
55610	9815	Mentha	Network Specific	0	0.54	0.16	0.236
55610	9815	Mentha	Network Specific	1	0.53	0.15	0.226
55610	9815	Mentha	Network Specific	2	0.53	0.14	0.218
55610	9815	Mentha	Network Specific	3	0.53	0.17	0.242
55610	9815	Mentha	Network Specific	4	0.54	0.16	0.236
3839	57379	Mentha	Network Specific	0	0.68	0.24	0.328
