index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
EFO_0005271,OC_nocite_7__composite_min2,4.318423335773908,OC,7,2,NOCITE,Genetic,False,6243
EFO_0005423,OC_nocite_7__composite_min2,35.91957432512439,OC,7,2,NOCITE,Genetic,False,6244
EFO_0005424,OC_nocite_7__composite_min2,16.74560654348221,OC,7,2,NOCITE,Genetic,False,6245
EFO_0005665,OC_nocite_7__composite_min2,4.12105811397857,OC,7,2,NOCITE,Genetic,False,6246
EFO_0005671,OC_nocite_7__composite_min2,35.35871954953142,OC,7,2,NOCITE,Genetic,False,6247
EFO_0005677,OC_nocite_7__composite_min2,4.844978982423349,OC,7,2,NOCITE,Genetic,False,6248
EFO_0005680,OC_nocite_7__composite_min2,67.61020030790192,OC,7,2,NOCITE,Genetic,False,6249
EFO_0005782,OC_nocite_7__composite_min2,15.558777837208568,OC,7,2,NOCITE,Genetic,False,6250
EFO_0005854,OC_nocite_7__composite_min2,5.05061292330661,OC,7,2,NOCITE,Genetic,False,6251
EFO_0006312,OC_nocite_7__composite_min2,2.4215428438089077,OC,7,2,NOCITE,Genetic,False,6252
EFO_0006340,OC_nocite_7__composite_min2,12.912911658543742,OC,7,2,NOCITE,Genetic,False,6253
EFO_0006525,OC_nocite_7__composite_min2,17.380829205917625,OC,7,2,NOCITE,Genetic,False,6254
EFO_0006781,OC_nocite_7__composite_min2,7.847775333691771,OC,7,2,NOCITE,Genetic,False,6255
EFO_0006794,OC_nocite_7__composite_min2,26.31963195325424,OC,7,2,NOCITE,Genetic,False,6256
EFO_0006807,OC_nocite_7__composite_min2,36.29003316850967,OC,7,2,NOCITE,Genetic,False,6257
EFO_0006812,OC_nocite_7__composite_min2,66.76039998013829,OC,7,2,NOCITE,Genetic,False,6258
EFO_0006925,OC_nocite_7__composite_min2,8.197469833209206,OC,7,2,NOCITE,Genetic,False,6259
EFO_0006935,OC_nocite_7__composite_min2,9.533402933172267,OC,7,2,NOCITE,Genetic,False,6260
EFO_0006939,OC_nocite_7__composite_min2,26.617698154345952,OC,7,2,NOCITE,Genetic,False,6261
EFO_0006941,OC_nocite_7__composite_min2,6.791365999854978,OC,7,2,NOCITE,Genetic,False,6262
EFO_0007005,OC_nocite_7__composite_min2,20.069074214959716,OC,7,2,NOCITE,Genetic,False,6263
EFO_0007006,OC_nocite_7__composite_min2,74.53257438828054,OC,7,2,NOCITE,Genetic,False,6264
EFO_0007009,OC_nocite_7__composite_min2,69.99121417162483,OC,7,2,NOCITE,Genetic,False,6265
EFO_0007117,OC_nocite_7__composite_min2,144.58328518784927,OC,7,2,NOCITE,Genetic,False,6266
EFO_0007191,OC_nocite_7__composite_min2,98.1153693815289,OC,7,2,NOCITE,Genetic,False,6267
EFO_0007629,OC_nocite_7__composite_min2,7.970409849513419,OC,7,2,NOCITE,Genetic,False,6268
EFO_0007630,OC_nocite_7__composite_min2,28.926225421465958,OC,7,2,NOCITE,Genetic,False,6269
EFO_0007667,OC_nocite_7__composite_min2,7.063333146557126,OC,7,2,NOCITE,Genetic,False,6270
EFO_0007680,OC_nocite_7__composite_min2,2.350115480131885,OC,7,2,NOCITE,Genetic,False,6271
EFO_0007701,OC_nocite_7__composite_min2,88.49240648528381,OC,7,2,NOCITE,Genetic,False,6272
EFO_0007761,OC_nocite_7__composite_min2,11.11160202671653,OC,7,2,NOCITE,Genetic,False,6273
EFO_0007778,OC_nocite_7__composite_min2,-0.8478265091027506,OC,7,2,NOCITE,Genetic,False,6274
EFO_0007783,OC_nocite_7__composite_min2,2.268911285136518,OC,7,2,NOCITE,Genetic,False,6275
EFO_0007785,OC_nocite_7__composite_min2,11.328211763230124,OC,7,2,NOCITE,Genetic,False,6276
EFO_0007796,OC_nocite_7__composite_min2,86.11854737900836,OC,7,2,NOCITE,Genetic,False,6277
EFO_0007800,OC_nocite_7__composite_min2,7.748018830301778,OC,7,2,NOCITE,Genetic,False,6278
EFO_0007822,OC_nocite_7__composite_min2,16.14373633451192,OC,7,2,NOCITE,Genetic,False,6279
EFO_0007828,OC_nocite_7__composite_min2,19.412951301544485,OC,7,2,NOCITE,Genetic,False,6280
EFO_0007841,OC_nocite_7__composite_min2,8.411263076762967,OC,7,2,NOCITE,Genetic,False,6281
EFO_0007843,OC_nocite_7__composite_min2,14.75602411547397,OC,7,2,NOCITE,Genetic,False,6282
EFO_0007849,OC_nocite_7__composite_min2,5.872433207444237,OC,7,2,NOCITE,Genetic,False,6283
EFO_0007869,OC_nocite_7__composite_min2,41.12302792935461,OC,7,2,NOCITE,Genetic,False,6284
EFO_0007874,OC_nocite_7__composite_min2,19.453950686144506,OC,7,2,NOCITE,Genetic,False,6285
EFO_0007876,OC_nocite_7__composite_min2,18.653535949056145,OC,7,2,NOCITE,Genetic,False,6286
EFO_0007877,OC_nocite_7__composite_min2,23.13272738355502,OC,7,2,NOCITE,Genetic,False,6287
EFO_0007885,OC_nocite_7__composite_min2,15.81743061359282,OC,7,2,NOCITE,Genetic,False,6288
EFO_0007906,OC_nocite_7__composite_min2,34.34695784581575,OC,7,2,NOCITE,Genetic,False,6289
EFO_0007924,OC_nocite_7__composite_min2,5.992229132724267,OC,7,2,NOCITE,Genetic,False,6290
EFO_0007987,OC_nocite_7__composite_min2,12.56698875695331,OC,7,2,NOCITE,Genetic,False,6291
EFO_0007989,OC_nocite_7__composite_min2,54.85564413548966,OC,7,2,NOCITE,Genetic,False,6292
EFO_0007990,OC_nocite_7__composite_min2,33.103976292824726,OC,7,2,NOCITE,Genetic,False,6293
EFO_0007991,OC_nocite_7__composite_min2,39.05950017014022,OC,7,2,NOCITE,Genetic,False,6294
EFO_0007992,OC_nocite_7__composite_min2,21.57454374906996,OC,7,2,NOCITE,Genetic,False,6295
EFO_0007993,OC_nocite_7__composite_min2,56.7111851342401,OC,7,2,NOCITE,Genetic,False,6296
EFO_0007994,OC_nocite_7__composite_min2,37.8615414282113,OC,7,2,NOCITE,Genetic,False,6297
EFO_0007995,OC_nocite_7__composite_min2,4.575066670274224,OC,7,2,NOCITE,Genetic,False,6298
EFO_0007996,OC_nocite_7__composite_min2,56.63744730948715,OC,7,2,NOCITE,Genetic,False,6299
EFO_0007997,OC_nocite_7__composite_min2,14.49119827846732,OC,7,2,NOCITE,Genetic,False,6300
EFO_0008002,OC_nocite_7__composite_min2,8.175137196778362,OC,7,2,NOCITE,Genetic,False,6301
EFO_0008006,OC_nocite_7__composite_min2,1.940908841369005,OC,7,2,NOCITE,Genetic,False,6302
EFO_0008154,OC_nocite_7__composite_min2,4.674037460419531,OC,7,2,NOCITE,Genetic,False,6303
EFO_0008219,OC_nocite_7__composite_min2,6.685742767093349,OC,7,2,NOCITE,Genetic,False,6304
EFO_0008298,OC_nocite_7__composite_min2,69.95974764217011,OC,7,2,NOCITE,Genetic,False,6305
EFO_0008341,OC_nocite_7__composite_min2,2.9959622710747444,OC,7,2,NOCITE,Genetic,False,6306
EFO_0008354,OC_nocite_7__composite_min2,62.72598777152602,OC,7,2,NOCITE,Genetic,False,6307
EFO_0008375,OC_nocite_7__composite_min2,16.250914856188807,OC,7,2,NOCITE,Genetic,False,6308
EFO_0008381,OC_nocite_7__composite_min2,8.194643093965523,OC,7,2,NOCITE,Genetic,False,6309
EFO_0008393,OC_nocite_7__composite_min2,6.6161662067609015,OC,7,2,NOCITE,Genetic,False,6310
EFO_0008394,OC_nocite_7__composite_min2,4.462351271313594,OC,7,2,NOCITE,Genetic,False,6311
EFO_0008399,OC_nocite_7__composite_min2,1.9152290784714017,OC,7,2,NOCITE,Genetic,False,6312
EFO_0008446,OC_nocite_7__composite_min2,12.233018686726709,OC,7,2,NOCITE,Genetic,False,6313
EFO_0008447,OC_nocite_7__composite_min2,12.9990853480394,OC,7,2,NOCITE,Genetic,False,6314
EFO_0008475,OC_nocite_7__composite_min2,74.50341271895081,OC,7,2,NOCITE,Genetic,False,6315
EFO_0008589,OC_nocite_7__composite_min2,16.889636120200887,OC,7,2,NOCITE,Genetic,False,6316
EFO_0008591,OC_nocite_7__composite_min2,15.844264141670113,OC,7,2,NOCITE,Genetic,False,6317
EFO_0008592,OC_nocite_7__composite_min2,33.268406963302105,OC,7,2,NOCITE,Genetic,False,6318
EFO_0008593,OC_nocite_7__composite_min2,12.61370855552178,OC,7,2,NOCITE,Genetic,False,6319
EFO_0008594,OC_nocite_7__composite_min2,54.73275821767094,OC,7,2,NOCITE,Genetic,False,6320
EFO_0008595,OC_nocite_7__composite_min2,28.768445513152837,OC,7,2,NOCITE,Genetic,False,6321
EFO_0009092,OC_nocite_7__composite_min2,13.978036160879732,OC,7,2,NOCITE,Genetic,False,6322
EFO_0009101,OC_nocite_7__composite_min2,3.4290352045759214,OC,7,2,NOCITE,Genetic,False,6323
EFO_0009187,OC_nocite_7__composite_min2,7.484320825266923,OC,7,2,NOCITE,Genetic,False,6324
EFO_0009260,OC_nocite_7__composite_min2,11.18034553763949,OC,7,2,NOCITE,Genetic,False,6325
EFO_0009282,OC_nocite_7__composite_min2,18.879403204299464,OC,7,2,NOCITE,Genetic,False,6326
EFO_0009332,OC_nocite_7__composite_min2,5.644649116680729,OC,7,2,NOCITE,Genetic,False,6327
EFO_0009396,OC_nocite_7__composite_min2,-0.6102914852098792,OC,7,2,NOCITE,Genetic,False,6328
EFO_0009458,OC_nocite_7__composite_min2,40.40379471838727,OC,7,2,NOCITE,Genetic,False,6329
EFO_0009552,OC_nocite_7__composite_min2,7.0036021796894365,OC,7,2,NOCITE,Genetic,False,6330
EFO_0009588,OC_nocite_7__composite_min2,7.958641119094103,OC,7,2,NOCITE,Genetic,False,6331
EFO_0009589,OC_nocite_7__composite_min2,12.939936203246036,OC,7,2,NOCITE,Genetic,False,6332
EFO_0009592,OC_nocite_7__composite_min2,69.24114226924323,OC,7,2,NOCITE,Genetic,False,6333
EFO_0009594,OC_nocite_7__composite_min2,104.93182996488568,OC,7,2,NOCITE,Genetic,False,6334
EFO_0009597,OC_nocite_7__composite_min2,3.742293645244249,OC,7,2,NOCITE,Genetic,False,6335
EFO_0009598,OC_nocite_7__composite_min2,2.955054365490977,OC,7,2,NOCITE,Genetic,False,6336
EFO_0009695,OC_nocite_7__composite_min2,13.568276845099746,OC,7,2,NOCITE,Genetic,False,6337
EFO_0009700,OC_nocite_7__composite_min2,15.353334606096942,OC,7,2,NOCITE,Genetic,False,6338
EFO_0009718,OC_nocite_7__composite_min2,6.847063410879854,OC,7,2,NOCITE,Genetic,False,6339
EFO_0009749,OC_nocite_7__composite_min2,21.630294276002985,OC,7,2,NOCITE,Genetic,False,6340
EFO_0009765,OC_nocite_7__composite_min2,12.380601746067835,OC,7,2,NOCITE,Genetic,False,6341
EFO_0009767,OC_nocite_7__composite_min2,3.9544648770534585,OC,7,2,NOCITE,Genetic,False,6342
EFO_0009768,OC_nocite_7__composite_min2,2.264511833604816,OC,7,2,NOCITE,Genetic,False,6343
EFO_0009769,OC_nocite_7__composite_min2,4.940093870833466,OC,7,2,NOCITE,Genetic,False,6344
EFO_0009795,OC_nocite_7__composite_min2,12.199973027172067,OC,7,2,NOCITE,Genetic,False,6345
EFO_0009819,OC_nocite_7__composite_min2,10.469948427693256,OC,7,2,NOCITE,Genetic,False,6346
EFO_0009863,OC_nocite_7__composite_min2,4.138945407810185,OC,7,2,NOCITE,Genetic,False,6347
EFO_0009902,OC_nocite_7__composite_min2,7.529680895483833,OC,7,2,NOCITE,Genetic,False,6348
EFO_0009924,OC_nocite_7__composite_min2,41.57054096676632,OC,7,2,NOCITE,Genetic,False,6349
EFO_0009927,OC_nocite_7__composite_min2,10.056780197258094,OC,7,2,NOCITE,Genetic,False,6350
EFO_0009928,OC_nocite_7__composite_min2,22.168286580740567,OC,7,2,NOCITE,Genetic,False,6351
EFO_0009929,OC_nocite_7__composite_min2,29.31650335813046,OC,7,2,NOCITE,Genetic,False,6352
EFO_0009930,OC_nocite_7__composite_min2,8.124330005703667,OC,7,2,NOCITE,Genetic,False,6353
EFO_0009931,OC_nocite_7__composite_min2,11.782713366980934,OC,7,2,NOCITE,Genetic,False,6354
EFO_0009932,OC_nocite_7__composite_min2,10.828200563097791,OC,7,2,NOCITE,Genetic,False,6355
EFO_0009933,OC_nocite_7__composite_min2,34.72722484838736,OC,7,2,NOCITE,Genetic,False,6356
EFO_0009941,OC_nocite_7__composite_min2,55.35794485868968,OC,7,2,NOCITE,Genetic,False,6357
EFO_0009959,OC_nocite_7__composite_min2,76.5137936874875,OC,7,2,NOCITE,Genetic,False,6358
EFO_0009963,OC_nocite_7__composite_min2,21.219815987246907,OC,7,2,NOCITE,Genetic,False,6359
EFO_0010067,OC_nocite_7__composite_min2,45.09569295095393,OC,7,2,NOCITE,Genetic,False,6360
EFO_0010088,OC_nocite_7__composite_min2,10.080134042503158,OC,7,2,NOCITE,Genetic,False,6361
EFO_0010091,OC_nocite_7__composite_min2,1.964966934899116,OC,7,2,NOCITE,Genetic,False,6362
EFO_0010100,OC_nocite_7__composite_min2,15.818725473095713,OC,7,2,NOCITE,Genetic,False,6363
EFO_0010114,OC_nocite_7__composite_min2,0.9516823281415048,OC,7,2,NOCITE,Genetic,False,6364
EFO_0010116,OC_nocite_7__composite_min2,25.60223221128988,OC,7,2,NOCITE,Genetic,False,6365
EFO_0010117,OC_nocite_7__composite_min2,4.001424782589279,OC,7,2,NOCITE,Genetic,False,6366
EFO_0010119,OC_nocite_7__composite_min2,12.69206138751945,OC,7,2,NOCITE,Genetic,False,6367
EFO_0010125,OC_nocite_7__composite_min2,14.020626167735974,OC,7,2,NOCITE,Genetic,False,6368
EFO_0010130,OC_nocite_7__composite_min2,27.330932107933656,OC,7,2,NOCITE,Genetic,False,6369
EFO_0010176,OC_nocite_7__composite_min2,9.321064019192177,OC,7,2,NOCITE,Genetic,False,6370
EFO_0010223,OC_nocite_7__composite_min2,12.633326458096787,OC,7,2,NOCITE,Genetic,False,6371
EFO_0010224,OC_nocite_7__composite_min2,9.376658743113188,OC,7,2,NOCITE,Genetic,False,6372
EFO_0010298,OC_nocite_7__composite_min2,5.96982591837672,OC,7,2,NOCITE,Genetic,False,6373
EFO_0010299,OC_nocite_7__composite_min2,3.1970186664833498,OC,7,2,NOCITE,Genetic,False,6374
EFO_0010351,OC_nocite_7__composite_min2,32.472428948125724,OC,7,2,NOCITE,Genetic,False,6375
EFO_0010469,OC_nocite_7__composite_min2,15.755130280315658,OC,7,2,NOCITE,Genetic,False,6376
EFO_0010554,OC_nocite_7__composite_min2,12.787441852007142,OC,7,2,NOCITE,Genetic,False,6377
EFO_0010576,OC_nocite_7__composite_min2,7.865429218752064,OC,7,2,NOCITE,Genetic,False,6378
EFO_0010578,OC_nocite_7__composite_min2,20.476908975484687,OC,7,2,NOCITE,Genetic,False,6379
EFO_0010583,OC_nocite_7__composite_min2,61.16482031504103,OC,7,2,NOCITE,Genetic,False,6380
EFO_0010638,OC_nocite_7__composite_min2,11.624662147958006,OC,7,2,NOCITE,Genetic,False,6381
EFO_0010701,OC_nocite_7__composite_min2,11.672423325654066,OC,7,2,NOCITE,Genetic,False,6382
EFO_0010702,OC_nocite_7__composite_min2,38.05648818404853,OC,7,2,NOCITE,Genetic,False,6383
EFO_0010724,OC_nocite_7__composite_min2,9.158297958235242,OC,7,2,NOCITE,Genetic,False,6384
EFO_0010733,OC_nocite_7__composite_min2,61.082398606693474,OC,7,2,NOCITE,Genetic,False,6385
EFO_0010815,OC_nocite_7__composite_min2,20.01387677449803,OC,7,2,NOCITE,Genetic,False,6386
EFO_0010934,OC_nocite_7__composite_min2,7.892551103217358,OC,7,2,NOCITE,Genetic,False,6387
EFO_0010948,OC_nocite_7__composite_min2,7.375248076106093,OC,7,2,NOCITE,Genetic,False,6388
EFO_0010949,OC_nocite_7__composite_min2,10.96294258099324,OC,7,2,NOCITE,Genetic,False,6389
EFO_0010972,OC_nocite_7__composite_min2,5.252857487995968,OC,7,2,NOCITE,Genetic,False,6390
EFO_0011013,OC_nocite_7__composite_min2,28.696544587963707,OC,7,2,NOCITE,Genetic,False,6391
EFO_0020044,OC_nocite_7__composite_min2,121.16852298793653,OC,7,2,NOCITE,Genetic,False,6392
EFO_0020097,OC_nocite_7__composite_min2,10.105292611429824,OC,7,2,NOCITE,Genetic,False,6393
EFO_0020283,OC_nocite_7__composite_min2,30.09715434008924,OC,7,2,NOCITE,Genetic,False,6394
EFO_0020690,OC_nocite_7__composite_min2,63.36616450103441,OC,7,2,NOCITE,Genetic,False,6395
EFO_0020865,OC_nocite_7__composite_min2,10.050368901844482,OC,7,2,NOCITE,Genetic,False,6396
EFO_0020946,OC_nocite_7__composite_min2,17.175045953580835,OC,7,2,NOCITE,Genetic,False,6397
EFO_0021283,OC_nocite_7__composite_min2,2.831306884922087,OC,7,2,NOCITE,Genetic,False,6398
EFO_0021487,OC_nocite_7__composite_min2,35.79605081330137,OC,7,2,NOCITE,Genetic,False,6399
EFO_0021784,OC_nocite_7__composite_min2,5.270241424309007,OC,7,2,NOCITE,Genetic,False,6400
EFO_0021787,OC_nocite_7__composite_min2,17.131961004778496,OC,7,2,NOCITE,Genetic,False,6401
EFO_0021788,OC_nocite_7__composite_min2,7.264248139350879,OC,7,2,NOCITE,Genetic,False,6402
EFO_0021897,OC_nocite_7__composite_min2,45.89585385420538,OC,7,2,NOCITE,Genetic,False,6403
EFO_0021898,OC_nocite_7__composite_min2,54.76406571803504,OC,7,2,NOCITE,Genetic,False,6404
EFO_0021899,OC_nocite_7__composite_min2,0.83090446892912,OC,7,2,NOCITE,Genetic,False,6405
EFO_0021900,OC_nocite_7__composite_min2,13.0880801252413,OC,7,2,NOCITE,Genetic,False,6406
EFO_0021902,OC_nocite_7__composite_min2,83.66159457912453,OC,7,2,NOCITE,Genetic,False,6407
EFO_0021903,OC_nocite_7__composite_min2,18.93460493284875,OC,7,2,NOCITE,Genetic,False,6408
EFO_0022144,OC_nocite_7__composite_min2,3.95669261324189,OC,7,2,NOCITE,Genetic,False,6409
EFO_0022145,OC_nocite_7__composite_min2,48.748361900433466,OC,7,2,NOCITE,Genetic,False,6410
EFO_0022146,OC_nocite_7__composite_min2,36.89120818540282,OC,7,2,NOCITE,Genetic,False,6411
EFO_0022149,OC_nocite_7__composite_min2,5.053566632404548,OC,7,2,NOCITE,Genetic,False,6412
EFO_0022154,OC_nocite_7__composite_min2,33.62830798487204,OC,7,2,NOCITE,Genetic,False,6413
EFO_0022156,OC_nocite_7__composite_min2,35.68475837113769,OC,7,2,NOCITE,Genetic,False,6414
EFO_0022157,OC_nocite_7__composite_min2,17.84676183996482,OC,7,2,NOCITE,Genetic,False,6415
EFO_0022158,OC_nocite_7__composite_min2,27.24072537872511,OC,7,2,NOCITE,Genetic,False,6416
EFO_0022161,OC_nocite_7__composite_min2,2.2163540228864265,OC,7,2,NOCITE,Genetic,False,6417
EFO_0022164,OC_nocite_7__composite_min2,14.578872909960282,OC,7,2,NOCITE,Genetic,False,6418
EFO_0022169,OC_nocite_7__composite_min2,63.25051525758671,OC,7,2,NOCITE,Genetic,False,6419
EFO_0022175,OC_nocite_7__composite_min2,81.2520192196167,OC,7,2,NOCITE,Genetic,False,6420
EFO_0022178,OC_nocite_7__composite_min2,109.96885578109256,OC,7,2,NOCITE,Genetic,False,6421
EFO_0022180,OC_nocite_7__composite_min2,15.40961722832972,OC,7,2,NOCITE,Genetic,False,6422
EFO_0022181,OC_nocite_7__composite_min2,2.6126005594785706,OC,7,2,NOCITE,Genetic,False,6423
EFO_0022187,OC_nocite_7__composite_min2,19.222923878282725,OC,7,2,NOCITE,Genetic,False,6424
EFO_0022189,OC_nocite_7__composite_min2,31.5970024892346,OC,7,2,NOCITE,Genetic,False,6425
EFO_0022190,OC_nocite_7__composite_min2,37.587551206460745,OC,7,2,NOCITE,Genetic,False,6426
EFO_0022196,OC_nocite_7__composite_min2,29.800842927062668,OC,7,2,NOCITE,Genetic,False,6427
EFO_0022224,OC_nocite_7__composite_min2,21.51439171998385,OC,7,2,NOCITE,Genetic,False,6428
EFO_0022225,OC_nocite_7__composite_min2,,OC,7,2,NOCITE,Genetic,False,6429
EFO_0022228,OC_nocite_7__composite_min2,23.809970509025305,OC,7,2,NOCITE,Genetic,False,6430
EFO_0022229,OC_nocite_7__composite_min2,21.279264399070332,OC,7,2,NOCITE,Genetic,False,6431
EFO_0022230,OC_nocite_7__composite_min2,99.22669210812371,OC,7,2,NOCITE,Genetic,False,6432
EFO_0022231,OC_nocite_7__composite_min2,21.418868069445782,OC,7,2,NOCITE,Genetic,False,6433
EFO_0022233,OC_nocite_7__composite_min2,4.111523403908373,OC,7,2,NOCITE,Genetic,False,6434
EFO_0022234,OC_nocite_7__composite_min2,7.252123813887818,OC,7,2,NOCITE,Genetic,False,6435
EFO_0022237,OC_nocite_7__composite_min2,5.562182044398136,OC,7,2,NOCITE,Genetic,False,6436
EFO_0022239,OC_nocite_7__composite_min2,4.729999868581548,OC,7,2,NOCITE,Genetic,False,6437
EFO_0022242,OC_nocite_7__composite_min2,17.55009985020162,OC,7,2,NOCITE,Genetic,False,6438
EFO_0022244,OC_nocite_7__composite_min2,10.952679489615226,OC,7,2,NOCITE,Genetic,False,6439
EFO_0022245,OC_nocite_7__composite_min2,13.30337817468653,OC,7,2,NOCITE,Genetic,False,6440
EFO_0022247,OC_nocite_7__composite_min2,32.921004214365176,OC,7,2,NOCITE,Genetic,False,6441
EFO_0022248,OC_nocite_7__composite_min2,3.0553300058937576,OC,7,2,NOCITE,Genetic,False,6442
EFO_0022251,OC_nocite_7__composite_min2,4.939129107334914,OC,7,2,NOCITE,Genetic,False,6443
EFO_0022253,OC_nocite_7__composite_min2,6.786061194726176,OC,7,2,NOCITE,Genetic,False,6444
EFO_0022256,OC_nocite_7__composite_min2,10.12430754352436,OC,7,2,NOCITE,Genetic,False,6445
EFO_0022258,OC_nocite_7__composite_min2,21.51490949986201,OC,7,2,NOCITE,Genetic,False,6446
EFO_0022259,OC_nocite_7__composite_min2,13.171056092724577,OC,7,2,NOCITE,Genetic,False,6447
EFO_0022260,OC_nocite_7__composite_min2,40.387443669058655,OC,7,2,NOCITE,Genetic,False,6448
EFO_0022263,OC_nocite_7__composite_min2,30.574275868389083,OC,7,2,NOCITE,Genetic,False,6449
EFO_0022264,OC_nocite_7__composite_min2,4.902251742620607,OC,7,2,NOCITE,Genetic,False,6450
EFO_0022265,OC_nocite_7__composite_min2,93.0698400732657,OC,7,2,NOCITE,Genetic,False,6451
EFO_0022267,OC_nocite_7__composite_min2,30.815998483793567,OC,7,2,NOCITE,Genetic,False,6452
EFO_0022269,OC_nocite_7__composite_min2,22.915315396237038,OC,7,2,NOCITE,Genetic,False,6453
EFO_0022272,OC_nocite_7__composite_min2,44.623527408642666,OC,7,2,NOCITE,Genetic,False,6454
EFO_0022274,OC_nocite_7__composite_min2,107.1841329320784,OC,7,2,NOCITE,Genetic,False,6455
EFO_0022275,OC_nocite_7__composite_min2,20.218772307494262,OC,7,2,NOCITE,Genetic,False,6456
EFO_0022279,OC_nocite_7__composite_min2,13.565695242109642,OC,7,2,NOCITE,Genetic,False,6457
EFO_0022280,OC_nocite_7__composite_min2,11.03449677678916,OC,7,2,NOCITE,Genetic,False,6458
EFO_0022282,OC_nocite_7__composite_min2,33.223771430206604,OC,7,2,NOCITE,Genetic,False,6459
EFO_0022283,OC_nocite_7__composite_min2,7.292984136787453,OC,7,2,NOCITE,Genetic,False,6460
EFO_0022284,OC_nocite_7__composite_min2,6.531708973824848,OC,7,2,NOCITE,Genetic,False,6461
EFO_0022285,OC_nocite_7__composite_min2,1.466422487203226,OC,7,2,NOCITE,Genetic,False,6462
EFO_0022287,OC_nocite_7__composite_min2,15.167284306929393,OC,7,2,NOCITE,Genetic,False,6463
EFO_0022288,OC_nocite_7__composite_min2,8.88881517087209,OC,7,2,NOCITE,Genetic,False,6464
EFO_0022291,OC_nocite_7__composite_min2,5.562994170013141,OC,7,2,NOCITE,Genetic,False,6465
EFO_0022292,OC_nocite_7__composite_min2,15.05050114375643,OC,7,2,NOCITE,Genetic,False,6466
EFO_0022293,OC_nocite_7__composite_min2,8.832656534194834,OC,7,2,NOCITE,Genetic,False,6467
EFO_0022295,OC_nocite_7__composite_min2,93.51306016219188,OC,7,2,NOCITE,Genetic,False,6468
EFO_0022298,OC_nocite_7__composite_min2,18.5433979934235,OC,7,2,NOCITE,Genetic,False,6469
EFO_0022299,OC_nocite_7__composite_min2,68.6682137531845,OC,7,2,NOCITE,Genetic,False,6470
EFO_0022300,OC_nocite_7__composite_min2,24.97740432258628,OC,7,2,NOCITE,Genetic,False,6471
EFO_0022301,OC_nocite_7__composite_min2,44.600568313580006,OC,7,2,NOCITE,Genetic,False,6472
EFO_0022306,OC_nocite_7__composite_min2,41.90819337836367,OC,7,2,NOCITE,Genetic,False,6473
EFO_0022307,OC_nocite_7__composite_min2,31.8984828912243,OC,7,2,NOCITE,Genetic,False,6474
EFO_0022308,OC_nocite_7__composite_min2,6.291810694388448,OC,7,2,NOCITE,Genetic,False,6475
EFO_0022310,OC_nocite_7__composite_min2,34.86523666835084,OC,7,2,NOCITE,Genetic,False,6476
EFO_0022312,OC_nocite_7__composite_min2,20.881551904423706,OC,7,2,NOCITE,Genetic,False,6477
EFO_0022313,OC_nocite_7__composite_min2,79.44440810921887,OC,7,2,NOCITE,Genetic,False,6478
EFO_0022314,OC_nocite_7__composite_min2,101.8922375221227,OC,7,2,NOCITE,Genetic,False,6479
EFO_0022316,OC_nocite_7__composite_min2,30.73136222225189,OC,7,2,NOCITE,Genetic,False,6480
EFO_0022317,OC_nocite_7__composite_min2,54.01564542758221,OC,7,2,NOCITE,Genetic,False,6481
EFO_0022320,OC_nocite_7__composite_min2,9.356297408489922,OC,7,2,NOCITE,Genetic,False,6482
EFO_0022321,OC_nocite_7__composite_min2,38.52169978022086,OC,7,2,NOCITE,Genetic,False,6483
EFO_0022322,OC_nocite_7__composite_min2,17.726849682314345,OC,7,2,NOCITE,Genetic,False,6484
EFO_0022323,OC_nocite_7__composite_min2,53.10058723173135,OC,7,2,NOCITE,Genetic,False,6485
EFO_0022325,OC_nocite_7__composite_min2,85.61990804522972,OC,7,2,NOCITE,Genetic,False,6486
EFO_0022326,OC_nocite_7__composite_min2,130.3893469106668,OC,7,2,NOCITE,Genetic,False,6487
EFO_0022327,OC_nocite_7__composite_min2,51.2493994326475,OC,7,2,NOCITE,Genetic,False,6488
EFO_0022329,OC_nocite_7__composite_min2,9.769993853419669,OC,7,2,NOCITE,Genetic,False,6489
EFO_0022330,OC_nocite_7__composite_min2,16.717528435039462,OC,7,2,NOCITE,Genetic,False,6490
EFO_0022333,OC_nocite_7__composite_min2,3.4028616249978225,OC,7,2,NOCITE,Genetic,False,6491
EFO_0022335,OC_nocite_7__composite_min2,7.617060739415723,OC,7,2,NOCITE,Genetic,False,6492
EFO_0022336,OC_nocite_7__composite_min2,11.868445525412012,OC,7,2,NOCITE,Genetic,False,6493
EFO_0022337,OC_nocite_7__composite_min2,21.54812207957265,OC,7,2,NOCITE,Genetic,False,6494
EFO_0022338,OC_nocite_7__composite_min2,13.742730200869088,OC,7,2,NOCITE,Genetic,False,6495
EFO_0022339,OC_nocite_7__composite_min2,25.44533575645327,OC,7,2,NOCITE,Genetic,False,6496
EFO_0022341,OC_nocite_7__composite_min2,5.700231188822465,OC,7,2,NOCITE,Genetic,False,6497
EFO_0600002,OC_nocite_7__composite_min2,1.6732461772595564,OC,7,2,NOCITE,Genetic,False,6498
EFO_0600008,OC_nocite_7__composite_min2,4.343003799956632,OC,7,2,NOCITE,Genetic,False,6499
EFO_0600047,OC_nocite_7__composite_min2,5.417321275784982,OC,7,2,NOCITE,Genetic,False,6500
